time;x;y;z;gx;gy;gz;result_acel;result_gir
133.681;-0,76;0,02;0,57;0;0;0;0,95;0,00
133.709;-0,76;0,02;0,57;0;0;0;0,95;0,00
133.751;-0,76;0,02;0,57;-0,01;0;0;0,95;0,01
133.77;-0,76;0,02;0,57;-0,01;0;0;0,95;0,01
133.809;-0,76;0,02;0,57;-0,01;0;0;0,95;0,01
133.821;-0,76;0,02;0,57;-0,01;0;-0,02;0,95;0,02
133.871;-0,76;0,01;0,58;-0,01;0;-0,02;0,96;0,02
133.892;-0,76;0,01;0,58;-0,02;0;-0,01;0,96;0,02
133.909;-0,76;0,01;0,58;-0,02;0;-0,01;0,96;0,02
133.971;-0,76;0,01;0,57;-0,02;0;-0,01;0,95;0,02
133.972;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
134.009;-0,76;0,01;0,58;-0,01;0;0;0,96;0,01
134.031;-0,76;0,01;0,58;0;0;0;0,96;0,00
134.073;-0,76;0,01;0,58;0;0;0;0,96;0,00
134.101;-0,76;0,01;0,58;0;0;0,01;0,96;0,01
134.109;-0,76;0,02;0,57;0;0;0,01;0,95;0,01
134.169;-0,76;0,02;0,57;0;0;0,01;0,95;0,01
134.177;-0,76;0,02;0,57;0;0;0;0,95;0,00
134.209;-0,76;0,02;0,58;0;0;0;0,96;0,00
134.241;-0,76;0,02;0,58;-0,01;0;-0,01;0,96;0,01
134.26;-0,76;0,01;0,58;-0,01;0;-0,01;0,96;0,01
134.325;-0,76;0,02;0,57;-0,01;0;-0,01;0,95;0,01
134.326;-0,76;0,02;0,57;-0,01;0;0;0,95;0,01
134.365;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
134.381;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
134.409;-0,76;0,01;0,58;-0,01;0;0;0,96;0,01
134.451;-0,76;0,01;0,58;0;0;0;0,96;0,00
134.459;-0,76;0,01;0,57;0;0;0;0,95;0,00
134.509;-0,76;0,01;0,58;0;0;0;0,96;0,00
134.522;-0,76;0,01;0,58;0;0;0;0,96;0,00
134.559;-0,76;0,02;0,57;0;0;0;0,95;0,00
134.591;-0,76;0,02;0,57;0;0;0;0,95;0,00
134.609;-0,76;0,02;0,57;0;0;0;0,95;0,00
134.659;-0,76;0,01;0,57;0;0;0;0,95;0,00
134.663;-0,76;0,01;0,57;0;0;0;0,95;0,00
134.709;-0,76;0,01;0,57;0;0;0;0,95;0,00
134.733;-0,76;0,01;0,57;0;0;0;0,95;0,00
134.759;-0,76;0,02;0,57;0;0;0;0,95;0,00
134.801;-0,76;0,02;0,57;-0,01;0;0;0,95;0,01
134.809;-0,76;0,02;0,57;-0,01;0;0;0,95;0,01
134.859;-0,76;0,02;0,58;-0,01;0;0;0,96;0,01
134.872;-0,76;0,02;0,58;-0,01;0;0;0,96;0,01
134.909;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
134.941;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
134.959;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
135.01;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
135.013;-0,76;0,01;0,57;0;0;0;0,95;0,00
135.059;-0,76;0,01;0,57;0;0;0;0,95;0,00
135.081;-0,76;0,01;0,57;0;0;0,01;0,95;0,01
135.109;-0,76;0,02;0,57;0;0;0,01;0,95;0,01
135.151;-0,76;0,02;0,57;0;0;0;0,95;0,00
135.159;-0,76;0,02;0,57;0;0;0;0,95;0,00
135.209;-0,76;0,02;0,57;0;0;0;0,95;0,00
135.223;-0,76;0,02;0,57;-0,01;0;-0,01;0,95;0,01
135.259;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
135.301;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
135.309;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
135.359;-0,76;0,01;0,58;-0,01;0;-0,01;0,96;0,01
135.363;-0,76;0,01;0,58;0;0;-0,01;0,96;0,01
135.409;-0,76;0,01;0,58;0;0;-0,01;0,96;0,01
135.431;-0,76;0,01;0,58;0;0;0;0,96;0,00
135.459;-0,76;0,01;0,57;0;0;0;0,95;0,00
135.509;-0,76;0,01;0,57;0;0;0;0,95;0,00
135.51;-0,76;0,02;0,57;0;0;0;0,95;0,00
135.559;-0,76;0,02;0,57;0;0;0;0,95;0,00
135.573;-0,76;0,02;0,57;0;0;0;0,95;0,00
135.61;-0,76;0,02;0,58;0;0;0;0,96;0,00
135.641;-0,76;0,02;0,58;-0,01;0;-0,01;0,96;0,01
135.659;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
135.71;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
135.713;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
135.759;-0,76;0,01;0,58;-0,01;0;0;0,96;0,01
135.782;-0,76;0,01;0,58;-0,01;0;0;0,96;0,01
135.809;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
135.851;-0,76;0,01;0,57;0;0;0;0,95;0,00
135.859;-0,76;0,01;0,57;0;0;0;0,95;0,00
135.909;-0,76;0,02;0,58;0;0;0;0,96;0,00
135.925;-0,76;0,02;0,58;0;0;0;0,96;0,00
135.959;-0,76;0,02;0,57;0;0;0;0,95;0,00
135.998;-0,76;0,02;0,57;-0,01;0;0;0,95;0,01
136.009;-0,76;0,02;0,58;-0,01;0;0;0,96;0,01
136.059;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
136.062;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
136.109;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
136.131;-0,76;0,01;0,57;0;0;0;0,95;0,00
136.159;-0,76;0,01;0,57;0;0;0;0,95;0,00
136.208;-0,76;0,01;0,57;0;0;0;0,95;0,00
136.211;-0,76;0,01;0,57;0;0;0;0,95;0,00
136.259;-0,76;0,02;0,58;0;0;0;0,96;0,00
136.273;-0,76;0,02;0,58;0;0;0;0,96;0,00
136.32;-0,76;0,02;0,57;0;0;0;0,95;0,00
136.342;-0,76;0,02;0,57;0;0;0;0,95;0,00
136.359;-0,76;0,01;0,57;0;0;0;0,95;0,00
136.41;-0,76;0,02;0,57;0;0;0;0,95;0,00
136.412;-0,76;0,02;0,57;0;0;0;0,95;0,00
136.459;-0,76;0,01;0,58;0;0;0;0,96;0,00
136.481;-0,76;0,01;0,58;0;0;0;0,96;0,00
136.511;-0,76;0,02;0,57;0;0;0;0,95;0,00
136.551;-0,76;0,02;0,57;-0,01;0;-0,01;0,95;0,01
136.559;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
136.609;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
136.624;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
136.659;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
136.708;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
136.71;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
136.759;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
136.762;-0,76;0,01;0,57;0;0;0;0,95;0,00
136.809;-0,76;0,01;0,57;0;0;0;0,95;0,00
136.831;-0,76;0,01;0,57;0;0;0;0,95;0,00
136.859;-0,76;0,01;0,57;0;0;0;0,95;0,00
136.901;-0,76;0,01;0,57;0;0;0;0,95;0,00
136.909;-0,76;0,01;0,57;0;0;0;0,95;0,00
136.959;-0,76;0,01;0,57;0;0;0;0,95;0,00
136.974;-0,76;0,01;0,57;0;0;-0,01;0,95;0,01
137.019;-0,76;0,01;0,57;0;0;-0,01;0,95;0,01
137.042;-0,76;0,01;0,57;0;0;0;0,95;0,00
137.059;-0,76;0,01;0,58;0;0;0;0,96;0,00
137.11;-0,76;0,01;0,58;0;0;0;0,96;0,00
137.114;-0,76;0,01;0,58;0;0;0,01;0,96;0,01
137.159;-0,76;0,01;0,57;0;0;0,01;0,95;0,01
137.181;-0,76;0,01;0,57;-0,01;0;0,01;0,95;0,01
137.217;-0,76;0,02;0,57;-0,01;0;0,01;0,95;0,01
137.251;-0,76;0,02;0,57;-0,01;0;0;0,95;0,01
137.259;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
137.309;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
137.321;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
137.359;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
137.391;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
137.411;-0,76;0,02;0,57;-0,01;0;-0,01;0,95;0,01
137.459;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
137.462;-0,76;0,01;0,57;0;0;0;0,95;0,00
137.513;-0,76;0,01;0,57;0;0;0;0,95;0,00
137.531;-0,76;0,01;0,57;0;0;0;0,95;0,00
137.559;-0,76;0,01;0,57;0;0;0;0,95;0,00
137.601;-0,76;0,01;0,57;0;0;0,01;0,95;0,01
137.613;-0,76;0,02;0,58;0;0;0,01;0,96;0,01
137.659;-0,76;0,01;0,57;0;0;0,01;0,95;0,01
137.674;-0,76;0,01;0,57;0;0;0;0,95;0,00
137.713;-0,76;0,02;0,57;0;0;0;0,95;0,00
137.741;-0,76;0,02;0,57;-0,01;0;0;0,95;0,01
137.759;-0,76;0,02;0,57;-0,01;0;0;0,95;0,01
137.812;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
137.821;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
137.859;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
137.881;-0,76;0,01;0,57;0;0;0;0,95;0,00
137.912;-0,76;0,01;0,58;0;0;0;0,96;0,00
137.951;-0,76;0,01;0,58;0;0;0;0,96;0,00
137.959;-0,76;0,01;0,58;0;0;0;0,96;0,00
138.012;-0,76;0,02;0,57;0;0;0;0,95;0,00
138.024;-0,76;0,02;0,57;0;0;0;0,95;0,00
138.059;-0,76;0,02;0,57;0;0;0;0,95;0,00
138.091;-0,76;0,02;0,57;-0,01;0;-0,01;0,95;0,01
138.109;-0,76;0,02;0,58;-0,01;0;-0,01;0,96;0,01
138.159;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
138.162;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
138.212;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
138.231;-0,76;0,01;0,57;0;0;0;0,95;0,00
138.259;-0,76;0,01;0,57;0;0;0;0,95;0,00
138.301;-0,76;0,01;0,57;0,01;0;0;0,95;0,01
138.324;-0,76;0,02;0,57;0,01;0;0;0,95;0,01
138.359;-0,76;0,02;0,58;0,01;0;0;0,96;0,01
138.372;-0,76;0,02;0,58;0;0;0;0,96;0,00
138.413;-0,76;0,02;0,57;0;0;0;0,95;0,00
138.441;-0,76;0,02;0,57;-0,01;0;-0,01;0,95;0,01
138.459;-0,76;0,02;0,57;-0,01;0;-0,01;0,95;0,01
138.514;-0,76;0,01;0,58;-0,01;0;-0,01;0,96;0,01
138.516;-0,76;0,01;0,58;-0,01;0;-0,01;0,96;0,01
138.559;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
138.581;-0,76;0,01;0,57;0;0;0;0,95;0,00
138.615;-0,76;0,01;0,57;0;0;0;0,95;0,00
138.651;-0,76;0,01;0,57;0;0;0;0,95;0,00
138.659;-0,76;0,02;0,58;0;0;0;0,96;0,00
138.72;-0,76;0,02;0,57;0;0;0;0,95;0,00
138.725;-0,76;0,02;0,57;-0,01;0;0;0,95;0,01
138.759;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
138.791;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
138.809;-0,76;0,01;0,58;-0,01;0;0;0,96;0,01
138.86;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
138.862;-0,76;0,01;0,57;0;0;0;0,95;0,00
138.915;-0,76;0,01;0,57;0;0;0;0,95;0,00
138.931;-0,76;0,01;0,57;0;0;0;0,95;0,00
138.959;-0,76;0,01;0,57;0;0;0;0,95;0,00
139.001;-0,76;0,01;0,57;0;0;0;0,95;0,00
139.009;-0,76;0,02;0,57;0;0;0;0,95;0,00
139.061;-0,76;0,02;0,57;0;0;0;0,95;0,00
139.072;-0,76;0,02;0,57;-0,01;0;-0,01;0,95;0,01
139.118;-0,75;0,01;0,57;-0,01;0;-0,01;0,94;0,01
139.141;-0,75;0,01;0,57;0;0;-0,01;0,94;0,01
139.159;-0,76;0,01;0,58;0;0;-0,01;0,96;0,01
139.21;-0,76;0,01;0,58;0;0;-0,01;0,96;0,01
139.212;-0,76;0,01;0,58;-0,01;0;0;0,96;0,01
139.259;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
139.281;-0,76;0,01;0,57;0;0;0;0,95;0,00
139.309;-0,76;0,02;0,57;0;0;0;0,95;0,00
139.351;-0,76;0,02;0,57;0;0;0;0,95;0,00
139.359;-0,76;0,01;0,58;0;0;0;0,96;0,00
139.409;-0,76;0,01;0,57;0;0;0;0,95;0,00
139.429;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
139.459;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
139.491;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
139.509;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
139.559;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
139.562;-0,76;0,01;0,57;0;0;0;0,95;0,00
139.609;-0,76;0,01;0,58;0;0;0;0,96;0,00
139.636;-0,76;0,01;0,58;0;0;0;0,96;0,00
139.659;-0,76;0,01;0,57;0;0;0;0,95;0,00
139.701;-0,76;0,01;0,57;0;0;0;0,95;0,00
139.709;-0,76;0,02;0,57;0;0;0;0,95;0,00
139.759;-0,76;0,01;0,58;0;0;0;0,96;0,00
139.774;-0,76;0,01;0,58;-0,01;0;-0,01;0,96;0,01
139.809;-0,76;0,01;0,58;-0,01;0;-0,01;0,96;0,01
139.848;-0,76;0,01;0,58;-0,01;0;0;0,96;0,01
139.859;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
139.909;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
139.912;-0,76;0,01;0,57;0;0;0;0,95;0,00
139.959;-0,76;0,01;0,57;0;0;0;0,95;0,00
139.981;-0,76;0,01;0,57;0;0;0,01;0,95;0,01
140.009;-0,76;0,01;0,58;0;0;0,01;0,96;0,01
140.055;-0,76;0,01;0,58;-0,01;0;0;0,96;0,01
140.059;-0,76;0,01;0,58;-0,01;0;0;0,96;0,01
140.109;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
140.174;-0,76;0,01;0,57;0;0;0;0,95;0,00
140.174;-0,76;0,01;0,57;0;0;0;0,95;0,00
140.191;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
140.22;-0,76;0,01;0,58;-0,01;0;0;0,96;0,01
140.265;-0,76;0,02;0,57;-0,01;0;0;0,95;0,01
140.269;-0,76;0,02;0,57;-0,01;0;0;0,95;0,01
140.309;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
140.331;-0,76;0,01;0,57;0;0;0;0,95;0,00
140.359;-0,76;0,01;0,57;0;0;0;0,95;0,00
140.401;-0,76;0,01;0,57;0;0;0,01;0,95;0,01
140.409;-0,76;0,01;0,58;0;0;0,01;0,96;0,01
140.459;-0,76;0,01;0,58;0;0;0,01;0,96;0,01
140.474;-0,76;0,01;0,58;0;0;0;0,96;0,00
140.509;-0,76;0,01;0,57;0;0;0;0,95;0,00
140.55;-0,76;0,01;0,57;0;0;0;0,95;0,00
140.559;-0,76;0,01;0,57;0;0;0;0,95;0,00
140.609;-0,76;0,02;0,57;0;0;0;0,95;0,00
140.614;-0,76;0,02;0,57;0;0,01;-0,01;0,95;0,01
140.659;-0,76;0,01;0,58;0;0,01;-0,01;0,96;0,01
140.681;-0,76;0,01;0,58;-0,01;0,01;-0,01;0,96;0,02
140.709;-0,76;0,01;0,58;-0,01;0,01;-0,01;0,96;0,02
140.755;-0,76;0,01;0,58;-0,01;0,01;-0,01;0,96;0,02
140.76;-0,76;0,01;0,58;-0,01;0,01;-0,01;0,96;0,02
140.809;-0,76;0,01;0,58;-0,01;0,01;-0,01;0,96;0,02
140.822;-0,76;0,01;0,58;-0,01;0;0;0,96;0,01
140.866;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
140.891;-0,76;0,01;0,57;0;0;0;0,95;0,00
140.909;-0,76;0,02;0,57;0;0;0;0,95;0,00
140.959;-0,76;0,02;0,58;0;0;0;0,96;0,00
140.962;-0,76;0,02;0,58;0;0;0;0,96;0,00
141.009;-0,76;0,02;0,57;0;0;0;0,95;0,00
141.031;-0,76;0,02;0,57;-0,01;0;-0,01;0,95;0,01
141.059;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
141.101;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
141.109;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
141.159;-0,76;0,01;0,58;-0,01;0;0;0,96;0,01
141.173;-0,76;0,01;0,58;-0,01;0;0;0,96;0,01
141.209;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
141.246;-0,76;0,01;0,57;0;0;0,01;0,95;0,01
141.259;-0,76;0,01;0,58;0;0;0,01;0,96;0,01
141.309;-0,76;0,01;0,57;0;0;0,01;0,95;0,01
141.312;-0,76;0,01;0,57;0;0;0;0,95;0,00
141.359;-0,76;0,01;0,57;0;0;0;0,95;0,00
141.381;-0,76;0,01;0,57;0;0;0;0,95;0,00
141.409;-0,76;0,02;0,57;0;0;0;0,95;0,00
141.454;-0,76;0,02;0,57;0;0;0;0,95;0,00
141.459;-0,76;0,01;0,57;0;0;0;0,95;0,00
141.509;-0,76;0,01;0,58;0;0;0;0,96;0,00
141.524;-0,76;0,01;0,58;-0,01;0;0;0,96;0,01
141.565;-0,76;0,01;0,58;-0,01;0;0;0,96;0,01
141.591;-0,76;0,01;0,58;0;0;0;0,96;0,00
141.609;-0,76;0,01;0,57;0;0;0;0,95;0,00
141.66;-0,76;0,01;0,57;0;0;0;0,95;0,00
141.662;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
141.709;-0,76;0,01;0,58;-0,01;0;0;0,96;0,01
141.732;-0,76;0,01;0,58;0;0;0;0,96;0,00
141.759;-0,76;0,01;0,57;0;0;0;0,95;0,00
141.801;-0,76;0,01;0,57;0;0;0;0,95;0,00
141.809;-0,76;0,01;0,57;0;0;0;0,95;0,00
141.859;-0,76;0,02;0,58;0;0;0;0,96;0,00
141.874;-0,76;0,02;0,58;0;0;0;0,96;0,00
141.909;-0,76;0,01;0,57;0;0;0;0,95;0,00
141.953;-0,76;0,01;0,57;0;0,01;-0,01;0,95;0,01
141.96;-0,77;0,02;0,57;0;0,01;-0,01;0,96;0,01
142.009;-0,76;0,01;0,57;0;0,01;-0,01;0,95;0,01
142.013;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
142.059;-0,76;0,01;0,58;-0,01;0;-0,01;0,96;0,01
142.081;-0,76;0,01;0,58;0;0;-0,01;0,96;0,01
142.109;-0,76;0,02;0,58;0;0;-0,01;0,96;0,01
142.16;-0,76;0,01;0,57;0;0;-0,01;0,95;0,01
142.162;-0,76;0,01;0,57;0;0;0;0,95;0,00
142.209;-0,76;0,01;0,57;0;0;0;0,95;0,00
142.231;-0,76;0,01;0,57;0;0;0,01;0,95;0,01
142.259;-0,76;0,01;0,57;0;0;0,01;0,95;0,01
142.301;-0,76;0,01;0,57;0;0;0;0,95;0,00
142.309;-0,76;0,01;0,57;0;0;0;0,95;0,00
142.359;-0,76;0,02;0,58;0;0;0;0,96;0,00
142.375;-0,76;0,02;0,58;0;0;0;0,96;0,00
142.409;-0,76;0,01;0,57;0;0;0;0,95;0,00
142.451;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
142.459;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
142.509;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
142.512;-0,76;0,01;0,57;0;0;0;0,95;0,00
142.559;-0,76;0,01;0,58;0;0;0;0,96;0,00
142.581;-0,76;0,01;0,58;-0,01;0;0;0,96;0,01
142.609;-0,76;0,01;0,58;-0,01;0;0;0,96;0,01
142.659;-0,76;0,01;0,58;0;0,01;0;0,96;0,01
142.66;-0,77;0,01;0,57;0;0,01;0;0,96;0,01
142.709;-0,76;0,02;0,57;0;0,01;0;0,95;0,01
142.731;-0,76;0,02;0,57;0;0,01;0;0,95;0,01
142.77;-0,76;0,02;0,58;0;0,01;0;0,96;0,01
142.801;-0,76;0,02;0,58;-0,01;0;-0,01;0,96;0,01
142.809;-0,76;0,01;0,58;-0,01;0;-0,01;0,96;0,01
142.859;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
142.874;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
142.909;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
142.942;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
142.967;-0,76;0,01;0,58;-0,01;0;-0,01;0,96;0,01
143.01;-0,76;0,01;0,58;-0,01;0;-0,01;0,96;0,01
143.012;-0,76;0,01;0,58;-0,01;0;0;0,96;0,01
143.061;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
143.088;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
143.109;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
143.151;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
143.162;-0,76;0,01;0,58;-0,01;0;0;0,96;0,01
143.209;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
143.222;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
143.272;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
143.292;-0,76;0,01;0,57;0;0;0;0,95;0,00
143.309;-0,76;0,01;0,57;0;0;0;0,95;0,00
143.37;-0,76;0,02;0,58;0;0;0;0,96;0,00
143.378;-0,76;0,02;0,58;0;0;0;0,96;0,00
143.409;-0,76;0,01;0,58;0;0;0;0,96;0,00
143.431;-0,76;0,01;0,58;-0,01;0;0;0,96;0,01
143.468;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
143.501;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
143.509;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
143.559;-0,76;0,01;0,58;-0,01;0;0;0,96;0,01
143.58;-0,76;0,01;0,58;0;0;0;0,96;0,00
143.609;-0,76;0,01;0,57;0;0;0;0,95;0,00
143.652;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
143.659;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
143.709;-0,76;0,01;0,58;-0,01;0;0;0,96;0,01
143.723;-0,76;0,01;0,58;0;0;0;0,96;0,00
143.759;-0,76;0,01;0,57;0;0;0;0,95;0,00
143.791;-0,76;0,01;0,57;0;0;0;0,95;0,00
143.809;-0,76;0,01;0,57;0;0;0;0,95;0,00
143.86;-0,76;0,01;0,57;0;0;0;0,95;0,00
143.863;-0,76;0,01;0,57;0;0;0;0,95;0,00
143.909;-0,76;0,01;0,57;0;0;0;0,95;0,00
143.931;-0,76;0,01;0,57;0;0;0;0,95;0,00
143.959;-0,76;0,02;0,57;0;0;0;0,95;0,00
144.005;-0,76;0,02;0,57;0;0;0;0,95;0,00
144.01;-0,76;0,01;0,58;0;0;0;0,96;0,00
144.059;-0,76;0,02;0,58;0;0;0;0,96;0,00
144.072;-0,76;0,02;0,58;-0,01;0;-0,01;0,96;0,01
144.109;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
144.141;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
144.159;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
144.21;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
144.212;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
144.259;-0,76;0,01;0,58;-0,01;0;-0,01;0,96;0,01
144.281;-0,76;0,01;0,58;0;0,01;-0,01;0,96;0,01
144.31;-0,76;0,01;0,57;0;0,01;-0,01;0,95;0,01
144.351;-0,76;0,01;0,57;0,01;0,01;0;0,95;0,01
144.359;-0,77;0,01;0,57;0,01;0,01;0;0,96;0,01
144.409;-0,77;0,01;0,57;0,01;0,01;0;0,96;0,01
144.423;-0,77;0,01;0,57;0,03;0,03;-0,03;0,96;0,05
144.459;-0,76;0,03;0,56;0,03;0,03;-0,03;0,94;0,05
144.5;-0,76;0,03;0,56;0,01;0,01;-0,02;0,94;0,02
144.509;-0,78;0,01;0,57;0,01;0,01;-0,02;0,97;0,02
144.559;-0,75;-0,01;0,58;0,01;0,01;-0,02;0,95;0,02
144.562;-0,75;-0,01;0,58;-0,01;0;-0,02;0,95;0,02
144.609;-0,75;0,02;0,59;-0,01;0;-0,02;0,95;0,02
144.631;-0,75;0,02;0,59;-0,03;-0,01;0;0,95;0,03
144.659;-0,73;-0,01;0,58;-0,03;-0,01;0;0,93;0,03
144.705;-0,73;-0,01;0,58;-0,03;-0,01;0,01;0,93;0,03
144.709;-0,78;0,01;0,58;-0,03;-0,01;0,01;0,97;0,03
144.759;-0,79;0,02;0,57;-0,03;-0,01;0,01;0,97;0,03
144.772;-0,79;0,02;0,57;-0,03;-0,01;0,04;0,97;0,05
144.809;-0,76;-0,02;0,55;-0,03;-0,01;0,04;0,94;0,05
144.841;-0,76;-0,02;0,55;0,03;0,01;0;0,94;0,03
144.859;-0,77;0,02;0,56;0,03;0,01;0;0,95;0,03
144.909;-0,74;0,01;0,59;0,03;0,01;0;0,95;0,03
144.912;-0,74;0,01;0,59;0,03;-0,01;0,03;0,95;0,04
144.959;-0,74;0,01;0,59;0,03;-0,01;0,03;0,95;0,04
144.981;-0,74;0,01;0,59;-0,01;0;0,01;0,95;0,01
145.009;-0,77;0,02;0,57;-0,01;0;0,01;0,96;0,01
145.051;-0,77;0,02;0,57;-0,02;0;0,01;0,96;0,02
145.059;-0,76;0,01;0,56;-0,02;0;0,01;0,94;0,02
145.109;-0,76;0,01;0,57;-0,02;0;0,01;0,95;0,02
145.127;-0,76;0,01;0,57;0;0;-0,01;0,95;0,01
145.159;-0,75;0,01;0,58;0;0;-0,01;0,95;0,01
145.202;-0,75;0,01;0,58;0;0;0,01;0,95;0,01
145.209;-0,75;0,01;0,58;0;0;0,01;0,95;0,01
145.259;-0,76;0,01;0,57;0;0;0,01;0,95;0,01
145.263;-0,76;0,01;0,57;-0,01;0;0,01;0,95;0,01
145.315;-0,76;0,02;0,57;-0,01;0;0,01;0,95;0,01
145.331;-0,76;0,02;0,57;-0,01;0;0;0,95;0,01
145.359;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
145.401;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
145.409;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
145.459;-0,76;0,01;0,57;-0,01;0;-0,01;0,95;0,01
145.473;-0,76;0,01;0,57;-0,01;0;0;0,95;0,01
145.521;-0,76;0,01;0,58;-0,01;0;0;0,96;0,01
145.542;-0,76;0,01;0,58;0,01;0;0;0,96;0,01
145.559;-0,76;0,01;0,57;0,01;0;0;0,95;0,01
145.61;-0,76;0,01;0,57;0,01;0;0;0,95;0,01
145.612;-0,76;0,01;0,57;0,01;0;0;0,95;0,01
145.659;-0,76;0,02;0,57;0,01;0;0;0,95;0,01
145.682;-0,76;0,02;0,57;0,01;0;0;0,95;0,01
145.71;-0,76;0,01;0,57;0,01;0;0;0,95;0,01
145.751;-0,76;0,01;0,57;0;0;-0,01;0,95;0,01
145.759;-0,76;0,02;0,57;0;0;-0,01;0,95;0,01
145.809;-0,76;0,01;0,57;0;0;-0,01;0,95;0,01
