time;x;y;z;gx;gy;gz;result_acel;result_gir
0.008;-0,75;-0,05;0,58;-0,01;0;-0,01;0,95;0,01
0.009;-0,74;-0,07;0,57;-0,01;0;-0,01;0,94;0,01
0.01;-0,74;-0,07;0,57;0;0;-0,01;0,94;0,01
0.059;-0,75;-0,07;0,57;0;0;-0,01;0,94;0,01
0.075;-0,75;-0,07;0,57;0,01;0;0,01;0,94;0,01
0.103;-0,75;-0,05;0,58;0,01;0;0,01;0,95;0,01
0.149;-0,75;-0,05;0,58;0,02;0;0,01;0,95;0,02
0.151;-0,74;-0,06;0,57;0,02;0;0,01;0,94;0,02
0.199;-0,75;-0,05;0,58;0,02;0;0,01;0,95;0,02
0.211;-0,75;-0,05;0,58;0,01;0;0,01;0,95;0,01
0.259;-0,74;-0,04;0,58;0,01;0;0,01;0,94;0,01
0.283;-0,74;-0,04;0,58;0;0;0,01;0,94;0,01
0.299;-0,74;-0,05;0,58;0;0;0,01;0,94;0,01
0.36;-0,75;-0,04;0,57;0;0;0,01;0,94;0,01
0.361;-0,75;-0,04;0,57;0;0;0,01;0,94;0,01
0.399;-0,75;-0,05;0,57;0;0;0,01;0,94;0,01
0.421;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
0.461;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
0.491;-0,75;-0,05;0,57;-0,01;0;-0,02;0,94;0,02
0.499;-0,75;-0,05;0,58;-0,01;0;-0,02;0,95;0,02
0.573;-0,74;-0,06;0,58;-0,01;0;-0,02;0,94;0,02
0.575;-0,74;-0,06;0,58;-0,01;0;-0,01;0,94;0,01
0.599;-0,75;-0,06;0,58;-0,01;0;-0,01;0,95;0,01
0.641;-0,75;-0,06;0,58;-0,01;0;-0,01;0,95;0,01
0.656;-0,75;-0,05;0,57;-0,01;0;-0,01;0,94;0,01
0.699;-0,75;-0,06;0,58;-0,01;0;-0,01;0,95;0,01
0.711;-0,75;-0,06;0,58;0;0;0;0,95;0,00
0.759;-0,75;-0,06;0,58;0;0;0;0,95;0,00
0.781;-0,75;-0,06;0,58;0,01;0;0,01;0,95;0,01
0.799;-0,75;-0,05;0,58;0,01;0;0,01;0,95;0,01
0.857;-0,75;-0,05;0,57;0,01;0;0,01;0,94;0,01
0.858;-0,75;-0,05;0,57;0,01;0;0,01;0,94;0,01
0.899;-0,75;-0,05;0,57;0,01;0;0,01;0,94;0,01
0.921;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
0.961;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
0.991;-0,75;-0,05;0,57;-0,01;0;-0,01;0,94;0,01
1.0;-0,75;-0,05;0,58;-0,01;0;-0,01;0,95;0,01
1.057;-0,75;-0,05;0,58;-0,01;0;-0,01;0,95;0,01
1.072;-0,75;-0,05;0,58;-0,01;0;-0,01;0,95;0,01
1.099;-0,75;-0,05;0,58;-0,01;0;-0,01;0,95;0,01
1.131;-0,75;-0,05;0,58;0;0;0;0,95;0,00
1.149;-0,75;-0,05;0,57;0;0;0;0,94;0,00
1.2;-0,74;-0,05;0,57;0;0;0;0,94;0,00
1.202;-0,74;-0,05;0,57;0;0;0;0,94;0,00
1.261;-0,74;-0,05;0,57;0;0;0;0,94;0,00
1.271;-0,74;-0,05;0,57;-0,01;0;0;0,94;0,01
1.299;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
1.341;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
1.35;-0,76;-0,05;0,57;-0,01;0;0;0,95;0,01
1.399;-0,74;-0,06;0,58;-0,01;0;0;0,94;0,01
1.411;-0,74;-0,06;0,58;-0,01;0;0;0,94;0,01
1.462;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
1.483;-0,75;-0,05;0,57;0;0;0;0,94;0,00
1.499;-0,75;-0,05;0,57;0;0;0;0,94;0,00
1.549;-0,74;-0,06;0,57;0;0;0;0,94;0,00
1.552;-0,74;-0,06;0,57;0;0;-0,01;0,94;0,01
1.599;-0,75;-0,05;0,58;0;0;-0,01;0,95;0,01
1.622;-0,75;-0,05;0,58;0;0;-0,01;0,95;0,01
1.649;-0,75;-0,06;0,57;0;0;-0,01;0,94;0,01
1.691;-0,75;-0,06;0,57;0;0;-0,01;0,94;0,01
1.699;-0,74;-0,06;0,57;0;0;-0,01;0,94;0,01
1.749;-0,75;-0,05;0,58;0;0;-0,01;0,95;0,01
1.761;-0,75;-0,05;0,58;0;0;0;0,95;0,00
1.799;-0,75;-0,06;0,57;0;0;0;0,94;0,00
1.839;-0,75;-0,06;0,57;0;0;0;0,94;0,00
1.853;-0,75;-0,05;0,57;0;0;0;0,94;0,00
1.906;-0,75;-0,05;0,58;0;0;0;0,95;0,00
1.911;-0,75;-0,05;0,58;0;0;0;0,95;0,00
1.949;-0,76;-0,04;0,58;0;0;0;0,96;0,00
1.991;-0,76;-0,04;0,58;-0,01;0;0;0,96;0,01
2.0;-0,74;-0,05;0,58;-0,01;0;0;0,94;0,01
2.049;-0,75;-0,05;0,58;-0,01;0;0;0,95;0,01
2.052;-0,75;-0,05;0,58;-0,01;0;0;0,95;0,01
2.1;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
2.121;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
2.149;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
2.194;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
2.208;-0,73;-0,05;0,57;-0,01;0;0;0,93;0,01
2.249;-0,76;-0,05;0,58;-0,01;0;0;0,96;0,01
2.261;-0,76;-0,05;0,58;-0,01;0;0;0,96;0,01
2.303;-0,74;-0,05;0,58;-0,01;0;0;0,94;0,01
2.331;-0,74;-0,05;0,58;-0,01;-0,01;0,01;0,94;0,02
2.349;-0,75;-0,05;0,57;-0,01;-0,01;0,01;0,94;0,02
2.4;-0,74;-0,06;0,58;-0,01;-0,01;0,01;0,94;0,02
2.403;-0,74;-0,06;0,58;0;0;0;0,94;0,00
2.449;-0,75;-0,05;0,57;0;0;0;0,94;0,00
2.471;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
2.499;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
2.541;-0,75;-0,05;0,57;0;0;-0,01;0,94;0,01
2.549;-0,75;-0,06;0,58;0;0;-0,01;0,95;0,01
2.599;-0,74;-0,04;0,58;0;0;-0,01;0,94;0,01
2.611;-0,74;-0,04;0,58;0;0,01;0;0,94;0,01
2.649;-0,74;-0,05;0,58;0;0,01;0;0,94;0,01
2.689;-0,74;-0,05;0,58;-0,01;0;0,01;0,94;0,01
2.703;-0,74;-0,06;0,58;-0,01;0;0,01;0,94;0,01
2.749;-0,76;-0,05;0,58;-0,01;0;0,01;0,96;0,01
2.754;-0,76;-0,05;0,58;-0,01;0,01;0;0,96;0,01
2.808;-0,75;-0,05;0,57;-0,01;0,01;0;0,94;0,01
2.821;-0,75;-0,05;0,57;-0,01;0,01;-0,01;0,94;0,02
2.849;-0,75;-0,05;0,56;-0,01;0,01;-0,01;0,94;0,02
2.908;-0,75;-0,05;0,56;-0,01;-0,01;0;0,94;0,01
2.909;-0,74;-0,06;0,58;-0,01;-0,01;0;0,94;0,01
2.949;-0,74;-0,05;0,59;-0,01;-0,01;0;0,95;0,01
2.961;-0,74;-0,05;0,59;0;0,01;-0,01;0,95;0,01
3.0;-0,75;-0,05;0,57;0;0,01;-0,01;0,94;0,01
3.033;-0,75;-0,05;0,57;-0,01;0;0,01;0,94;0,01
3.049;-0,76;-0,06;0,56;-0,01;0;0,01;0,95;0,01
3.1;-0,75;-0,04;0,58;-0,01;0;0,01;0,95;0,01
3.103;-0,75;-0,04;0,58;0,01;0;-0,01;0,95;0,01
3.149;-0,74;-0,04;0,58;0,01;0;-0,01;0,94;0,01
3.171;-0,74;-0,04;0,58;0;0;0;0,94;0,00
3.199;-0,74;-0,05;0,58;0;0;0;0,94;0,00
3.241;-0,74;-0,05;0,58;-0,01;0;0;0,94;0,01
3.249;-0,74;-0,04;0,58;-0,01;0;0;0,94;0,01
3.299;-0,76;-0,05;0,56;-0,01;0;0;0,95;0,01
3.311;-0,76;-0,05;0,56;-0,01;0;0;0,95;0,01
3.349;-0,75;-0,06;0,58;-0,01;0;0;0,95;0,01
3.382;-0,75;-0,06;0,58;0;0;0;0,95;0,00
3.408;-0,75;-0,04;0,59;0;0;0;0,96;0,00
3.449;-0,74;-0,06;0,57;0;0;0;0,94;0,00
3.452;-0,74;-0,06;0,57;-0,01;0;0,01;0,94;0,01
3.507;-0,76;-0,05;0,57;-0,01;0;0,01;0,95;0,01
3.521;-0,76;-0,05;0,57;0;0;0;0,95;0,00
3.549;-0,74;-0,06;0,57;0;0;0;0,94;0,00
3.591;-0,74;-0,06;0,57;0;0;-0,01;0,94;0,01
3.612;-0,75;-0,05;0,57;0;0;-0,01;0,94;0,01
3.649;-0,74;-0,05;0,58;0;0;-0,01;0,94;0,01
3.661;-0,74;-0,05;0,58;0;0;0;0,94;0,00
3.711;-0,75;-0,05;0,58;0;0;0;0,95;0,00
3.732;-0,75;-0,05;0,58;-0,01;0;0;0,95;0,01
3.749;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
3.807;-0,75;-0,06;0,57;-0,01;0;0;0,94;0,01
3.809;-0,75;-0,06;0,57;0;0;0;0,94;0,00
3.849;-0,75;-0,05;0,58;0;0;0;0,95;0,00
3.871;-0,75;-0,05;0,58;0;0;0;0,95;0,00
3.909;-0,75;-0,05;0,57;0;0;0;0,94;0,00
3.941;-0,75;-0,05;0,57;0;0;0;0,94;0,00
3.949;-0,75;-0,05;0,58;0;0;0;0,95;0,00
4.013;-0,75;-0,05;0,57;0;0;0;0,94;0,00
4.015;-0,75;-0,05;0,57;0;0;0;0,94;0,00
4.049;-0,75;-0,05;0,57;0;0;0;0,94;0,00
4.081;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
4.101;-0,75;-0,05;0,58;-0,01;0;0;0,95;0,01
4.149;-0,75;-0,06;0,57;-0,01;0;0;0,94;0,01
4.152;-0,75;-0,06;0,57;-0,01;0;0;0,94;0,01
4.209;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
4.222;-0,75;-0,05;0,57;0;0;0;0,94;0,00
4.249;-0,75;-0,05;0,58;0;0;0;0,95;0,00
4.292;-0,75;-0,05;0,58;0;0;0;0,95;0,00
4.314;-0,74;-0,06;0,58;0;0;0;0,94;0,00
4.349;-0,75;-0,05;0,57;0;0;0;0,94;0,00
4.361;-0,75;-0,05;0,57;0;0;0;0,94;0,00
4.408;-0,74;-0,05;0,57;0;0;0;0,94;0,00
4.435;-0,74;-0,05;0,57;-0,01;0;0;0,94;0,01
4.451;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
4.508;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
4.509;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
4.549;-0,75;-0,06;0,57;-0,01;0;0;0,94;0,01
4.571;-0,75;-0,06;0,57;0;0;0;0,94;0,00
4.599;-0,75;-0,05;0,57;0;0;0;0,94;0,00
4.643;-0,75;-0,05;0,57;0;0;0;0,94;0,00
4.649;-0,75;-0,05;0,58;0;0;0;0,95;0,00
4.699;-0,74;-0,05;0,58;0;0;0;0,94;0,00
4.711;-0,74;-0,05;0,58;0;0;0;0,94;0,00
4.749;-0,74;-0,05;0,58;0;0;0;0,94;0,00
4.783;-0,74;-0,05;0,58;0;0;0;0,94;0,00
4.8;-0,75;-0,05;0,57;0;0;0;0,94;0,00
4.849;-0,74;-0,05;0,57;0;0;0;0,94;0,00
4.852;-0,74;-0,05;0,57;-0,01;0;0;0,94;0,01
4.899;-0,75;-0,05;0,58;-0,01;0;0;0,95;0,01
4.921;-0,75;-0,05;0,58;0;0;0;0,95;0,00
4.95;-0,75;-0,05;0,58;0;0;0;0,95;0,00
4.991;-0,75;-0,05;0,58;0;0;0;0,95;0,00
4.999;-0,75;-0,05;0,57;0;0;0;0,94;0,00
5.051;-0,75;-0,05;0,57;0;0;0;0,94;0,00
5.061;-0,75;-0,05;0,57;0;0;0;0,94;0,00
5.099;-0,75;-0,05;0,57;0;0;0;0,94;0,00
5.148;-0,75;-0,05;0,57;0;0;0;0,94;0,00
5.155;-0,75;-0,05;0,58;0;0;0;0,95;0,00
5.199;-0,75;-0,05;0,57;0;0;0;0,94;0,00
5.202;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
5.25;-0,74;-0,05;0,57;-0,01;0;0;0,94;0,01
5.271;-0,74;-0,05;0,57;-0,01;0;0;0,94;0,01
5.299;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
5.351;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
5.353;-0,75;-0,06;0,57;-0,01;0;0;0,94;0,01
5.399;-0,74;-0,05;0,58;-0,01;0;0;0,94;0,01
5.411;-0,74;-0,05;0,58;0;0;0;0,94;0,00
5.451;-0,76;-0,04;0,58;0;0;0;0,96;0,00
5.481;-0,76;-0,04;0,58;-0,01;0;0;0,96;0,01
5.499;-0,74;-0,06;0,57;-0,01;0;0;0,94;0,01
5.556;-0,76;-0,05;0,57;-0,01;0;0;0,95;0,01
5.558;-0,76;-0,05;0,57;0;0;0;0,95;0,00
5.599;-0,74;-0,06;0,57;0;0;0;0,94;0,00
5.621;-0,74;-0,06;0,57;0;0;-0,01;0,94;0,01
5.651;-0,75;-0,05;0,58;0;0;-0,01;0,95;0,01
5.691;-0,75;-0,05;0,58;-0,01;0;0;0,95;0,01
5.7;-0,75;-0,05;0,58;-0,01;0;0;0,95;0,01
5.752;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
5.761;-0,75;-0,05;0,57;0;0;0;0,94;0,00
5.818;-0,75;-0,06;0,57;0;0;0;0,94;0,00
5.84;-0,75;-0,06;0,57;0;0;0;0,94;0,00
5.85;-0,75;-0,05;0,57;0;0;0;0,94;0,00
5.899;-0,75;-0,05;0,58;0;0;0;0,95;0,00
5.902;-0,75;-0,05;0,58;0;0;0;0,95;0,00
5.949;-0,75;-0,05;0,57;0;0;0;0,94;0,00
5.971;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
5.999;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
6.046;-0,75;-0,05;0,57;0;0;0;0,94;0,00
6.049;-0,75;-0,05;0,57;0;0;0;0,94;0,00
6.099;-0,75;-0,05;0,58;0;0;0;0,95;0,00
6.111;-0,75;-0,05;0,58;0;0;0;0,95;0,00
6.153;-0,74;-0,05;0,58;0;0;0;0,94;0,00
6.181;-0,74;-0,05;0,58;0;0;0;0,94;0,00
6.2;-0,75;-0,05;0,57;0;0;0;0,94;0,00
6.255;-0,75;-0,05;0,57;0;0;0;0,94;0,00
6.256;-0,75;-0,05;0,57;0;0;0;0,94;0,00
6.299;-0,74;-0,05;0,57;0;0;0;0,94;0,00
6.321;-0,74;-0,05;0,57;-0,01;0;0;0,94;0,01
6.357;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
6.391;-0,75;-0,05;0,57;0;0;0;0,94;0,00
6.399;-0,74;-0,05;0,58;0;0;0;0,94;0,00
6.454;-0,75;-0,05;0,57;0;0;0;0,94;0,00
6.461;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
6.499;-0,75;-0,06;0,57;-0,01;0;0;0,94;0,01
6.542;-0,75;-0,06;0,57;0;0;0;0,94;0,00
6.552;-0,75;-0,05;0,57;0;0;0;0,94;0,00
6.599;-0,75;-0,05;0,57;0;0;0;0,94;0,00
6.603;-0,75;-0,05;0,57;0;0;0;0,94;0,00
6.649;-0,75;-0,05;0,57;0;0;0;0,94;0,00
6.671;-0,75;-0,05;0,57;0;0;0;0,94;0,00
6.699;-0,75;-0,05;0,57;0;0;0;0,94;0,00
6.746;-0,75;-0,05;0,57;0;0;0;0,94;0,00
6.751;-0,75;-0,05;0,58;0;0;0;0,95;0,00
6.799;-0,74;-0,05;0,58;0;0;0;0,94;0,00
6.811;-0,74;-0,05;0,58;-0,01;0;0;0,94;0,01
6.852;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
6.883;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
6.899;-0,75;-0,06;0,57;-0,01;0;0;0,94;0,01
6.95;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
6.954;-0,75;-0,05;0,57;0;0;0;0,94;0,00
6.999;-0,75;-0,06;0,58;0;0;0;0,95;0,00
7.021;-0,75;-0,06;0,58;-0,01;0;0;0,95;0,01
7.049;-0,75;-0,05;0,58;-0,01;0;0;0,95;0,01
7.091;-0,75;-0,05;0,58;-0,01;0;0;0,95;0,01
7.099;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
7.149;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
7.161;-0,75;-0,05;0,57;0;0;0;0,94;0,00
7.199;-0,75;-0,05;0,57;0;0;0;0,94;0,00
7.239;-0,75;-0,05;0,57;0;0;0;0,94;0,00
7.25;-0,75;-0,05;0,58;0;0;0;0,95;0,00
7.299;-0,75;-0,05;0,57;0;0;0;0,94;0,00
7.302;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
7.35;-0,74;-0,05;0,57;-0,01;0;0;0,94;0,01
7.371;-0,74;-0,05;0,57;0;0;0;0,94;0,00
7.399;-0,75;-0,05;0,58;0;0;0;0,95;0,00
7.449;-0,75;-0,05;0,58;-0,01;0;0;0,95;0,01
7.456;-0,75;-0,06;0,57;-0,01;0;0;0,94;0,01
7.499;-0,75;-0,06;0,57;-0,01;0;0;0,94;0,01
7.511;-0,75;-0,06;0,57;0;0;0;0,94;0,00
7.554;-0,75;-0,05;0,57;0;0;0;0,94;0,00
7.581;-0,75;-0,05;0,57;0;0;0;0,94;0,00
7.6;-0,75;-0,05;0,57;0;0;0;0,94;0,00
7.651;-0,74;-0,05;0,58;0;0;0;0,94;0,00
7.659;-0,74;-0,05;0,58;-0,01;0;0;0,94;0,01
7.699;-0,74;-0,05;0,58;-0,01;0;0;0,94;0,01
7.721;-0,74;-0,05;0,58;-0,01;0;0;0,94;0,01
7.751;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
7.791;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
7.799;-0,75;-0,06;0,57;-0,01;0;0;0,94;0,01
7.849;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
7.861;-0,75;-0,05;0,57;0;0;0;0,94;0,00
7.899;-0,74;-0,05;0,58;0;0;0;0,94;0,00
7.946;-0,74;-0,05;0,58;0;0;0;0,94;0,00
7.952;-0,74;-0,05;0,58;0;0;0;0,94;0,00
7.999;-0,75;-0,05;0,57;0;0;0;0,94;0,00
8.003;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
8.049;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
8.071;-0,75;-0,05;0,57;0;0;0;0,94;0,00
8.099;-0,75;-0,05;0,58;0;0;0;0,95;0,00
8.149;-0,75;-0,05;0,58;-0,01;0;0;0,95;0,01
8.155;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
8.199;-0,74;-0,05;0,57;-0,01;0;0;0,94;0,01
8.211;-0,74;-0,05;0,57;0;0;0;0,94;0,00
8.249;-0,75;-0,05;0,57;0;0;0;0,94;0,00
8.281;-0,75;-0,05;0,57;0;0;0;0,94;0,00
8.3;-0,75;-0,05;0,57;0;0;0;0,94;0,00
8.352;-0,75;-0,05;0,58;0;0;0;0,95;0,00
8.353;-0,75;-0,05;0,58;0;0;0;0,95;0,00
8.399;-0,75;-0,05;0,57;0;0;0;0,94;0,00
8.421;-0,75;-0,05;0,57;0;0;0;0,94;0,00
8.449;-0,75;-0,05;0,57;0;0;0;0,94;0,00
8.491;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
8.499;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
8.549;-0,75;-0,05;0,58;-0,01;0;0;0,95;0,01
8.561;-0,75;-0,05;0,58;0;0;0;0,95;0,00
8.599;-0,75;-0,05;0,57;0;0;0;0,94;0,00
8.645;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
8.649;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
8.699;-0,74;-0,05;0,58;-0,01;0;0;0,94;0,01
8.781;-0,74;-0,05;0,58;0;0;0;0,94;0,00
8.782;-0,75;-0,06;0,58;0;0;0;0,95;0,00
8.782;-0,75;-0,06;0,58;0;0;0;0,95;0,00
8.827;-0,75;-0,05;0,57;0;0;0;0,94;0,00
8.841;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
8.849;-0,75;-0,06;0,57;-0,01;0;0;0,94;0,01
8.899;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
8.911;-0,75;-0,05;0,57;0;0;-0,01;0,94;0,01
8.96;-0,74;-0,06;0,57;0;0;-0,01;0,94;0,01
8.981;-0,74;-0,06;0,57;-0,01;0;0;0,94;0,01
8.999;-0,74;-0,05;0,58;-0,01;0;0;0,94;0,01
9.059;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
9.061;-0,75;-0,05;0,57;0;0;0;0,94;0,00
9.099;-0,75;-0,06;0,57;0;0;0;0,94;0,00
9.121;-0,75;-0,06;0,57;0;0;0;0,94;0,00
9.156;-0,75;-0,05;0,57;0;0;0;0,94;0,00
9.191;-0,75;-0,05;0,57;0;0;0;0,94;0,00
9.199;-0,74;-0,05;0,58;0;0;0;0,94;0,00
9.26;-0,75;-0,05;0,57;0;0;0;0,94;0,00
9.263;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
9.299;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
9.331;-0,75;-0,05;0,57;0;0;-0,01;0,94;0,01
9.358;-0,75;-0,06;0,57;0;0;-0,01;0,94;0,01
9.4;-0,74;-0,06;0,58;0;0;-0,01;0,94;0,01
9.402;-0,74;-0,06;0,58;0;0;0;0,94;0,00
9.463;-0,74;-0,05;0,58;0;0;0;0,94;0,00
9.472;-0,74;-0,05;0,58;0;0;0;0,94;0,00
9.499;-0,75;-0,05;0,58;0;0;0;0,95;0,00
9.541;-0,75;-0,05;0,58;0;0;0;0,95;0,00
9.559;-0,75;-0,05;0,57;0;0;0;0,94;0,00
9.599;-0,74;-0,06;0,57;0;0;0;0,94;0,00
9.611;-0,74;-0,06;0,57;0;0;0;0,94;0,00
9.657;-0,74;-0,05;0,58;0;0;0;0,94;0,00
9.681;-0,74;-0,05;0,58;-0,01;0;0;0,94;0,01
9.7;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
9.757;-0,75;-0,06;0,57;-0,01;0;0;0,94;0,01
9.759;-0,75;-0,06;0,57;0;0;0;0,94;0,00
9.799;-0,75;-0,05;0,57;0;0;0;0,94;0,00
9.824;-0,75;-0,05;0,57;0;0;0;0,94;0,00
9.861;-0,75;-0,05;0,58;0;0;0;0,95;0,00
9.891;-0,75;-0,05;0,58;0;0;0;0,95;0,00
9.9;-0,74;-0,05;0,58;0;0;0;0,94;0,00
9.957;-0,75;-0,05;0,57;0;0;0;0,94;0,00
9.962;-0,75;-0,05;0,57;0;0;0;0,94;0,00
9.999;-0,75;-0,06;0,57;0;0;0;0,94;0,00
10.032;-0,75;-0,06;0,57;0;0;0;0,94;0,00
10.05;-0,75;-0,05;0,57;0;0;0;0,94;0,00
10.099;-0,74;-0,05;0,58;0;0;0;0,94;0,00
10.102;-0,74;-0,05;0,58;0;0;0;0,94;0,00
10.16;-0,74;-0,06;0,57;0;0;0;0,94;0,00
10.171;-0,74;-0,06;0,57;0;0;0;0,94;0,00
10.199;-0,75;-0,05;0,57;0;0;0;0,94;0,00
10.242;-0,75;-0,05;0,57;0;0;0;0,94;0,00
10.265;-0,75;-0,05;0,57;0;0;0;0,94;0,00
10.299;-0,75;-0,06;0,57;0;0;0;0,94;0,00
10.311;-0,75;-0,06;0,57;0;0;0;0,94;0,00
10.361;-0,74;-0,05;0,58;0;0;0;0,94;0,00
10.382;-0,74;-0,05;0,58;0;0;0;0,94;0,00
10.399;-0,75;-0,05;0,58;0;0;0;0,95;0,00
10.459;-0,75;-0,05;0,57;0;0;0;0,94;0,00
10.462;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
10.499;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
10.521;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
10.561;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
10.591;-0,75;-0,05;0,57;0;0;0;0,94;0,00
10.599;-0,74;-0,05;0,57;0;0;0;0,94;0,00
10.656;-0,75;-0,05;0,58;0;0;0;0,95;0,00
10.669;-0,75;-0,05;0,58;-0,01;0;0;0,95;0,01
10.699;-0,75;-0,06;0,57;-0,01;0;0;0,94;0,01
10.732;-0,75;-0,06;0,57;0;0;0;0,94;0,00
10.751;-0,75;-0,05;0,57;0;0;0;0,94;0,00
10.805;-0,75;-0,05;0,57;0;0;0;0,94;0,00
10.809;-0,75;-0,05;0,57;0;0;0;0,94;0,00
10.866;-0,74;-0,05;0,58;0;0;0;0,94;0,00
10.871;-0,74;-0,05;0,58;-0,01;0;0;0,94;0,01
10.899;-0,75;-0,05;0,58;-0,01;0;0;0,95;0,01
10.941;-0,75;-0,05;0,58;0;0;0;0,95;0,00
10.964;-0,75;-0,05;0,57;0;0;0;0,94;0,00
10.999;-0,75;-0,05;0,57;0;0;0;0,94;0,00
11.011;-0,75;-0,05;0,57;0;0;0;0,94;0,00
11.061;-0,74;-0,06;0,57;0;0;0;0,94;0,00
11.082;-0,74;-0,06;0,57;0;0;0;0,94;0,00
11.102;-0,75;-0,05;0,57;0;0;0;0,94;0,00
11.155;-0,75;-0,05;0,57;0;0;0;0,94;0,00
11.156;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
11.199;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
11.221;-0,75;-0,05;0,57;0;0;0;0,94;0,00
11.256;-0,74;-0,05;0,58;0;0;0;0,94;0,00
11.291;-0,74;-0,05;0,58;0;0;0;0,94;0,00
11.3;-0,75;-0,05;0,58;0;0;0;0,95;0,00
11.36;-0,75;-0,05;0,57;0;0;0;0,94;0,00
11.362;-0,75;-0,05;0,57;0;0;0;0,94;0,00
11.399;-0,75;-0,05;0,57;0;0;0;0,94;0,00
11.432;-0,75;-0,05;0,57;0;0;0;0,94;0,00
11.45;-0,75;-0,05;0,57;0;0;0;0,94;0,00
11.5;-0,75;-0,05;0,58;0;0;0;0,95;0,00
11.503;-0,75;-0,05;0,58;0;0;0;0,95;0,00
11.561;-0,75;-0,05;0,57;0;0;0;0,94;0,00
11.571;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
11.599;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
11.666;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
11.667;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
11.72;-0,75;-0,05;0,58;-0,01;0;0;0,95;0,01
11.722;-0,75;-0,05;0,58;0;0;0;0,95;0,00
11.758;-0,74;-0,06;0,58;0;0;0;0,94;0,00
11.791;-0,74;-0,06;0,58;0;0,01;0;0,94;0,01
11.799;-0,75;-0,05;0,57;0;0,01;0;0,94;0,01
11.86;-0,75;-0,05;0,57;0;0,01;0;0,94;0,01
11.87;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
11.899;-0,75;-0,05;0,57;-0,01;0;0;0,94;0,01
11.931;-0,75;-0,05;0,57;0;0;0;0,94;0,00
11.949;-0,75;-0,05;0,58;0;0;0;0,95;0,00
11.999;-0,75;-0,05;0,58;0;0;0;0,95;0,00
