time x y z G
11,515 -0,05277 0,22281 0,99091 1,0170209423
11,525 -0,05472 0,23258 1,01436 1,042119928
11,535 -0,05472 0,23453 1,03 1,0577800335
11,545 -0,05277 0,23063 1,04172 1,068248767
11,555 -0,05082 0,22672 1,03977 1,0654136679
11,564 -0,04691 0,23063 1,04172 1,067975329
11,575 -0,04691 0,22476 1,03586 1,0610011995
11,585 -0,04691 0,22672 1,02804 1,0537878098
11,595 -0,05082 0,23453 1,01631 1,0442571567
11,611 -0,05472 0,23453 1,00263 1,0311476694
11,615 -0,06059 0,23649 1,00068 1,0300287038
11,625 -0,06254 0,23649 0,99286 1,0225506106
11,635 -0,0645 0,24235 0,98895 1,0202528486
11,645 -0,06059 0,24431 0,97723 1,0091268489
11,656 -0,06254 0,24235 0,97332 1,0049858688
11,664 -0,05863 0,24626 0,96941 1,0019167693
11,675 -0,06059 0,25212 0,97332 1,0072673254
11,685 -0,05277 0,2619 0,94009 0,9773154511
11,694 -0,04886 0,27753 0,93423 0,9758052538
11,712 -0,04886 0,28535 0,94009 0,9836570186
11,715 -0,03518 0,27167 0,95182 0,990456225
11,725 -0,01564 0,22476 1,01241 1,0371767811
11,735 -0,01173 0,20913 1,05149 1,0721493226
11,745 -0,00782 0,19935 1,08277 1,1009961162
11,756 -0,00195 0,19935 1,10817 1,1259595792
11,764 0,01173 0,19545 1,06713 1,0849445757
11,775 0,01173 0,19154 1,03586 1,0534852178
11,784 0,01564 0,18958 1,01827 1,0358856013
11,795 0,02345 0,18763 1,01045 1,0279903316
11,813 0,03127 0,18176 1,02413 1,0406040397
11,815 0,03323 0,17199 1,03 1,0447893534
11,826 0,03518 0,16026 1,0339 1,0468381489
11,836 0,03518 0,15245 1,03195 1,0437429939
11,845 0,03518 0,16222 0,98504 0,9989278064
11,856 0,03127 0,16613 0,95768 0,9724854612
11,864 0,02736 0,16222 0,94009 0,9543757678
11,875 0,02541 0,16222 0,9225 0,9369990643
11,885 0,00977 0,15049 0,9225 0,9347453894
11,895 0 0,15049 0,93032 0,9424131485
11,915 -0,01173 0,1544 0,93032 0,9431183676
11,92 -0,01564 0,15636 0,94205 0,9550661033
11,925 -0,00391 0,15049 0,97918 0,9906846121
11,935 0,00977 0,14463 0,99091 1,0014568977
11,944 0,02345 0,14267 0,99482 1,0052718358
11,955 0,03127 0,13681 1,00459 1,0143450385
11,964 0,04886 0,13681 1,0085 1,0189094787
11,974 0,04691 0,15049 0,99286 1,0052953635
11,984 0,04495 0,16026 0,98504 0,9990032891
11,994 0,05277 0,15831 0,98504 0,9990748373
12,024 0,06841 0,16222 0,97723 0,9929620987
12,025 0,06645 0,15049 1,01436 1,0276132795
12,026 0,06841 0,14072 1,05931 1,0708033071
12,036 0,05863 0,12899 1,08863 1,0978119939
12,044 0,02932 0,1544 1,0984 1,1095862213
12,055 0,02345 0,16417 1,07104 1,0838027371
12,064 0,03127 0,17395 1,03586 1,0508293653
12,075 0,04104 0,17785 0,99286 1,0094978374
12,084 0,03713 0,20717 0,93423 0,9576448918
12,094 0,04691 0,20522 0,92836 0,951928614
12,113 0,04104 0,21499 0,91077 0,9367000452
12,115 0,03518 0,22672 0,88732 0,9165022494
12,125 0,01759 0,23844 0,901 0,932182408
12,134 0,01954 0,23649 0,91273 0,9430723114
12,145 0,01954 0,23258 0,91859 0,9477778517
12,155 0,01564 0,23649 0,93227 0,9619248841
12,164 0,00391 0,24431 0,94986 0,980783709
12,175 0,00195 0,23649 0,9655 0,9940430436
12,184 -0,00195 0,23453 0,97723 1,0049808935
12,195 -0,00586 0,23649 0,99677 1,0244570721
12,21 -0,01173 0,22476 0,99482 1,0199615105
12,214 -0,00977 0,22281 0,98895 1,0137859002
12,225 -0,00977 0,22281 0,98895 1,0137859002
12,234 -0,00586 0,2189 0,987 1,0109997773
12,245 -0,00195 0,23063 0,96941 0,9964686385
12,255 0,00195 0,23649 0,94986 0,9788592045
12,264 0,00977 0,2404 0,93423 0,9647141057
12,274 0,01954 0,24235 0,92836 0,9596705808
12,284 0,02736 0,25212 0,91859 0,9529536464
12,294 0,0215 0,24822 0,91468 0,9480057599
12,31 0,02541 0,25408 0,91468 0,9496535247
12,317 0,02541 0,2619 0,91859 0,9555338122
12,325 0,01759 0,26581 0,91664 0,9545644315
12,335 0,01368 0,26776 0,91468 0,9531642368
12,345 0,01173 0,26581 0,91077 0,9488385226
12,357 0,01368 0,25603 0,93032 0,9650045625
12,364 0,00977 0,24822 0,95964 0,9912706749
12,375 0,00195 0,25017 0,97136 1,0030598591
12,386 0,00195 0,24822 0,97527 1,0063640215
12,395 0 0,24822 0,97918 1,010151791
12,411 -0,00195 0,25017 0,99286 1,0238944335
12,418 0,00586 0,25408 0,99482 1,0267705773
12,425 0,00586 0,26776 0,99677 1,0321241156
12,434 0,00586 0,27753 0,99677 1,0347017316
12,445 0,01759 0,27558 1,01827 1,0550485948
12,455 0,0215 0,25603 1,03781 1,069141341
12,464 0,01368 0,24431 1,04954 1,0776867495
12,475 0,00195 0,22281 1,07495 1,0978003466
12,486 -0,02345 0,19935 1,11404 1,1319785539
12,495 -0,03127 0,20522 1,12381 1,142821936
12,511 -0,03323 0,21304 1,10622 1,12703725
12,518 -0,02541 0,20913 1,08667 1,1069023055
12,525 -0,00195 0,1974 1,01436 1,0333909096
12,534 0,00782 0,19935 0,99677 1,0165392308
12,544 0,00977 0,20326 0,99482 1,0154195748
12,555 0,01173 0,20717 0,99872 1,0200483519
12,564 -0,00782 0,2189 0,98309 1,0071962622
12,575 -0,02736 0,21694 0,98309 1,0071134401
12,584 -0,00391 0,20717 0,97332 0,9951314081
12,594 0 0,20913 0,96745 0,9897953624
12,61 -0,00586 0,2189 0,99872 1,0224447115
12,614 -0,01173 0,22085 1,00263 1,026732308
12,625 -0,01368 0,2189 1,00654 1,0301587858
12,635 -0,01368 0,21108 1,01631 1,038088592
12,645 -0,01173 0,18763 1,00654 1,0239459856
12,655 -0,01564 0,1759 1,0085 1,0238445534
12,664 -0,01759 0,17395 1,00263 1,0177597592
12,675 -0,01954 0,17199 0,99091 1,0059150063
12,684 -0,01759 0,16417 0,98309 0,9968586385
12,694 -0,01564 0,15831 0,97723 0,9900934999
12,714 -0,01368 0,14854 0,98113 0,9924048322
12,715 -0,01368 0,13681 0,987 0,9965305407
12,725 -0,03127 0,12313 0,96941 0,9776986028
12,734 -0,04495 0,11727 0,99286 1,0007715698
12,745 -0,04691 0,12704 1,01436 1,0233601122
12,756 -0,05863 0,13486 1,03195 1,0423749321
12,764 -0,04886 0,11922 1,05931 1,0671168559
12,775 -0,06059 0,12508 1,06518 1,074208819
12,785 -0,0645 0,12899 1,06322 1,072956401
12,795 -0,06645 0,13681 1,05345 1,0643728111
12,811 -0,06254 0,16026 1,00654 1,0211352951
12,815 -0,05472 0,1759 0,97918 0,996357647
12,825 -0,05668 0,18372 0,92836 0,9480600985
12,834 -0,0645 0,18958 0,88537 0,9077339166
12,845 -0,05863 0,20326 0,83846 0,8647353792
12,856 -0,05863 0,20717 0,82869 0,856203248
12,864 -0,06254 0,21108 0,82869 0,8574340407
12,875 -0,06254 0,22281 0,82869 0,860396806
12,884 -0,0645 0,22867 0,82869 0,862077337
12,894 -0,06254 0,22672 0,83455 0,8670564644
12,915 -0,06059 0,22281 0,84041 0,8715528741
12,916 -0,05863 0,23063 0,85214 0,8847430437
12,925 -0,05472 0,22867 0,88341 0,914164906
12,935 -0,05277 0,22476 0,90686 0,9357867225
12,945 -0,05472 0,22867 0,92641 0,9557822636
12,955 -0,05472 0,22867 0,94009 0,9690477054
12,964 -0,05668 0,23649 0,95768 0,9880744531
12,975 -0,05668 0,23844 0,96354 0,9942210959
12,984 -0,05472 0,24235 0,96941 1,0007414996
12,995 -0,05668 0,24626 0,96941 1,0018045508
13,014 -0,04691 0,24822 0,97527 1,0074548573
13,015 -0,04495 0,25017 0,96941 1,0021782673
13,031 -0,04495 0,25603 0,96745 1,0017641269
13,035 -0,043 0,25799 0,97527 1,0097323472
13,045 -0,04691 0,26776 0,97332 1,0105680522
13,055 -0,04691 0,26971 0,97527 1,0129637728
13,064 -0,04104 0,27167 0,97136 1,0094697222
13,075 -0,04104 0,27558 0,96941 1,0086547309
13,084 -0,02736 0,2619 0,96159 0,9969932335
13,095 -0,01759 0,26581 0,96745 1,0034559615
13,109 -0,01368 0,26385 0,98113 1,016080726
13,115 -0,00977 0,25799 0,99872 1,0315502564
13,125 0 0,2404 1,02218 1,0500686227
13,134 -0,00391 0,23649 1,03977 1,0663322471
13,145 -0,00391 0,2404 1,03586 1,0633970978
13,155 -0,00195 0,2619 1,02218 1,055200154
13,164 0,01564 0,27167 0,99872 1,0351284157
13,175 0,01759 0,25212 1,00459 1,0358933201
13,185 0,02932 0,22476 1,03586 1,0603691148
13,195 0,02736 0,19154 1,07495 1,0922241728
13,21 0,01368 0,20913 1,14922 1,1681734065
13,217 0,01368 0,20522 1,16485 1,1828685106
13,225 0,00391 0,19545 1,17462 1,1907762741
13,235 0,00195 0,19349 1,15703 1,1730987186
13,245 0,00977 0,20522 1,12381 1,1424358264
13,256 0,00586 0,21108 1,10426 1,1242683192
13,264 0 0,2189 1,08667 1,1084984885
13,275 0 0,21694 1,06908 1,0908689243
13,284 -0,00586 0,20131 1,06322 1,0821260666
13,295 -0,01368 0,20131 1,07299 1,0917968669
13,313 -0,01954 0,20131 1,06518 1,084212138
13,315 -0,02345 0,20717 1,04563 1,0662135847
13,325 -0,03323 0,22281 0,96745 0,9933317832
13,334 -0,03909 0,22672 0,93618 0,9640347395
13,345 -0,03909 0,2189 0,91468 0,9413207426
13,356 -0,03909 0,20522 0,89905 0,9230028055
13,364 -0,04691 0,1974 0,91273 0,9350098187
13,375 -0,043 0,19154 0,93032 0,9508059076
13,384 -0,04104 0,19154 0,94009 0,9602817614
13,395 -0,02932 0,18763 0,94791 0,9667461132
13,414 0,00391 0,16808 0,95377 0,9684747738
13,415 0,00782 0,16613 0,93814 0,9527680667
13,425 0,0215 0,17004 0,92445 0,9402040492
13,435 0,02736 0,17785 0,90882 0,9264626191
13,445 0,03323 0,18176 0,89123 0,9101823133
13,455 0,04104 0,18176 0,89123 0,9105009018
13,464 0,04495 0,18176 0,901 0,9202489881
13,475 0,04104 0,17785 0,92641 0,9442194619
13,484 0,02541 0,17785 0,93227 0,9494227949
13,495 0,01173 0,18176 0,93618 0,9537333395
13,509 0,00586 0,18763 0,94009 0,9586493439
13,515 0,00586 0,19349 0,94009 0,9598134859
13,525 -0,00586 0,21499 0,92641 0,9510470692
13,534 -0,00391 0,22281 0,92836 0,9547313097
13,545 0 0,23453 0,90882 0,9385936891
13,556 0,00391 0,23844 0,90296 0,9339195272
13,564 0,00391 0,23453 0,90296 0,9329289204
13,575 0,00195 0,23844 0,90296 0,933913378
13,585 0,00391 0,2404 0,90296 0,9344218585
13,595 -0,00195 0,25017 0,901 0,935088141
13,613 -0,00977 0,2619 0,91273 0,949612087
13,614 -0,00977 0,26971 0,91468 0,9536657902
13,625 -0,00391 0,27558 0,91859 0,9590449482
13,634 -0,00586 0,27558 0,91077 0,95156748
13,645 0,00586 0,27753 0,90686 0,9483945909
13,656 0,00391 0,27949 0,90882 0,9508331823
13,664 -0,00195 0,27362 0,90686 0,9472416621
13,675 -0,00586 0,26776 0,91273 0,9512128101
13,684 -0,01173 0,27558 0,93227 0,972218742
13,695 -0,01368 0,26971 0,94986 0,9875042512
13,713 -0,01368 0,26776 0,95768 0,9945016553
13,714 -0,02345 0,27167 0,95573 0,9938683637
13,725 -0,01564 0,27558 0,97332 1,0117019168
13,735 -0,01173 0,28535 0,97136 1,0124734392
13,745 -0,01759 0,29317 0,97527 1,0185330775
13,756 -0,01759 0,29121 0,98504 1,0273346455
13,764 -0,01759 0,2873 0,95573 0,9981335236
13,775 -0,0215 0,29317 0,94595 0,9905717043
13,784 -0,01759 0,29317 0,94986 0,9942293883
13,795 -0,01368 0,28926 0,95768 1,0005046089
13,813 -0,01564 0,28535 0,98113 1,0219027884
13,815 -0,00977 0,28535 1,00263 1,0424907637
13,825 0 0,27949 1,02609 1,0634732475
13,834 -0,00782 0,29121 1,0339 1,0741571703
13,845 0,00391 0,31467 1,03977 1,086349
13,856 0,00391 0,31271 1,03195 1,0782966358
13,864 0,01173 0,28535 1,04172 1,0801586799
13,875 0,02736 0,24235 1,07104 1,0984574519
13,884 0 0,21108 1,13944 1,158826251
13,894 -0,0215 0,22085 1,16485 1,1857961439
13,91 -0,03127 0,23258 1,16094 1,1844209357
13,917 -0,03127 0,22476 1,14922 1,1714100388
13,925 -0,01564 0,1759 1,16681 1,1800978755
13,934 -0,01564 0,1544 1,1844 1,1945238924
13,945 -0,01954 0,14854 1,19417 1,2035314421
13,955 -0,02932 0,1544 1,1844 1,1947813115
13,964 -0,03127 0,17004 1,11208 1,1254391769
13,975 -0,01954 0,16808 1,04563 1,0592331164
13,984 -0,00977 0,16613 0,97723 0,991298695
13,995 -0,00391 0,17981 0,91468 0,9321944146
14,02 0,00586 0,1974 0,87168 0,8937712918
14,021 0,00586 0,1974 0,86582 0,888057077
14,034 0 0,19349 0,86191 0,8833613237
14,039 -0,00782 0,19154 0,8795 0,9001494176
14,045 -0,01954 0,17395 0,95573 0,9716276277
14,055 -0,02345 0,15245 0,99482 1,0067063809
14,064 -0,02736 0,14072 1,0085 1,0186377855
14,075 -0,03518 0,14267 1,01827 1,0288178431
14,084 -0,04495 0,15049 1,02609 1,0380406691
14,094 -0,04495 0,15245 1,03781 1,0499100443
14,109 -0,05472 0,14072 1,05931 1,0700159218
14,116 -0,05082 0,1329 1,08472 1,0940121392
14,125 -0,06059 0,14072 1,11013 1,1206524365
14,134 -0,06059 0,15636 1,11208 1,1246517346
14,145 -0,06254 0,17785 1,09645 1,1125396517
14,156 -0,06254 0,19935 1,06518 1,0854769028
14,164 -0,04104 0,22476 0,97332 0,9997765558
14,175 -0,03518 0,23453 0,92055 0,9506073089
14,184 -0,04104 0,2404 0,86191 0,8957484522
14,195 -0,05472 0,21304 0,81501 0,8441691893
14,21 0,00195 0,22281 0,80132 0,8317222138
14,217 -0,02345 0,24431 0,81501 0,8511630741
14,225 -0,04104 0,24431 0,81891 0,855561363
14,234 -0,02736 0,25408 0,82673 0,8653252041
14,245 -0,03323 0,26385 0,85019 0,8908109179
14,255 -0,02736 0,2619 0,86582 0,9049775975
14,264 -0,03127 0,25799 0,86778 0,905858036
14,275 -0,03713 0,25994 0,89709 0,9347287888
14,284 -0,03323 0,26581 0,92641 0,9643623163
14,295 -0,03323 0,26971 0,93032 0,9691971004
14,313 -0,02932 0,26776 0,92055 0,9591493015
14,315 -0,03518 0,2619 0,91468 0,9520865217
14,325 -0,03323 0,25799 0,90491 0,9415546618
14,334 -0,03323 0,26385 0,90882 0,9469291673
14,345 -0,03909 0,27167 0,92055 0,9605961272
14,356 -0,043 0,27558 0,92055 0,9618761037
14,364 -0,04886 0,28144 0,90686 0,9507843251
14,375 -0,05668 0,29121 0,901 0,9485867839
14,384 -0,05668 0,29708 0,91664 0,9652450665
14,394 -0,04691 0,29708 0,91273 0,9610063098
14,41 -0,09772 0,3088 0,91468 0,9703330051
14,415 -0,10359 0,25994 0,89514 0,9378567648
14,425 -0,05668 0,25603 0,89318 0,9308783463
14,434 -0,043 0,2834 0,94791 0,9903019378
14,445 -0,08013 0,28144 0,97332 1,0163567843
14,456 -0,0645 0,27167 1,00263 1,0407842023
14,464 -0,04691 0,24822 1,03781 1,0681120319
14,475 -0,05668 0,22867 1,05149 1,0775591916
14,484 -0,05277 0,22867 1,0554 1,0811770446
14,495 -0,05863 0,25017 1,04954 1,0805353846
14,513 -0,06059 0,26581 1,0339 1,0692405315
14,514 -0,05277 0,26971 1,03195 1,0679180491
14,525 -0,01759 0,23844 1,04954 1,0764280066
14,534 -0,01564 0,23649 1,08472 1,1103105908
14,545 -0,01173 0,22476 1,1199 1,1422918456
14,556 -0,00977 0,22476 1,13944 1,1614370513
14,564 -0,00977 0,23844 1,15117 1,1756451231
14,575 -0,01368 0,2404 1,14922 1,1741745657
14,584 -0,00977 0,22672 1,14531 1,1675754397
14,595 -0,01759 0,21499 1,11013 1,1308928884
14,613 -0,01173 0,22281 1,11404 1,1361632852
14,615 -0,00782 0,23649 1,11795 1,1427164456
14,625 -0,01173 0,25017 1,0984 1,1265900682
14,634 -0,02345 0,23649 1,08081 1,1066289707
14,645 -0,02541 0,25017 1,01045 1,041268409
14,655 -0,0215 0,25212 0,97723 1,0094578829
14,664 -0,01564 0,25603 0,94595 0,9801108983
14,675 -0,00782 0,25603 0,93618 0,9705902872
14,684 0,01368 0,2619 0,94791 0,9835202695
14,694 0,02345 0,26581 0,96745 1,0035757874
14,714 0,02932 0,25799 0,99091 1,0243637687
14,716 0,04104 0,23063 1,00459 1,0315403757
14,725 0,10359 0,17785 0,94009 0,9623568562
14,734 0,08795 0,17785 1,06518 1,0835009263
14,745 0,07818 0,16417 1,06127 1,0767348393
14,756 0,06841 0,15636 1,00263 1,0170522576
14,764 0,09772 0,16417 0,8795 0,9000117984
14,775 0,08795 0,16613 0,87755 0,8974566184
14,784 0,07036 0,16613 0,90296 0,9208075087
14,794 0,04886 0,1544 0,92445 0,9385278164
14,81 0,03518 0,15049 0,92055 0,9334330051
14,815 0,01368 0,14658 0,8795 0,8917359973
14,825 0,00782 0,15831 0,88146 0,8955975324
14,834 -0,01368 0,17785 0,88732 0,9050715703
14,845 -0,01954 0,19154 0,87559 0,8965083554
14,856 -0,02345 0,19349 0,86582 0,8874866506
14,864 -0,03127 0,19935 0,86387 0,88712435
14,875 -0,03323 0,20326 0,858 0,8823734246
14,884 -0,03713 0,20131 0,85019 0,8744869291
14,894 -0,03909 0,1974 0,86778 0,8908068907
14,914 -0,043 0,1974 0,88927 0,9119303114
14,916 -0,04691 0,19935 0,90296 0,9258929378
14,925 -0,05668 0,20913 0,93423 0,9590274617
14,934 -0,05668 0,21499 0,94009 0,9660240839
14,945 -0,06645 0,22281 0,94986 0,9779028163
14,956 -0,07036 0,22281 0,9655 0,9933705631
14,964 -0,0645 0,23844 0,9655 0,9965962741
14,975 -0,05668 0,24431 0,95768 0,9899752426
14,984 -0,04886 0,24626 0,94791 0,9805940319
14,995 -0,04495 0,25017 0,94986 0,9832799962
15,017 -0,04104 0,25799 0,95573 0,9907890566
15,019 -0,0215 0,25212 0,92445 0,9584542487
15,025 -0,00195 0,25603 0,90296 0,9385584292
15,036 -0,01368 0,26971 0,92836 0,9668417224
15,045 -0,01954 0,27753 0,92055 0,961674069
15,056 -0,01759 0,28144 0,9225 0,9646367874
15,064 -0,01173 0,27949 0,92836 0,9695898837
15,075 -0,01368 0,28535 0,93618 0,9787976079
15,084 -0,01954 0,2873 0,96941 1,0112758524
15,094 -0,02736 0,28144 0,99677 1,0361020587
15,111 -0,01954 0,26776 1,02218 1,0568487033
15,116 -0,01954 0,26776 1,03195 1,066301098
15,125 -0,03518 0,2619 1,05149 1,0841865441
15,134 -0,03518 0,24626 1,06127 1,0900346934
15,145 -0,03713 0,23649 1,0554 1,0822085367
15,155 -0,03909 0,24431 1,04563 1,0745033742
15,164 -0,04104 0,27167 0,99286 1,0301746697
15,175 -0,03713 0,30294 0,94791 0,995833645
15,184 -0,02541 0,33226 0,901 0,9606473732
15,194 -0,0215 0,34007 0,88537 0,9486779705
15,209 -0,02736 0,27167 0,94595 0,9845682104
15,214 -0,04691 0,22867 0,99872 1,0256374386
15,225 -0,07818 0,21304 1,06713 1,0909924798
15,234 -0,09577 0,22281 1,12967 1,155409234
15,245 -0,09772 0,20522 1,22544 1,2463417029
15,256 -0,086 0,16808 1,26453 1,2785472253
15,264 -0,08209 0,13681 1,29189 1,3017048499
15,275 -0,08013 0,12118 1,29189 1,3000327617
15,284 -0,07036 0,05863 1,25867 1,2619976923
15,295 -0,06645 0,05082 1,23326 1,2360940508
15,31 -0,06645 0,07231 1,19026 1,1943044864
15,314 -0,0645 0,0899 1,12967 1,1350755785
15,325 -0,03713 0,10359 1,02413 1,0300251365
15,334 -0,02541 0,12899 0,9655 0,9744097384
15,345 -0,02345 0,13877 0,92641 0,937039222
15,356 -0,03127 0,14267 0,90491 0,9166213231
15,364 -0,04886 0,13095 0,91273 0,9233695116
15,375 -0,05863 0,12899 0,92055 0,9313904656
15,384 -0,06059 0,11727 0,93227 0,9415682418
15,394 -0,06645 0,11336 0,94595 0,9550327191
15,408 -0,0645 0,10554 0,93814 0,946258739
15,414 -0,06645 0,10359 0,93814 0,946178181
15,425 -0,0645 0,10554 0,94009 0,9481920426
15,434 -0,0645 0,10749 0,94595 0,9542199708
15,445 -0,06645 0,11336 0,95768 0,9666525097
15,456 -0,05668 0,11336 0,95573 0,9640969582
15,464 -0,04495 0,11727 0,96159 0,9697567136
15,475 -0,03909 0,12508 0,98113 0,9898429731
15,484 -0,04104 0,15245 0,9655 0,9783228169
15,495 -0,04104 0,15831 0,95377 0,9676898008
15,51 -0,03713 0,16222 0,94009 0,9547058046
15,517 -0,03518 0,16808 0,91273 0,9287435446
15,525 -0,03518 0,19349 0,85019 0,8726391285
15,534 -0,03127 0,19545 0,8326 0,855804461
15,544 -0,03127 0,20326 0,81501 0,8405556142
15,555 -0,03518 0,21108 0,81305 0,8407393778
15,564 -0,03713 0,23453 0,82869 0,8620383251
15,575 -0,03713 0,24235 0,8326 0,8679486848
15,584 -0,03909 0,24822 0,82673 0,8640738912
15,595 -0,05277 0,25799 0,83846 0,8788393964
15,61 -0,05863 0,25799 0,85019 0,8904040392
15,618 -0,08795 0,23649 0,84237 0,8793463137
15,625 -0,05082 0,25799 0,86582 0,9048678273
15,634 -0,05472 0,27949 0,88927 0,9337612497
15,645 -0,09381 0,25603 0,901 0,9413568277
15,656 -0,08404 0,25994 0,91077 0,9508593577
15,664 -0,08795 0,25408 0,92445 0,9627562783
15,675 -0,08404 0,24822 0,93227 0,9684024179
15,684 -0,08013 0,23844 0,96354 0,99583321
15,694 -0,07622 0,23063 0,987 1,0164490569
15,708 -0,07427 0,22672 1,01241 1,0401403749
15,715 -0,07231 0,22672 1,02804 1,0552236427
15,725 -0,06645 0,22672 1,05345 1,0796177395
15,734 -0,06254 0,21499 1,05345 1,076981362
15,745 -0,05472 0,21304 1,04954 1,0723406789
15,756 -0,05863 0,20913 1,04563 1,0679489364
15,764 -0,06254 0,20522 1,04954 1,0712426017
15,775 -0,0645 0,20326 1,0554 1,0767283955
15,784 -0,0645 0,19349 1,06713 1,0864460718
15,795 -0,07036 0,20326 1,08081 1,1020051784
15,805 -0,06841 0,2404 1,05736 1,0865000035
15,815 -0,06841 0,24626 1,06322 1,0935084289
15,83 -0,05668 0,23258 1,07886 1,1050995333
15,837 -0,05277 0,21694 1,0984 1,1208613636
15,845 -0,04886 0,19154 1,13944 1,1564594177
15,856 -0,05082 0,18176 1,1629 1,1781153509
15,864 -0,05082 0,16026 1,17853 1,1904616335
15,875 -0,04691 0,14072 1,20003 1,2091627961
15,884 -0,02736 0,12704 1,20785 1,2148207085
15,895 -0,02345 0,1329 1,19808 1,2056566671
15,907 -0,00977 0,12704 1,16681 1,1737462207
15,915 0,00195 0,12899 1,13163 1,1389594723
15,925 0,01759 0,13877 1,03 1,0394549153
15,935 0,01954 0,1329 0,97527 0,984477422
15,948 0,01564 0,1329 0,94205 0,9515068166
15,96 0,00586 0,13877 0,92445 0,9348257886
15,964 -0,01368 0,14072 0,91664 0,9274794609
15,975 -0,0215 0,13486 0,93618 0,9460879779
15,984 -0,02736 0,1329 0,96354 0,9730469214
15,995 -0,04104 0,12899 0,99286 1,0020447501
16,015 -0,06059 0,12508 1,00068 1,0102854136
16,016 -0,06059 0,13095 1,00068 1,0110289378
16,025 -0,04886 0,1329 0,99286 1,0029061218
16,034 -0,03909 0,12508 0,99286 1,0014709252
16,045 -0,02932 0,10945 0,99286 0,9993047306
16,055 -0,02932 0,11336 0,987 0,9939210995
16,064 -0,03713 0,12118 0,98309 0,991226098
16,075 -0,03909 0,12899 0,96745 0,9767937094
16,084 -0,02932 0,14854 0,91664 0,9290601076
16,094 -0,03323 0,15831 0,8795 0,8942519438
16,106 -0,03323 0,16613 0,85019 0,8669062498
16,114 -0,03127 0,18567 0,82087 0,8421868669
16,124 -0,03713 0,22085 0,7896 0,8207444909
16,134 -0,03323 0,23063 0,78764 0,8213837102
16,147 -0,03127 0,23063 0,79351 0,8269378029
16,158 -0,02932 0,22672 0,80523 0,8370525513
16,164 -0,03713 0,23649 0,81891 0,8531821289
16,175 -0,03127 0,23453 0,83455 0,8674421227
16,184 -0,02541 0,23063 0,85409 0,8850455317
16,195 -0,03127 0,24431 0,86778 0,9020572695
16,205 -0,03518 0,25799 0,86973 0,9078693438
16,214 -0,03713 0,26385 0,86778 0,9077651612
16,226 -0,04104 0,27167 0,86582 0,908368396
16,234 -0,04104 0,27753 0,86778 0,9120029117
16,245 -0,04495 0,27558 0,87755 0,9209011029
16,256 -0,04691 0,26971 0,89514 0,936066051
16,264 -0,05863 0,26971 0,92055 0,9610375973
16,275 -0,0645 0,26776 0,95182 0,9908667822
16,284 -0,06841 0,27167 0,97332 1,0128357909
16,295 -0,05863 0,2619 0,99677 1,0322691121
16,305 -0,05277 0,2619 1,00263 1,0376141864
16,314 -0,04104 0,25994 1,00459 1,0384864724
16,326 -0,01759 0,2619 0,97918 1,0137526772
16,334 -0,00586 0,26971 0,95182 0,9893124563
16,345 0,00977 0,25994 0,94009 0,9754145091
16,356 0,01173 0,2619 0,94595 0,9816061356
16,364 0,00391 0,26385 0,95573 0,9914897597
16,375 -0,00782 0,25212 0,97136 1,0035765523
16,384 -0,01759 0,25017 0,99286 1,0240436595
16,395 -0,02736 0,24626 1,01631 1,046077709
16,405 -0,04104 0,23844 1,05736 1,0846880127
16,414 -0,04495 0,24431 1,06127 1,0899549952
16,426 -0,04886 0,23844 1,05736 1,0850120289
16,434 -0,06059 0,26385 1,04954 1,0838921451
16,445 -0,06254 0,31271 1,0339 1,0819648819
16,455 -0,03909 0,34985 1,00263 1,0626335057
16,464 -0,04495 0,3303 1,03195 1,0844535006
16,475 -0,05668 0,29903 1,07495 1,1172059192
16,484 -0,07622 0,28144 1,11795 1,1553485035
16,495 -0,09772 0,30294 1,20199 1,2434234203
16,506 -0,0645 0,29317 1,23521 1,2711619263
16,514 -0,03909 0,27362 1,26844 1,2982049014
16,525 -0,02541 0,2404 1,30557 1,3277615949
16,535 -0,03127 0,19545 1,3173 1,3320877619
16,545 -0,05863 0,18567 1,2743 1,2890893358
16,555 -0,07622 0,17981 1,20394 1,2196772721
16,564 -0,0899 0,17395 1,12772 1,1445929455
16,575 -0,10359 0,17199 1,00068 1,0206232951
16,584 -0,09968 0,17395 0,93423 0,9555000773
16,595 -0,0899 0,16222 0,89123 0,9103231576
16,605 -0,09772 0,16613 0,85214 0,8736652419
16,614 -0,1114 0,16613 0,84432 0,8676896907
16,626 -0,11727 0,15636 0,85214 0,874267283
16,634 -0,12508 0,15636 0,86582 0,8886718902
16,645 -0,12899 0,15831 0,86582 0,8895756003
16,656 -0,13877 0,14658 0,85605 0,8795251058
16,664 -0,14072 0,13486 0,85605 0,8779583934
16,675 -0,13681 0,11922 0,86582 0,8846324982
16,684 -0,13095 0,11531 0,88146 0,8985633145
16,695 -0,12118 0,12899 0,901 0,9182178459
16,705 -0,12118 0,13095 0,91859 0,9357564229
16,714 -0,11727 0,14267 0,92055 0,938892584
16,729 -0,11531 0,14658 0,93618 0,9545758665
16,737 -0,10163 0,16026 0,95573 0,9743878886
16,745 -0,10359 0,17199 0,96159 0,9823272247
16,756 -0,09577 0,18176 0,96354 0,9851994327
16,764 -0,086 0,18372 0,94595 0,9674556532
16,775 -0,07036 0,17785 0,90882 0,9287275943
