time x y z G
0,003 -0,06841 0,36939 0,86973 0,9473959959
0,487 -0,02541 0,29708 0,95182 0,997428447
0,49 -0,02736 0,29903 0,95573 1,0017920659
0,503 -0,02345 0,29512 0,95964 1,0042682144
0,51 -0,02345 0,29317 0,95768 1,001823105
0,52 -0,02541 0,29317 0,95768 1,0018708996
0,53 -0,02541 0,29317 0,9655 1,0093485855
0,541 -0,0215 0,29121 0,96745 1,0105567854
0,55 -0,02345 0,28926 0,97332 1,015663858
0,56 -0,0215 0,2873 0,96745 1,0094369928
0,57 -0,02932 0,2834 0,97136 1,0122823084
0,588 -0,02932 0,2834 0,96941 1,0104112878
0,59 -0,03127 0,2834 0,96354 1,0048396412
0,603 -0,03127 0,28144 0,96159 1,0024178842
0,61 -0,02932 0,28144 0,96159 1,0023589497
0,62 -0,03127 0,2834 0,96159 1,0029699402
0,63 -0,02932 0,2834 0,96159 1,0029110382
0,64 -0,02932 0,27949 0,95573 0,996189819
0,652 -0,03713 0,2873 0,95768 1,0005353114
0,662 -0,03518 0,2873 0,96354 1,0060756701
0,67 -0,03323 0,2834 0,95964 1,0011636842
0,691 -0,02932 0,27753 0,96159 1,0012681416
0,693 -0,03127 0,27949 0,95964 1,0000007013
0,7 -0,03323 0,27949 0,96354 1,0038068662
0,713 -0,03323 0,27753 0,96745 1,0070186872
0,719 -0,03323 0,27949 0,97136 1,0113155505
0,73 -0,03323 0,27949 0,96354 1,0038068662
0,741 -0,03323 0,27753 0,96354 1,0032629094
0,749 -0,03323 0,27949 0,96745 1,0075606163
0,759 -0,03127 0,27753 0,9655 1,0050825657
0,77 -0,03323 0,28144 0,9655 1,006232059
0,788 -0,03323 0,28144 0,96159 1,0024809398
0,799 -0,03127 0,28144 0,9655 1,0061692385
0,801 -0,02541 0,2834 0,9655 1,0065542599
0,813 -0,02541 0,28535 0,96159 1,003357174
0,819 -0,02541 0,2834 0,95964 1,0009346421
0,83 -0,02541 0,2873 0,96745 1,0095278404
0,841 -0,02345 0,2873 0,97332 1,0151073908
0,85 -0,02345 0,27949 0,96745 1,0072854933
0,86 -0,02541 0,27362 0,96941 1,0076057367
0,87 -0,02345 0,26971 0,96745 1,0046157918
0,888 -0,02345 0,26581 0,9655 1,0016961159
0,89 -0,02541 0,25994 0,96745 1,0020848139
0,902 -0,02932 0,27949 0,95768 0,9980607721
0,91 -0,03518 0,29317 0,96159 1,0059033798
0,919 -0,03127 0,2873 0,95768 1,0003349865
0,93 -0,02736 0,27362 0,96159 1,0001358918
0,94 -0,02541 0,26971 0,95768 0,9952588279
0,95 -0,02932 0,26776 0,96159 0,99860423
0,96 -0,02932 0,26971 0,96159 0,9991288579
0,969 -0,03127 0,26385 0,95964 0,9957427203
0,981 -0,03127 0,25408 0,95573 0,9894211905
0,99 -0,03127 0,25212 0,95182 0,9851414212
1 -0,03713 0,2873 0,94595 0,9893135648
1,01 -0,04104 0,29317 0,95182 0,9967919757
1,019 -0,02736 0,26776 0,96159 0,9985486044
1,03 -0,02541 0,26776 0,96745 1,0041417172
1,04 -0,02736 0,26776 0,96941 1,0060813761
1,05 -0,03127 0,26581 0,97136 1,007557948
1,061 -0,02736 0,2619 0,97332 1,0083114608
1,069 -0,02932 0,2619 0,97332 1,0083665478
1,079 -0,03127 0,2619 0,97136 1,006533493
1,09 -0,03127 0,26385 0,98113 1,0164697301
1,1 -0,03127 0,25994 0,97918 1,0135778652
1,111 -0,03323 0,25994 0,97918 1,0136402266
1,12 -0,03323 0,2619 0,97723 1,0122619798
1,13 -0,03518 0,25994 0,97723 1,0118225679
1,14 -0,03323 0,26581 0,97332 1,009510283
1,15 -0,03323 0,26581 0,97136 1,0076206819
1,161 -0,03323 0,26581 0,96941 1,0057409891
1,169 -0,03127 0,26776 0,96745 1,004307091
1,179 -0,02932 0,26776 0,97527 1,0117838963
1,189 -0,02736 0,26581 0,97723 1,0131051271
1,2 -0,02541 0,26385 0,97723 1,012541833
1,21 -0,02541 0,26581 0,97332 1,009283135
1,22 -0,02345 0,27167 0,96745 1,0051437678
1,23 -0,02736 0,27167 0,96941 1,0071290417
1,241 -0,02736 0,26971 0,9655 1,0028371272
1,25 -0,02541 0,26971 0,95768 0,9952588279
1,26 -0,02345 0,27167 0,95964 0,9976288994
1,269 -0,02541 0,26971 0,95377 0,9914970323
1,281 -0,02345 0,26776 0,95964 0,9965712467
1,291 -0,02541 0,26776 0,96159 0,9984970775
1,3 -0,02345 0,2619 0,96354 0,9987746713
1,31 -0,02345 0,25799 0,95964 0,9939907807
1,319 -0,0215 0,2619 0,9655 1,0006218616
1,33 -0,0215 0,2619 0,96745 1,0025035474
1,341 -0,01954 0,2619 0,96941 1,0043551014
1,35 -0,01759 0,25994 0,9655 1,0000342303
1,36 -0,0215 0,25994 0,96745 1,0019932914
1,369 -0,02345 0,25799 0,9655 0,9996494349
1,38 -0,02541 0,25408 0,96159 0,9949158972
1,39 -0,02932 0,25799 0,9655 0,9998043571
1,4 -0,02932 0,25799 0,96745 1,0016875785
1,41 -0,02736 0,25408 0,96745 1,0006321594
1,42 -0,02932 0,25212 0,97723 1,0096547082
1,43 -0,02932 0,25408 0,97723 1,010145921
1,44 -0,02736 0,25017 0,97332 1,0053285139
1,45 -0,02541 0,25212 0,96159 0,9944171613
1,46 -0,02736 0,25799 0,97918 1,0129663776
1,469 -0,02345 0,25994 0,97723 1,0114826637
1,479 -0,0215 0,2619 0,98309 1,0176049371
1,49 -0,0215 0,25994 0,987 1,0208819979
1,5 -0,02541 0,25799 0,97918 1,0129155841
1,51 -0,02345 0,25603 0,97723 1,0104849016
1,52 -0,02345 0,25799 0,97136 1,0053103959
1,53 -0,02736 0,25994 0,96941 1,0040284465
1,54 -0,02541 0,2619 0,97136 1,006368485
1,55 -0,02736 0,25603 0,97136 1,0049080456
1,56 -0,02932 0,25603 0,97332 1,0068579074
1,569 -0,03127 0,25212 0,97918 1,0116006029
1,58 -0,03518 0,25408 0,97527 1,0084373316
1,59 -0,03323 0,25017 0,97332 1,0055053875
1,6 -0,03127 0,25017 0,96354 0,9959779985
1,61 -0,03127 0,25017 0,95768 0,9903099637
1,62 -0,02932 0,25017 0,94986 0,9826895293
1,63 -0,03127 0,25408 0,95573 0,9894211905
1,64 -0,02932 0,25603 0,96745 1,0011845613
1,654 -0,02932 0,25603 0,97332 1,0068579074
1,662 -0,02541 0,25017 0,97723 1,0090635113
1,67 -0,02345 0,25017 0,97723 1,0090160575
1,68 -0,02541 0,24822 0,97918 1,0104713301
1,69 -0,02736 0,25017 0,97723 1,0091144987
1,7 -0,02345 0,25408 0,96941 1,0024282004
1,71 -0,02345 0,25408 0,97136 1,0043140935
1,719 -0,0215 0,25408 0,96745 1,0004890799
1,73 -0,0215 0,25603 0,96159 0,9953235348
1,74 -0,02345 0,25994 0,96941 1,0039295066
1,75 -0,02736 0,25799 0,97723 1,011081541
1,76 -0,02736 0,25799 0,98113 1,0148514604
1,769 -0,02345 0,25799 0,97723 1,0109832914
1,78 -0,02345 0,25212 0,98113 1,0132770963
1,79 -0,02345 0,25017 0,97723 1,0090160575
1,8 -0,02736 0,25408 0,97332 1,0063086199
1,81 -0,02736 0,25212 0,96354 0,9963545532
1,82 -0,03127 0,25212 0,95182 0,9851414212
1,83 -0,03323 0,25408 0,95182 0,9857089792
1,84 -0,03127 0,25212 0,95377 0,9870255925
1,85 -0,03323 0,24822 0,95964 0,9917793761
1,86 -0,02736 0,24626 0,97527 1,0062525181
1,869 -0,02736 0,24431 0,97918 1,0095689269
1,879 -0,02736 0,24235 0,97918 1,0090964099
1,89 -0,02541 0,23844 0,98113 1,0100076131
1,9 -0,02541 0,2404 0,97723 1,0066858005
1,91 -0,02736 0,24626 0,97527 1,0062525181
1,92 -0,02541 0,25212 0,97527 1,0076515943
1,93 -0,02541 0,25212 0,97136 1,0038677264
1,941 -0,0215 0,25408 0,96745 1,0004890799
1,95 -0,01759 0,25603 0,96159 0,9952467519
1,96 -0,01759 0,25799 0,96159 0,9957527687
1,969 -0,01759 0,25799 0,9655 0,9995291382
1,979 -0,01954 0,2619 0,96941 1,0043551014
1,991 -0,01954 0,25994 0,97527 1,0095059129
2,001 -0,01954 0,25603 0,97723 1,0104017248
2,013 -0,0215 0,25017 0,97918 1,0108613907
2,02 -0,02932 0,24626 0,97332 1,0044179769
2,03 -0,02932 0,24235 0,97332 1,0034664954
2,04 -0,03127 0,24626 0,96745 0,9987899194
2,049 -0,03127 0,24626 0,9655 0,996901224
2,06 -0,03323 0,25212 0,96159 0,9946477042
2,069 -0,03127 0,25017 0,9655 0,9978742866
2,08 -0,03127 0,24822 0,9655 0,9973872023
2,09 -0,03323 0,24822 0,97136 1,0031239459
2,104 -0,03518 0,24431 0,96745 0,9984410403
2,11 -0,03127 0,24235 0,95964 0,9902627252
2,119 -0,03323 0,24431 0,95573 0,9870215002
2,13 -0,03127 0,24431 0,94986 0,981274278
2,14 -0,03713 0,25017 0,92641 0,9603120086
2,15 -0,04104 0,25212 0,92641 0,9609808864
2,16 -0,04104 0,25408 0,92641 0,9614969662
2,17 -0,043 0,25408 0,92836 0,9634614346
2,18 -0,03518 0,25603 0,93814 0,9730856349
2,19 -0,03127 0,25994 0,93618 0,9721006167
2,2 -0,02541 0,25799 0,94205 0,9770684268
2,212 -0,02345 0,26385 0,95182 0,9879919217
2,22 -0,02345 0,2619 0,9655 1,0006656597
2,23 -0,01954 0,26385 0,97136 1,006746683
2,24 -0,01759 0,2619 0,97527 1,0099765299
2,25 -0,01954 0,26581 0,98309 1,0185787725
2,26 -0,02345 0,27167 0,98895 1,0258540802
2,27 -0,0215 0,26776 0,99091 1,0266743864
2,28 -0,0215 0,2619 0,99091 1,0251616888
2,29 -0,01954 0,2619 0,99872 1,0326737433
2,3 -0,02932 0,2619 1,0085 1,0423643904
2,311 -0,03323 0,25994 1,01241 1,0457758099
2,319 -0,03518 0,25017 1,01631 1,0472385962
2,33 -0,03713 0,24431 1,01631 1,0459216171
2,341 -0,04495 0,23453 1,01045 1,038284174
2,349 -0,04691 0,23063 1,00068 1,0279840502
2,36 -0,05082 0,22867 0,99482 1,0220271394
2,369 -0,05082 0,22672 0,98309 1,010173539
2,379 -0,05863 0,22476 0,9655 0,9930482287
2,39 -0,06059 0,22672 0,95768 0,9860142438
2,4 -0,05863 0,22672 0,95182 0,9802044418
2,414 -0,06059 0,22672 0,94986 0,9784207306
2,419 -0,05863 0,22476 0,94986 0,9778489424
2,43 -0,05668 0,22281 0,94986 0,9772875412
2,44 -0,05668 0,22281 0,94595 0,9734877097
2,45 -0,05863 0,22867 0,944 0,9730690858
2,46 -0,04886 0,23258 0,94791 0,9772482408
2,469 -0,04691 0,2404 0,94986 0,9809315612
2,479 -0,043 0,24626 0,94791 0,9803195171
2,49 -0,04104 0,24822 0,95573 0,9882900803
2,503 -0,03909 0,25212 0,96159 0,9948607192
2,512 -0,03518 0,25017 0,96354 0,9961084243
2,519 -0,03127 0,25212 0,96941 1,0021467235
2,53 -0,02736 0,24822 0,97332 1,004845043
2,54 -0,02541 0,25017 0,987 1,0185282014
2,549 -0,03127 0,25408 0,99286 1,0253318677
2,56 -0,02736 0,25603 0,987 1,0200337889
2,569 -0,02541 0,25212 0,98504 1,0171105958
2,579 -0,03323 0,25212 0,98895 1,0211223383
2,59 -0,03323 0,25408 0,98309 1,0159364288
2,6 -0,03323 0,25212 0,97918 1,0116630861
2,61 -0,03518 0,24626 0,97527 1,0064955007
2,62 -0,03518 0,24431 0,97527 1,0060201695
2,63 -0,03713 0,24626 0,97332 1,0046762896
2,64 -0,03713 0,24626 0,97136 1,0027775796
2,658 -0,03909 0,24431 0,97332 1,0042744777
2,733 -0,04691 0,24431 0,96941 1,0008214987
2,735 -0,05082 0,24626 0,97136 1,0033777502
2,736 -0,04691 0,24822 0,97136 1,0036702477
2,738 -0,04495 0,25017 0,96941 1,0021782673
2,739 -0,03713 0,25408 0,96745 1,0009469445
2,741 -0,03713 0,25212 0,97332 1,0061286964
2,742 -0,03713 0,25408 0,97136 1,0047265961
2,744 -0,03713 0,25212 0,96745 1,0004512151
2,745 -0,043 0,25212 0,96941 1,0025812897
2,75 -0,043 0,25408 0,98113 1,0144070797
2,765 -0,04104 0,25212 0,99091 1,0233041601
2,769 -0,04104 0,24822 0,99677 1,028031071
2,78 -0,04104 0,23844 1,01241 1,040918788
2,789 -0,03909 0,23453 1,01827 1,0456606246
2,8 -0,04104 0,23258 1,01436 1,0414912134
2,81 -0,03909 0,23258 1,01436 1,0414161964
2,819 -0,03323 0,23649 0,99482 1,023082883
2,83 -0,02736 0,23844 0,98309 1,0119625247
2,84 -0,02736 0,24431 0,9655 0,9963062761
2,85 -0,02932 0,24822 0,95377 0,9859766953
2,86 -0,02736 0,25212 0,93032 0,9642657136
2,869 -0,02932 0,25212 0,9225 0,9567812743
2,88 -0,03127 0,25212 0,91859 0,9530739192
2,89 -0,03713 0,25212 0,92055 0,9551729863
2,902 -0,043 0,25212 0,93227 0,9667165289
2,915 -0,04495 0,25212 0,94205 0,9762393146
2,919 -0,043 0,25408 0,95182 0,9860866893
2,93 -0,043 0,25408 0,95964 0,9936370444
2,94 -0,03323 0,25994 0,96941 1,004205549
2,95 -0,03323 0,25799 0,98113 1,0150266745
2,961 -0,02932 0,26581 0,987 1,0225867291
2,969 -0,02736 0,27558 0,98504 1,0232285706
2,979 -0,02541 0,27558 0,98895 1,0269430885
2,99 -0,02541 0,27949 0,987 1,0261234469
3,002 -0,02345 0,27949 0,97918 1,0185568394
3,015 -0,02736 0,27753 0,97723 1,0162430533
3,019 -0,03127 0,27362 0,96941 1,007770542
3,03 -0,03323 0,26776 0,96745 1,0043700279
3,04 -0,03518 0,26776 0,96941 1,0063244
3,05 -0,04104 0,26581 0,96745 1,004140797
3,06 -0,05082 0,2619 0,96941 1,0054501631
3,069 -0,05277 0,25603 0,95573 0,9908359434
3,079 -0,05082 0,25212 0,95964 0,9935069685
3,09 -0,05668 0,25408 0,94986 0,9848874496
3,1 -0,05863 0,25603 0,94986 0,9855063964
3,11 -0,05472 0,25994 0,94595 0,9825398132
3,12 -0,05472 0,25994 0,95182 0,9881924885
3,13 -0,05668 0,25799 0,95768 0,9934397037
3,141 -0,05668 0,25994 0,96745 1,0033648033
3,15 -0,05863 0,25799 0,96745 1,0029734889
3,16 -0,05472 0,25994 0,96941 1,0051461735
3,169 -0,05082 0,2619 0,96745 1,0035605537
3,179 -0,04886 0,27167 0,9655 1,0041823233
3,193 -0,043 0,27167 0,9655 1,0039142587
3,206 -0,03909 0,27362 0,97136 1,0099188988
3,212 -0,03713 0,27558 0,97527 1,0141373409
3,219 -0,03713 0,27949 0,97332 1,0133336664
3,231 -0,03518 0,27949 0,97332 1,0132640894
3,242 -0,03518 0,27753 0,97332 1,0127252123
3,25 -0,03713 0,27949 0,97332 1,0133336664
3,26 -0,03518 0,27949 0,96745 1,0076268134
3,27 -0,03323 0,27362 0,9655 1,0040728994
3,28 -0,03127 0,27167 0,9655 1,0034802698
3,291 -0,02932 0,27167 0,96941 1,0071841934
3,301 -0,03909 0,26776 0,97136 1,0083470114
3,314 -0,04104 0,26776 0,9655 1,0027811073
3,319 -0,04691 0,2619 0,96354 0,9996006651
3,33 -0,05277 0,26385 0,95768 0,9947625233
3,339 -0,05082 0,26971 0,95377 0,9924733595
3,35 -0,04691 0,26776 0,95964 0,9973990652
3,36 -0,04691 0,26581 0,96354 1,0006322181
3,369 -0,04495 0,26776 0,96941 1,0067132999
3,379 -0,04104 0,26385 0,97723 1,0130545775
3,39 -0,03713 0,25994 0,98113 1,0156591541
3,401 -0,03713 0,26385 0,98309 1,0185584949
3,413 -0,03713 0,26971 0,98309 1,0200921866
3,419 -0,03713 0,27362 0,98504 1,0230104315
3,43 -0,03323 0,27362 0,98504 1,0228763067
3,439 -0,02932 0,27753 0,96941 1,0087806062
3,45 -0,03323 0,27753 0,96941 1,0089018198
3,46 -0,03713 0,27753 0,95768 0,9977737821
3,469 -0,03713 0,28144 0,95964 1,0007477405
3,479 -0,03713 0,27949 0,95964 1,0002010931
3,49 -0,03518 0,27558 0,95182 0,9915358194
3,5 -0,03518 0,27558 0,95377 0,9934078627
3,511 -0,03518 0,27558 0,94986 0,9896544793
3,519 -0,03323 0,27753 0,95377 0,9938834674
3,53 -0,03323 0,27362 0,95377 0,9927987461
3,54 -0,03518 0,26971 0,95377 0,9917955079
3,55 -0,03713 0,27167 0,94986 0,988644145
3,56 -0,04104 0,27167 0,94986 0,9887987106
3,57 -0,03909 0,27167 0,94595 0,9849639686
3,58 -0,04104 0,27167 0,94986 0,9887987106
3,59 -0,043 0,27558 0,95182 0,9918440648
3,6 -0,04495 0,27558 0,95573 0,9956830177
3,612 -0,04691 0,27362 0,96159 1,0008615192
3,619 -0,04691 0,26581 0,97332 1,0100531306
3,63 -0,04495 0,26776 0,97527 1,0123573939
3,64 -0,043 0,26581 0,98113 1,0174084888
3,649 -0,043 0,26581 0,987 1,0230703574
3,66 -0,04104 0,26971 0,987 1,0240101395
3,67 -0,03909 0,26971 0,98309 1,0201654083
3,68 -0,03909 0,27167 0,97918 1,0169199031
3,691 -0,03518 0,26971 0,96941 1,0068450053
3,7 -0,03713 0,27362 0,96159 1,0004508331
3,71 -0,03713 0,27558 0,95377 0,9934788303
3,719 -0,03518 0,27753 0,95182 0,9920795561
3,73 -0,03713 0,27362 0,94986 0,9891817633
3,74 -0,03909 0,27362 0,94791 0,9873850822
3,75 -0,043 0,27558 0,94595 0,9862123194
3,76 -0,043 0,27753 0,944 0,9848897912
3,77 -0,04886 0,27753 0,94595 0,9870317133
3,78 -0,04104 0,27753 0,94791 0,9885547788
3,791 -0,03713 0,27753 0,95377 0,9940215041
3,801 -0,04104 0,27949 0,96354 1,0040957491
3,816 -0,03713 0,27949 0,97918 1,0189635761
3,819 -0,03518 0,27753 0,97332 1,0127252123
3,83 -0,03518 0,26971 0,97723 1,0143764535
3,84 -0,043 0,27362 0,97723 1,0157240655
3,85 -0,04495 0,27362 0,97723 1,0158084858
3,86 -0,04104 0,27167 0,97332 1,0113558686
3,869 -0,04104 0,26971 0,97527 1,0127089111
3,879 -0,043 0,26776 0,97527 1,0122726858
3,89 -0,04495 0,2619 0,98309 1,0183702964
3,9 -0,04495 0,2619 0,98895 1,0240284249
3,91 -0,043 0,25603 0,99482 1,0281377307
3,92 -0,043 0,25408 0,99872 1,0314297285
3,93 -0,04495 0,25408 0,987 1,0201696667
3,94 -0,04495 0,25603 0,97918 1,0130969035
3,95 -0,04691 0,25799 0,9655 1,0004747064
3,96 -0,04495 0,25799 0,95964 0,994730251
3,969 -0,04495 0,25994 0,95964 0,9952377785
3,979 -0,043 0,26385 0,95768 0,9942921125
3,99 -0,03909 0,26385 0,96159 0,9978978799
4 -0,03713 0,26385 0,96941 1,0053612323
4,011 -0,03518 0,26971 0,97332 1,0106101815
4,02 -0,02932 0,26971 0,97723 1,0141901298
4,03 -0,02345 0,27949 0,98113 1,0204315947
4,04 -0,0215 0,28144 0,97527 1,0152941921
4,05 -0,01954 0,28144 0,96941 1,0096266802
4,06 -0,0215 0,28535 0,96159 1,0032657677
4,069 -0,0215 0,2873 0,96354 1,0056902463
4,079 -0,0215 0,28535 0,96159 1,0032657677
4,09 -0,02345 0,28535 0,95573 0,9976945213
4,1 -0,02541 0,2834 0,95182 0,9934397518
4,11 -0,03127 0,2834 0,94595 0,9879852101
4,12 -0,02932 0,27753 0,94986 0,9900083752
4,13 -0,03127 0,27753 0,95768 0,9975729027
4,14 -0,03323 0,27362 0,96745 1,0059481298
4,15 -0,03127 0,26776 0,98504 1,0212624697
4,161 -0,03127 0,26776 0,99091 1,0269254396
4,169 -0,03323 0,26581 0,99677 1,0321383734
4,179 -0,02932 0,26581 0,987 1,0225867291
4,19 -0,03323 0,26385 0,98504 1,0203062565
4,202 -0,03323 0,26581 0,96941 1,0057409891
4,214 -0,03518 0,26581 0,9655 1,0020393398
4,219 -0,03518 0,26776 0,95377 0,9912669988
4,23 -0,03909 0,27558 0,93814 0,9785596681
4,24 -0,03713 0,27558 0,93814 0,978483333
4,25 -0,03323 0,27753 0,93618 0,9770159293
4,26 -0,03323 0,27558 0,94009 0,9802131286
4,269 -0,03909 0,28144 0,94791 0,9895806535
4,279 -0,03518 0,27949 0,95377 0,9944996256
4,29 -0,03518 0,27753 0,95768 0,99770312
4,3 -0,02932 0,27753 0,96354 1,0031410145
4,313 -0,02541 0,2834 0,97332 1,0140577156
4,319 -0,02345 0,2834 0,97136 1,0121292961
4,33 -0,02345 0,28535 0,96745 1,0089271666
4,34 -0,02736 0,2873 0,96354 1,0058325861
4,35 -0,03127 0,29317 0,95377 0,998300393
4,36 -0,03127 0,29512 0,95182 0,9970130088
4,369 -0,03323 0,29317 0,95964 1,0039730133
4,38 -0,03323 0,29121 0,96745 1,0108743737
4,391 -0,03323 0,28926 0,987 1,0290503294
4,402 -0,03518 0,2834 0,987 1,0274834268
4,416 -0,03713 0,27949 0,99286 1,0321164065
4,419 -0,03909 0,28144 0,99091 1,0308438921
4,43 -0,03323 0,2834 0,98113 1,0217807347
4,44 -0,03127 0,28144 0,97332 1,0136755442
4,45 -0,03127 0,2834 0,96941 1,0104697526
4,46 -0,03323 0,2834 0,96354 1,0049025448
4,469 -0,03127 0,2873 0,95573 0,9984682948
4,48 -0,02736 0,27949 0,94986 0,9905035332
4,491 -0,02736 0,27558 0,94986 0,9894073608
4,502 -0,02932 0,27949 0,95573 0,996189819
4,516 -0,03518 0,27362 0,95964 0,9985061174
4,519 -0,03518 0,26971 0,95964 0,9974417507
4,53 -0,03713 0,26776 0,9655 1,0026286972
4,54 -0,03518 0,26776 0,95964 0,996916235
4,55 -0,03518 0,27167 0,944 0,9829436511
4,56 -0,03713 0,27362 0,93814 0,977933127
4,569 -0,03909 0,27558 0,93227 0,9729335627
4,579 -0,043 0,28144 0,92836 0,9710354078
4,59 -0,05082 0,2834 0,92836 0,9719827787
4,601 -0,05277 0,28926 0,93032 0,9756799285
4,61 -0,05082 0,2873 0,93618 0,9805901054
4,62 -0,05082 0,29121 0,944 0,9892026772
4,63 -0,04691 0,29317 0,96354 1,008245272
4,64 -0,04104 0,29121 0,97136 1,0149028502
4,65 -0,03909 0,29121 0,97723 1,0204458658
4,66 -0,03323 0,28926 0,98504 1,0271705711
4,67 -0,03323 0,29512 0,98504 1,0288361623
4,68 -0,03127 0,29708 0,97918 1,0237322949
4,691 -0,02932 0,29708 0,97918 1,0236745876
4,701 -0,02736 0,30099 0,96745 1,0135595948
4,711 -0,03127 0,30489 0,96354 1,0111108033
4,719 -0,02736 0,30489 0,96354 1,0109974349
4,73 -0,02736 0,30099 0,96159 1,0079676968
4,74 -0,02736 0,30099 0,97136 1,0172923863
4,75 -0,02345 0,29512 0,97136 1,0154732722
4,761 -0,02541 0,29317 0,97723 1,0205747351
4,77 -0,02736 0,28926 0,97918 1,0213781815
4,78 -0,01954 0,28926 0,97527 1,0174501128
4,79 -0,02541 0,28144 0,99286 1,0322911999
4,803 -0,02932 0,27949 0,99677 1,0356277108
4,81 -0,02932 0,27558 0,99286 1,0308127756
4,819 -0,02932 0,26776 0,98895 1,0249766741
4,83 -0,03518 0,26971 0,97918 1,016255179
4,84 -0,03713 0,27558 0,96745 1,0066193301
4,85 -0,03518 0,27167 0,95768 0,9960889537
4,86 -0,03909 0,26776 0,94986 0,9876525023
4,869 -0,04886 0,26971 0,94205 0,981116194
4,879 -0,05082 0,27167 0,94205 0,9817563159
4,89 -0,05472 0,27167 0,94595 0,9857080043
4,9 -0,05668 0,27167 0,94009 0,9801971329
4,91 -0,05668 0,27362 0,94986 0,9901083508
4,92 -0,05082 0,27753 0,94791 0,9890090704
4,93 -0,04886 0,27362 0,94986 0,989691479
4,94 -0,04886 0,27558 0,95573 0,9958671944
4,95 -0,05082 0,28535 0,95573 0,9987127354
4,96 -0,04691 0,2873 0,95573 0,9990804127
4,969 -0,043 0,28926 0,95768 1,0013347742
4,98 -0,03518 0,29121 0,95768 1,001594668
4,991 -0,03127 0,29317 0,97918 1,0226044857
5,002 -0,02932 0,28926 0,98504 1,0270515136
5,015 -0,02932 0,28535 0,99091 1,0315943549
5,019 -0,02932 0,27949 0,99286 1,0318649631
5,03 -0,03127 0,27949 0,97918 1,0187668749
5,04 -0,02932 0,28535 0,9655 1,0072112663
5,05 -0,02345 0,28535 0,95768 0,9995626581
5,06 -0,01954 0,29121 0,94986 0,9936896373
5,069 -0,01173 0,28926 0,94986 0,9929969588
5,08 -0,01564 0,29121 0,94791 0,9917566444
5,09 -0,01759 0,29317 0,94791 0,992366578
5,1 -0,01759 0,29121 0,94009 0,9843179772
5,11 -0,0215 0,29317 0,93618 0,9812460911
5,12 -0,0215 0,29708 0,93423 0,9805633428
5,13 -0,02736 0,29317 0,94009 0,985122544
5,14 -0,02541 0,29512 0,94595 0,9912431009
5,15 -0,03909 0,28535 0,95768 1,0000518152
5,16 -0,043 0,2834 0,96354 1,0052730433
5,169 -0,04495 0,27949 0,96159 1,0023923836
5,18 -0,04691 0,27753 0,96354 1,0038091355
5,19 -0,043 0,28144 0,9655 1,0066020681
5,2 -0,043 0,27949 0,96941 1,0098115706
