time;x;y;z;gx;gy;gz;result_acelerometro;result_giroscopio
10.628;0,04;1,09;-0,04;-0,02;-0,06;0,01;1,09;0,06
10.646;0,04;1,09;-0,04;-0,02;-0,06;0,01;1,09;0,06
10.703;0,04;1,09;-0,03;-0,02;-0,06;0,01;1,09;0,06
10.714;0,04;1,09;-0,03;0,01;-0,04;-0,02;1,09;0,05
10.746;0,03;1,09;-0,03;0,01;-0,04;-0,02;1,09;0,05
10.768;0,03;1,09;-0,03;-0,09;-0,12;-0,09;1,09;0,17
10.805;0,02;1,09;-0,03;-0,09;-0,12;-0,09;1,09;0,17
10.838;0,02;1,09;-0,03;0,00;-0,07;-0,06;1,09;0,09
10.846;0,04;1,10;-0,04;0,00;-0,07;-0,06;1,10;0,09
10.908;0,03;1,10;-0,03;0,00;-0,07;-0,06;1,10;0,09
10.91;0,03;1,10;-0,03;0,10;0,17;0,14;1,10;0,24
10.946;0,03;1,08;-0,02;0,10;0,17;0,14;1,08;0,24
10.977;0,03;1,08;-0,02;-0,08;0,08;0,04;1,08;0,12
10.996;0,02;1,08;-0,03;-0,08;0,08;0,04;1,08;0,12
11.047;0,02;1,09;-0,03;-0,08;0,08;0,04;1,09;0,12
11.049;0,02;1,09;-0,03;-0,06;-0,06;-0,12;1,09;0,15
11.107;0,02;1,09;-0,03;-0,06;-0,06;-0,12;1,09;0,15
11.118;0,02;1,09;-0,03;-0,02;-0,11;-0,11;1,09;0,16
11.146;0,03;1,10;-0,04;-0,02;-0,11;-0,11;1,10;0,16
11.188;0,03;1,10;-0,04;0,09;0,04;0,12;1,10;0,16
11.206;0,03;1,09;-0,03;0,09;0,04;0,12;1,09;0,16
11.246;0,03;1,09;-0,02;0,09;0,04;0,12;1,09;0,16
11.259;0,03;1,09;-0,02;-0,02;0,04;0,03;1,09;0,05
11.305;0,03;1,09;-0,03;-0,02;0,04;0,03;1,09;0,05
11.328;0,03;1,09;-0,03;-0,02;0,02;0,01;1,09;0,03
11.346;0,03;1,09;-0,03;-0,02;0,02;0,01;1,09;0,03
11.406;0,03;1,09;-0,03;-0,02;0,02;0,01;1,09;0,03
11.414;0,03;1,09;-0,03;0,03;-0,02;0,02;1,09;0,04
11.446;0,03;1,09;-0,03;0,03;-0,02;0,02;1,09;0,04
11.467;0,03;1,09;-0,03;0,06;0,01;0,01;1,09;0,06
11.499;0,03;1,09;-0,03;0,06;0,01;0,01;1,09;0,06
11.537;0,03;1,09;-0,03;-0,03;0,07;0,00;1,09;0,08
11.546;0,03;1,09;-0,03;-0,03;0,07;0,00;1,09;0,08
11.596;0,02;1,10;-0,04;-0,03;0,07;0,00;1,10;0,08
11.614;0,02;1,10;-0,04;-0,03;0,20;0,05;1,10;0,21
11.703;0,03;1,09;-0,04;-0,03;0,20;0,05;1,09;0,21
11.704;0,03;1,09;-0,04;0,11;0,00;0,04;1,09;0,12
11.705;0,03;1,08;-0,03;0,11;0,00;0,04;1,08;0,12
11.746;0,04;1,09;-0,02;0,11;0,00;0,04;1,09;0,12
11.748;0,04;1,09;-0,02;0,15;-0,41;-0,06;1,09;0,44
11.796;0,05;1,09;-0,04;0,15;-0,41;-0,06;1,09;0,44
11.818;0,05;1,09;-0,04;-0,14;-0,24;-0,02;1,09;0,28
11.846;0,04;1,09;-0,06;-0,14;-0,24;-0,02;1,09;0,28
11.888;0,04;1,09;-0,06;-0,13;0,18;0,05;1,09;0,23
11.896;0,04;1,10;-0,05;-0,13;0,18;0,05;1,10;0,23
11.946;0,04;1,08;-0,04;-0,13;0,18;0,05;1,08;0,23
11.958;0,04;1,08;-0,04;0,13;-0,09;0,23;1,08;0,28
11.996;0,03;1,08;-0,04;0,13;-0,09;0,23;1,08;0,28
12.028;0,03;1,08;-0,04;0,22;-0,39;-0,07;1,08;0,45
12.046;0,03;1,09;-0,04;0,22;-0,39;-0,07;1,09;0,45
12.096;0,04;1,10;-0,06;0,22;-0,39;-0,07;1,10;0,45
12.098;0,04;1,10;-0,06;-0,10;-0,24;-0,17;1,10;0,31
12.146;0,04;1,10;-0,06;-0,10;-0,24;-0,17;1,10;0,31
12.168;0,04;1,10;-0,06;-0,12;0,17;-0,02;1,10;0,21
12.196;0,04;1,09;-0,05;-0,12;0,17;-0,02;1,09;0,21
12.238;0,04;1,09;-0,05;0,04;0,19;0,01;1,09;0,19
12.246;0,04;1,09;-0,04;0,04;0,19;0,01;1,09;0,19
12.296;0,03;1,09;-0,04;0,04;0,19;0,01;1,09;0,19
12.32;0,03;1,09;-0,04;-0,02;-0,02;0,02;1,09;0,03
12.346;0,04;1,09;-0,05;-0,02;-0,02;0,02;1,09;0,03
12.378;0,04;1,09;-0,05;-0,09;0,03;0,01;1,09;0,10
12.396;0,04;1,08;-0,06;-0,09;0,03;0,01;1,08;0,10
12.446;0,04;1,09;-0,04;-0,09;0,03;0,01;1,09;0,10
12.45;0,04;1,09;-0,04;0,06;-0,02;0,00;1,09;0,06
12.496;0,04;1,09;-0,04;0,06;-0,02;0,00;1,09;0,06
12.523;0,04;1,09;-0,04;0,08;-0,11;0,01;1,09;0,14
12.546;0,03;1,09;-0,04;0,08;-0,11;0,01;1,09;0,14
12.588;0,03;1,09;-0,04;-0,12;-0,02;-0,09;1,09;0,15
12.596;0,03;1,09;-0,04;-0,12;-0,02;-0,09;1,09;0,15
12.646;0,02;1,09;-0,06;-0,12;-0,02;-0,09;1,09;0,15
12.66;0,02;1,09;-0,06;-0,10;-0,04;0,00;1,09;0,11
12.696;0,02;1,09;-0,06;-0,10;-0,04;0,00;1,09;0,11
12.727;0,02;1,09;-0,06;0,17;-0,09;-0,06;1,09;0,20
12.746;0,03;1,09;-0,04;0,17;-0,09;-0,06;1,09;0,20
12.796;0,04;1,10;-0,04;0,17;-0,09;-0,06;1,10;0,20
12.798;0,04;1,10;-0,04;-0,03;0,11;-0,04;1,10;0,12
12.846;0,04;1,10;-0,05;-0,03;0,11;-0,04;1,10;0,12
12.868;0,04;1,10;-0,05;-0,06;0,44;0,09;1,10;0,45
12.896;0,04;1,09;-0,05;-0,06;0,44;0,09;1,09;0,45
12.94;0,04;1,09;-0,05;0,01;0,35;-0,06;1,09;0,36
12.946;0,01;1,08;-0,02;0,01;0,35;-0,06;1,08;0,36
12.996;0,03;1,09;-0,04;0,01;0,35;-0,06;1,09;0,36
13.01;0,03;1,09;-0,04;-0,17;-0,03;-0,18;1,09;0,25
13.046;0,03;1,10;-0,05;-0,17;-0,03;-0,18;1,10;0,25
13.077;0,03;1,10;-0,05;0,04;-0,06;-0,01;1,10;0,07
13.096;0,02;1,10;-0,05;0,04;-0,06;-0,01;1,10;0,07
13.146;0,01;1,10;-0,04;0,04;-0,06;-0,01;1,10;0,07
13.15;0,01;1,10;-0,04;0,13;0,25;0,12;1,10;0,31
13.196;0,01;1,09;-0,02;0,13;0,25;0,12;1,09;0,31
13.217;0,01;1,09;-0,02;-0,15;0,09;0,03;1,09;0,18
13.246;0,01;1,08;-0,03;-0,15;0,09;0,03;1,08;0,18
13.288;0,01;1,08;-0,03;-0,17;-0,14;-0,18;1,08;0,28
13.296;0,02;1,09;-0,04;-0,17;-0,14;-0,18;1,09;0,28
13.346;0,02;1,09;-0,04;-0,17;-0,14;-0,18;1,09;0,28
13.36;0,02;1,09;-0,04;0,09;-0,09;-0,01;1,09;0,13
13.396;0,02;1,09;-0,03;0,09;-0,09;-0,01;1,09;0,13
13.438;0,02;1,09;-0,03;0,13;0,05;0,01;1,09;0,14
13.446;0,02;1,10;-0,02;0,13;0,05;0,01;1,10;0,14
13.496;0,01;1,08;-0,03;0,13;0,05;0,01;1,08;0,14
13.5;0,01;1,08;-0,03;-0,08;0,11;0,06;1,08;0,15
13.546;0,02;1,10;-0,03;-0,08;0,11;0,06;1,10;0,15
13.568;0,02;1,10;-0,03;-0,02;-0,01;0,03;1,10;0,04
13.596;0,03;1,09;-0,03;-0,02;-0,01;0,03;1,09;0,04
13.643;0,03;1,09;-0,03;0,07;-0,13;0,04;1,09;0,15
13.646;0,02;1,09;-0,03;0,07;-0,13;0,04;1,09;0,15
13.696;0,02;1,09;-0,03;0,07;-0,13;0,04;1,09;0,15
13.709;0,02;1,09;-0,03;-0,02;-0,09;-0,04;1,09;0,10
13.751;0,02;1,09;-0,03;-0,02;-0,09;-0,04;1,09;0,10
13.778;0,02;1,09;-0,03;-0,08;0,06;-0,04;1,09;0,11
13.796;0,02;1,09;-0,03;-0,08;0,06;-0,04;1,09;0,11
13.847;0,02;1,09;-0,03;-0,08;0,06;-0,04;1,09;0,11
13.851;0,02;1,09;-0,03;0,00;0,08;0,03;1,09;0,09
13.896;0,02;1,08;-0,04;0,00;0,08;0,03;1,08;0,09
13.918;0,02;1,08;-0,04;0,11;0,05;-0,08;1,08;0,14
13.946;0,02;1,09;-0,04;0,11;0,05;-0,08;1,09;0,14
13.988;0,02;1,09;-0,04;0,05;0,02;-0,08;1,09;0,10
13.996;0,01;1,10;-0,05;0,05;0,02;-0,08;1,10;0,10
14.046;0,01;1,10;-0,04;0,05;0,02;-0,08;1,10;0,10
14.058;0,01;1,10;-0,04;0,03;0,11;0,08;1,10;0,14
14.096;0,02;1,09;-0,04;0,03;0,11;0,08;1,09;0,14
14.139;0,02;1,09;-0,04;0,01;0,11;0,07;1,09;0,13
14.146;0,02;1,09;-0,04;0,01;0,11;0,07;1,09;0,13
14.196;0,02;1,09;-0,04;0,01;0,11;0,07;1,09;0,13
14.2;0,02;1,09;-0,04;-0,04;0,11;0,04;1,09;0,12
14.246;0,02;1,09;-0,04;-0,04;0,11;0,04;1,09;0,12
14.267;0,02;1,09;-0,04;-0,05;0,01;-0,05;1,09;0,07
14.296;0,02;1,09;-0,04;-0,05;0,01;-0,05;1,09;0,07
14.339;0,02;1,09;-0,04;-0,02;-0,04;-0,01;1,09;0,05
14.347;0,02;1,09;-0,04;-0,02;-0,04;-0,01;1,09;0,05
14.396;0,02;1,09;-0,04;-0,02;-0,04;-0,01;1,09;0,05
14.411;0,02;1,09;-0,04;0,01;-0,10;0,08;1,09;0,13
14.453;0,01;1,08;-0,04;0,01;-0,10;0,08;1,08;0,13
14.478;0,01;1,08;-0,04;0,01;0,01;-0,01;1,08;0,02
14.496;0,01;1,09;-0,03;0,01;0,01;-0,01;1,09;0,02
14.547;0,02;1,09;-0,04;0,01;0,01;-0,01;1,09;0,02
14.597;0,02;1,09;-0,04;-0,07;-0,02;-0,04;1,09;0,08
14.598;0,02;1,09;-0,04;-0,07;-0,02;-0,04;1,09;0,08
14.618;0,02;1,09;-0,04;-0,04;0,01;-0,02;1,09;0,05
14.646;0,01;1,09;-0,03;-0,04;0,01;-0,02;1,09;0,05
14.689;0,01;1,09;-0,03;0,03;-0,10;0,03;1,09;0,11
14.696;0,02;1,09;-0,03;0,03;-0,10;0,03;1,09;0,11
14.746;0,02;1,08;-0,03;0,03;-0,10;0,03;1,08;0,11
14.759;0,02;1,08;-0,03;-0,03;-0,14;-0,08;1,08;0,16
14.796;0,03;1,09;-0,04;-0,03;-0,14;-0,08;1,09;0,16
14.837;0,03;1,09;-0,04;-0,03;-0,02;-0,05;1,09;0,06
14.846;0,03;1,09;-0,05;-0,03;-0,02;-0,05;1,09;0,06
14.896;0,02;1,10;-0,04;-0,03;-0,02;-0,05;1,10;0,06
14.899;0,02;1,10;-0,04;0,05;0,14;0,09;1,10;0,17
14.946;0,02;1,09;-0,03;0,05;0,14;0,09;1,09;0,17
14.968;0,02;1,09;-0,03;-0,01;0,02;0,04;1,09;0,05
14.996;0,02;1,09;-0,02;-0,01;0,02;0,04;1,09;0,05
15.042;0,02;1,09;-0,02;-0,07;-0,26;0,02;1,09;0,27
15.046;0,03;1,09;-0,03;-0,07;-0,26;0,02;1,09;0,27
15.096;0,02;1,09;-0,04;-0,07;-0,26;0,02;1,09;0,27
15.108;0,02;1,09;-0,04;-0,03;-0,19;-0,01;1,09;0,19
15.159;0,02;1,09;-0,03;-0,03;-0,19;-0,01;1,09;0,19
15.178;0,02;1,09;-0,03;0,04;0,06;0,01;1,09;0,07
15.196;0,02;1,09;-0,03;0,04;0,06;0,01;1,09;0,07
15.246;0,02;1,09;-0,03;0,04;0,06;0,01;1,09;0,07
15.249;0,02;1,09;-0,03;-0,02;0,02;-0,01;1,09;0,03
15.296;0,03;1,09;-0,03;-0,02;0,02;-0,01;1,09;0,03
15.318;0,03;1,09;-0,03;-0,01;0,05;0,01;1,09;0,05
15.359;0,02;1,09;-0,03;-0,01;0,05;0,01;1,09;0,05
15.388;0,02;1,09;-0,03;0,05;0,00;-0,01;1,09;0,05
15.396;0,03;1,09;-0,03;0,05;0,00;-0,01;1,09;0,05
15.446;0,02;1,09;-0,03;0,05;0,00;-0,01;1,09;0,05
15.458;0,02;1,09;-0,03;0,01;-0,07;-0,05;1,09;0,09
15.496;0,02;1,09;-0,03;0,01;-0,07;-0,05;1,09;0,09
15.533;0,02;1,09;-0,03;-0,05;-0,06;-0,06;1,09;0,10
15.547;0,02;1,09;-0,04;-0,05;-0,06;-0,06;1,09;0,10
15.596;0,02;1,09;-0,04;-0,05;-0,06;-0,06;1,09;0,10
15.599;0,02;1,09;-0,04;-0,01;0,02;-0,01;1,09;0,02
15.646;0,02;1,09;-0,03;-0,01;0,02;-0,01;1,09;0,02
15.667;0,02;1,09;-0,03;-0,02;-0,04;0,00;1,09;0,04
15.696;0,02;1,09;-0,03;-0,02;-0,04;0,00;1,09;0,04
15.741;0,02;1,09;-0,03;0,00;-0,03;0,01;1,09;0,03
15.746;0,02;1,09;-0,03;0,00;-0,03;0,01;1,09;0,03
15.796;0,02;1,10;-0,02;0,00;-0,03;0,01;1,10;0,03
15.809;0,02;1,10;-0,02;-0,03;0,07;0,08;1,10;0,11
15.859;0,00;1,08;-0,03;-0,03;0,07;0,08;1,08;0,11
15.878;0,00;1,08;-0,03;-0,08;-0,05;-0,01;1,08;0,09
15.896;0,01;1,08;-0,03;-0,08;-0,05;-0,01;1,08;0,09
15.951;0,01;1,09;-0,03;-0,08;-0,05;-0,01;1,09;0,09
15.953;0,01;1,09;-0,03;0,09;-0,24;-0,14;1,09;0,29
15.996;0,02;1,09;-0,03;0,09;-0,24;-0,14;1,09;0,29
16.018;0,02;1,09;-0,03;0,09;-0,35;-0,14;1,09;0,39
16.049;0,02;1,09;-0,03;0,09;-0,35;-0,14;1,09;0,39
16.088;0,02;1,09;-0,03;0,09;-0,32;-0,01;1,09;0,33
16.096;0,00;1,09;-0,03;0,09;-0,32;-0,01;1,09;0,33
16.159;0,01;1,09;-0,02;0,09;-0,32;-0,01;1,09;0,33
16.162;0,01;1,09;-0,02;-0,12;-0,20;-0,12;1,09;0,26
16.196;-0,01;1,10;-0,03;-0,12;-0,20;-0,12;1,10;0,26
16.227;-0,01;1,10;-0,03;-0,16;-0,13;-0,02;1,10;0,21
16.252;0,02;1,09;-0,04;-0,16;-0,13;-0,02;1,09;0,21
16.296;0,03;1,09;-0,04;-0,16;-0,13;-0,02;1,09;0,21
16.299;0,03;1,09;-0,04;0,00;0,10;-0,04;1,09;0,11
16.352;-0,01;1,09;-0,03;0,00;0,10;-0,04;1,09;0,11
16.368;-0,01;1,09;-0,03;0,02;0,23;-0,05;1,09;0,24
16.396;-0,02;1,10;-0,01;0,02;0,23;-0,05;1,10;0,24
16.438;-0,02;1,10;-0,01;-0,09;0,00;0,03;1,10;0,09
16.461;-0,01;1,10;-0,03;-0,09;0,00;0,03;1,10;0,09
16.496;-0,01;1,09;-0,03;-0,09;0,00;0,03;1,09;0,09
16.508;-0,01;1,09;-0,03;0,01;0,13;-0,07;1,09;0,15
16.554;0,02;1,10;-0,03;0,01;0,13;-0,07;1,10;0,15
16.578;0,02;1,10;-0,03;0,02;0,22;0,08;1,10;0,23
16.596;0,00;1,09;-0,04;0,02;0,22;0,08;1,09;0,23
16.65;-0,01;1,09;-0,03;0,02;0,22;0,08;1,09;0,23
16.652;-0,01;1,09;-0,03;-0,03;0,34;0,12;1,09;0,36
16.696;0,00;1,09;-0,03;-0,03;0,34;0,12;1,09;0,36
16.717;0,00;1,09;-0,03;0,09;0,27;0,11;1,09;0,31
16.754;0,00;1,09;-0,01;0,09;0,27;0,11;1,09;0,31
16.787;0,00;1,09;-0,01;-0,01;0,05;-0,04;1,09;0,06
16.795;0,01;1,10;-0,02;-0,01;0,05;-0,04;1,10;0,06
16.849;0,00;1,08;-0,03;-0,01;0,05;-0,04;1,08;0,06
16.861;0,00;1,08;-0,03;-0,04;0,01;0,01;1,08;0,04
16.896;0,01;1,09;-0,04;-0,04;0,01;0,01;1,09;0,04
16.927;0,01;1,09;-0,04;0,06;0,12;0,04;1,09;0,14
16.946;0,02;1,09;-0,02;0,06;0,12;0,04;1,09;0,14
16.996;0,02;1,09;-0,02;0,06;0,12;0,04;1,09;0,14
17.0;0,02;1,09;-0,02;-0,02;0,10;0,02;1,09;0,10
17.052;0,02;1,09;-0,03;-0,02;0,10;0,02;1,09;0,10
17.068;0,02;1,09;-0,03;-0,06;0,13;0,04;1,09;0,15
17.096;0,03;1,09;-0,03;-0,06;0,13;0,04;1,09;0,15
17.138;0,03;1,09;-0,03;0,02;0,07;0,05;1,09;0,09
17.156;0,02;1,09;-0,02;0,02;0,07;0,05;1,09;0,09
17.196;0,02;1,09;-0,03;0,02;0,07;0,05;1,09;0,09
17.208;0,02;1,09;-0,03;0,04;-0,01;0,03;1,09;0,05
17.255;0,03;1,09;-0,03;0,04;-0,01;0,03;1,09;0,05
17.278;0,03;1,09;-0,03;-0,02;0,00;0,04;1,09;0,04
17.296;0,02;1,09;-0,03;-0,02;0,00;0,04;1,09;0,04
17.355;0,02;1,09;-0,03;-0,02;0,00;0,04;1,09;0,04
17.362;0,02;1,09;-0,03;0,01;0,07;0,02;1,09;0,07
17.396;0,03;1,09;-0,03;0,01;0,07;0,02;1,09;0,07
17.418;0,03;1,09;-0,03;-0,03;0,07;0,02;1,09;0,08
17.459;0,03;1,09;-0,04;-0,03;0,07;0,02;1,09;0,08
17.53;0,03;1,09;-0,04;0,05;0,00;-0,01;1,09;0,05
17.53;0,03;1,09;-0,03;0,05;0,00;-0,01;1,09;0,05
17.546;0,04;1,09;-0,02;0,05;0,00;-0,01;1,09;0,05
17.566;0,04;1,09;-0,02;0,00;0,08;0,04;1,09;0,09
17.596;0,03;1,09;-0,03;0,00;0,08;0,04;1,09;0,09
17.628;0,03;1,09;-0,03;-0,05;0,00;0,00;1,09;0,05
17.645;0,03;1,09;-0,03;-0,05;0,00;0,00;1,09;0,05
17.696;0,03;1,09;-0,03;-0,05;0,00;0,00;1,09;0,05
17.699;0,03;1,09;-0,03;0,01;-0,10;-0,02;1,09;0,10
17.756;0,04;1,09;-0,04;0,01;-0,10;-0,02;1,09;0,10
17.768;0,04;1,09;-0,04;0,01;-0,06;-0,03;1,09;0,07
17.796;0,03;1,09;-0,04;0,01;-0,06;-0,03;1,09;0,07
17.838;0,03;1,09;-0,04;-0,02;0,15;0,03;1,09;0,15
17.846;0,03;1,09;-0,03;-0,02;0,15;0,03;1,09;0,15
17.866;0,03;1,09;-0,03;-0,02;0,15;0,03;1,09;0,15
17.888;0,02;1,08;-0,03;-0,02;0,15;0,03;1,08;0,15
17.907;0,02;1,09;-0,03;-0,02;0,15;0,03;1,09;0,15
17.913;0,02;1,09;-0,03;0,05;0,09;0,04;1,09;0,11
17.927;0,02;1,09;-0,03;0,05;0,09;0,04;1,09;0,11
17.946;0,02;1,09;-0,03;0,05;0,09;0,04;1,09;0,11
17.978;0,02;1,09;-0,03;0,05;0,09;0,04;1,09;0,11
17.979;0,02;1,09;-0,03;-0,05;0,01;-0,05;1,09;0,07
17.986;0,02;1,09;-0,03;-0,05;0,01;-0,05;1,09;0,07
18.006;0,02;1,09;-0,04;-0,05;0,01;-0,05;1,09;0,07
18.026;0,03;1,10;-0,04;-0,05;0,01;-0,05;1,10;0,07
18.046;0,04;1,10;-0,04;-0,05;0,01;-0,05;1,10;0,07
18.05;0,04;1,10;-0,04;-0,06;0,00;-0,01;1,10;0,06
18.075;0,04;1,09;-0,04;-0,06;0,00;-0,01;1,09;0,06
18.086;0,03;1,09;-0,03;-0,06;0,00;-0,01;1,09;0,06
18.106;0,03;1,08;-0,03;-0,06;0,00;-0,01;1,08;0,06
18.117;0,03;1,08;-0,03;0,11;0,01;0,07;1,08;0,13
18.127;0,03;1,09;-0,03;0,11;0,01;0,07;1,09;0,13
18.146;0,03;1,09;-0,03;0,11;0,01;0,07;1,09;0,13
18.174;0,03;1,09;-0,02;0,11;0,01;0,07;1,09;0,13
18.186;0,03;1,09;-0,02;0,11;0,01;0,07;1,09;0,13
18.193;0,03;1,09;-0,02;0,07;-0,01;-0,02;1,09;0,07
18.21;0,04;1,09;-0,03;0,07;-0,01;-0,02;1,09;0,07
18.226;0,04;1,09;-0,02;0,07;-0,01;-0,02;1,09;0,07
18.246;0,04;1,09;-0,03;0,07;-0,01;-0,02;1,09;0,07
18.268;0,04;1,09;-0,03;-0,04;-0,09;-0,03;1,09;0,10
18.278;0,04;1,09;-0,05;-0,04;-0,09;-0,03;1,09;0,10
18.286;0,04;1,09;-0,05;-0,04;-0,09;-0,03;1,09;0,10
18.306;0,04;1,09;-0,04;-0,04;-0,09;-0,03;1,09;0,10
18.326;0,03;1,09;-0,04;-0,04;-0,09;-0,03;1,09;0,10
18.33;0,03;1,09;-0,04;0,01;0,01;-0,02;1,09;0,02
18.346;0,03;1,09;-0,04;0,01;0,01;-0,02;1,09;0,02
18.371;0,03;1,09;-0,04;0,01;0,01;-0,02;1,09;0,02
18.386;0,03;1,09;-0,04;0,01;0,01;-0,02;1,09;0,02
18.398;0,03;1,09;-0,04;0,02;0,06;0,01;1,09;0,06
18.41;0,03;1,09;-0,04;0,02;0,06;0,01;1,09;0,06
18.426;0,03;1,02;-0,03;0,02;0,06;0,01;1,02;0,06
18.475;0,03;1,02;-0,03;-0,01;0,06;0,01;1,02;0,06
18.477;0,03;1,10;-0,04;-0,01;0,06;0,01;1,10;0,06
18.526;0,03;1,09;-0,04;-0,01;0,06;0,01;1,09;0,06
18.538;0,03;1,09;-0,04;-0,01;0,03;-0,02;1,09;0,04
18.576;0,03;1,10;-0,04;-0,01;0,03;-0,02;1,10;0,04
18.608;0,03;1,10;-0,04;-0,01;0,00;0,05;1,10;0,05
18.626;0,02;1,09;-0,04;-0,01;0,00;0,05;1,09;0,05
18.679;0,02;1,08;-0,04;-0,01;0,00;0,05;1,08;0,05
18.682;0,02;1,08;-0,04;0,01;-0,09;-0,05;1,08;0,10
18.726;0,03;1,09;-0,04;0,01;-0,09;-0,05;1,09;0,10
18.748;0,03;1,09;-0,04;0,00;-0,05;-0,05;1,09;0,07
18.776;0,03;1,09;-0,04;0,00;-0,05;-0,05;1,09;0,07
18.818;0,03;1,09;-0,04;0,02;0,05;0,03;1,09;0,06
18.826;0,03;1,09;-0,04;0,02;0,05;0,03;1,09;0,06
18.877;0,03;1,09;-0,04;0,02;0,05;0,03;1,09;0,06
18.888;0,03;1,09;-0,04;-0,02;0,05;0,06;1,09;0,08
18.926;0,04;1,09;-0,04;-0,02;0,05;0,06;1,09;0,08
18.968;0,04;1,09;-0,04;0,03;-0,04;-0,01;1,09;0,05
18.986;0,05;1,09;-0,04;0,03;-0,04;-0,01;1,09;0,05
19.026;0,04;1,09;-0,04;0,03;-0,04;-0,01;1,09;0,05
19.029;0,04;1,09;-0,04;0,05;0,00;0,02;1,09;0,05
19.076;0,03;1,09;-0,04;0,05;0,00;0,02;1,09;0,05
19.098;0,03;1,09;-0,04;-0,05;0,07;0,06;1,09;0,10
19.126;0,02;1,09;-0,04;-0,05;0,07;0,06;1,09;0,10
19.176;0,02;1,09;-0,04;-0,05;-0,01;-0,04;1,09;0,06
19.178;0,03;1,09;-0,05;-0,05;-0,01;-0,04;1,09;0,06
19.226;0,04;1,09;-0,05;-0,05;-0,01;-0,04;1,09;0,06
19.248;0,04;1,09;-0,05;0,06;-0,02;0,04;1,09;0,07
19.294;0,04;1,09;-0,05;0,06;-0,02;0,04;1,09;0,07
19.317;0,04;1,09;-0,05;0,07;0,04;0,06;1,09;0,10
19.327;0,03;1,09;-0,04;0,07;0,04;0,06;1,09;0,10
19.378;0,04;1,09;-0,04;0,07;0,04;0,06;1,09;0,10
19.387;0,04;1,09;-0,04;-0,09;0,11;-0,05;1,09;0,15
19.426;0,04;1,09;-0,04;-0,09;0,11;-0,05;1,09;0,15
19.458;0,04;1,09;-0,04;-0,04;0,01;0,03;1,09;0,05
19.481;0,04;1,09;-0,05;-0,04;0,01;0,03;1,09;0,05
19.526;0,04;1,08;-0,04;-0,04;0,01;0,03;1,08;0,05
19.53;0,04;1,08;-0,04;0,13;-0,06;0,00;1,08;0,14
19.584;0,04;1,09;-0,04;0,13;-0,06;0,00;1,09;0,14
19.598;0,04;1,09;-0,04;-0,10;-0,05;-0,06;1,09;0,13
19.626;0,04;1,09;-0,05;-0,10;-0,05;-0,06;1,09;0,13
19.668;0,04;1,09;-0,05;0,02;0,06;0,04;1,09;0,07
19.688;0,04;1,09;-0,04;0,02;0,06;0,04;1,09;0,07
19.726;0,04;1,09;-0,04;0,02;0,06;0,04;1,09;0,07
19.737;0,04;1,09;-0,04;0,01;-0,01;0,02;1,09;0,02
19.79;0,04;1,08;-0,04;0,01;-0,01;0,02;1,08;0,02
19.809;0,04;1,08;-0,04;-0,05;-0,03;-0,09;1,08;0,11
19.826;0,04;1,10;-0,04;-0,05;-0,03;-0,09;1,10;0,11
19.885;0,04;1,09;-0,04;-0,05;-0,03;-0,09;1,09;0,11
19.947;0,04;1,09;-0,04;-0,02;0,03;0,03;1,09;0,05
19.948;0,04;1,09;-0,04;-0,02;0,03;0,03;1,09;0,05
19.949;0,04;1,09;-0,04;0,01;-0,02;0,00;1,09;0,02
19.982;0,04;1,09;-0,04;0,01;-0,02;0,00;1,09;0,02
20.017;0,04;1,09;-0,04;0,01;-0,05;-0,03;1,09;0,06
20.026;0,04;1,09;-0,04;0,01;-0,05;-0,03;1,09;0,06
20.089;0,04;1,09;-0,04;0,01;-0,05;-0,03;1,09;0,06
20.091;0,04;1,09;-0,04;-0,03;-0,02;-0,03;1,09;0,05
20.126;0,03;1,09;-0,05;-0,03;-0,02;-0,03;1,09;0,05
20.159;0,03;1,09;-0,05;0,00;-0,01;0,00;1,09;0,01
20.176;0,03;1,09;-0,04;0,00;-0,01;0,00;1,09;0,01
20.227;0,04;1,09;-0,04;0,00;-0,01;0,00;1,09;0,01
20.229;0,04;1,09;-0,04;0,04;0,04;0,00;1,09;0,06
20.285;0,04;1,09;-0,04;0,04;0,04;0,00;1,09;0,06
20.3;0,04;1,09;-0,04;-0,04;0,02;-0,02;1,09;0,05
20.326;0,04;1,09;-0,04;-0,04;0,02;-0,02;1,09;0,05
20.368;0,04;1,09;-0,04;-0,01;-0,05;-0,02;1,09;0,05
20.392;0,04;1,09;-0,05;-0,01;-0,05;-0,02;1,09;0,05
20.426;0,04;1,09;-0,04;-0,01;-0,05;-0,02;1,09;0,05
20.437;0,04;1,09;-0,04;0,03;-0,01;0,00;1,09;0,03
20.49;0,03;1,09;-0,04;0,03;-0,01;0,00;1,09;0,03
20.512;0,03;1,09;-0,04;-0,03;-0,01;-0,01;1,09;0,03
20.528;0,04;1,09;-0,04;-0,03;-0,01;-0,01;1,09;0,03
20.584;0,03;1,09;-0,04;-0,03;-0,01;-0,01;1,09;0,03
20.586;0,03;1,09;-0,04;0,00;0,02;0,03;1,09;0,04
20.626;0,03;1,09;-0,04;0,00;0,02;0,03;1,09;0,04
20.647;0,03;1,09;-0,04;0,03;-0,01;-0,02;1,09;0,04
20.685;0,03;1,09;-0,04;0,03;-0,01;-0,02;1,09;0,04
