time;x;y;z;gx;gy;gz;result_v;result_g
94.886;-0,75;-0,01;0,58;0;0;0,01;0,948156105;0,01
94.909;-0,75;0;0,58;0;0;0,01;0,94810337;0,01
94.941;-0,75;0;0,58;0,01;0,01;0,02;0,94810337;0,024494897
94.959;-0,76;0,01;0,57;0,01;0,01;0,02;0,95005263;0,024494897
95.009;-0,76;0,01;0,57;0,01;0,01;0,02;0,95005263;0,024494897
95.014;-0,76;0,01;0,57;0;0;0;0,95005263;0
95.059;-0,76;0;0,57;0;0;0;0,95;0
95.087;-0,76;0;0,57;-0,01;0;-0,01;0,95;0,014142136
95.109;-0,76;0;0,58;-0,01;0;-0,01;0,956033472;0,014142136
95.151;-0,76;0;0,58;0;0;0;0,956033472;0
95.159;-0,76;-0,01;0,58;0;0;0;0,95608577;0
95.209;-0,76;0;0,57;0;0;0;0,95;0
95.221;-0,76;0;0,57;0,01;0;0,01;0,95;0,014142136
95.259;-0,76;0;0,57;0,01;0;0,01;0,95;0,014142136
95.291;-0,76;0;0,57;0,01;0;0,01;0,95;0,014142136
95.309;-0,76;0,01;0,57;0,01;0;0,01;0,95005263;0,014142136
95.36;-0,76;0,01;0,57;0,01;0;0,01;0,95005263;0,014142136
95.364;-0,76;0,01;0,57;0;0;-0,01;0,95005263;0,01
95.409;-0,76;0;0,57;0;0;-0,01;0,95;0,01
95.431;-0,76;0;0,57;-0,01;0;-0,01;0,95;0,014142136
95.459;-0,76;0;0,57;-0,01;0;-0,01;0,95;0,014142136
95.503;-0,76;0;0,57;-0,01;0;-0,01;0,95;0,014142136
95.509;-0,76;0;0,57;-0,01;0;-0,01;0,95;0,014142136
95.559;-0,76;-0,01;0,58;-0,01;0;-0,01;0,95608577;0,014142136
95.591;-0,76;-0,01;0,58;-0,01;0;0,01;0,95608577;0,014142136
95.609;-0,76;-0,01;0,57;-0,01;0;0,01;0,95005263;0,014142136
95.641;-0,76;-0,01;0,57;0,01;0;0,03;0,95005263;0,031622777
95.659;-0,76;0,01;0,57;0,01;0;0,03;0,95005263;0,031622777
95.71;-0,76;0,01;0,57;0,01;0;0,03;0,95005263;0,031622777
95.712;-0,76;0,01;0,57;0;0;0,01;0,95005263;0,01
95.759;-0,76;0,01;0,57;0;0;0,01;0,95005263;0,01
95.781;-0,76;0,01;0,57;-0,01;0;-0,01;0,95005263;0,014142136
95.81;-0,76;0;0,58;-0,01;0;-0,01;0,956033472;0,014142136
95.851;-0,76;0;0,58;-0,01;0;0;0,956033472;0,01
95.859;-0,76;0;0,57;-0,01;0;0;0,95;0,01
95.909;-0,76;0;0,57;-0,01;0;0;0,95;0,01
95.922;-0,76;0;0,57;0,01;0;0,01;0,95;0,014142136
95.959;-0,75;0;0,57;0,01;0;0,01;0,942019108;0,014142136
95.997;-0,75;0;0,57;0,01;0;0,01;0,942019108;0,014142136
96.009;-0,76;0;0,58;0,01;0;0,01;0,956033472;0,014142136
96.06;-0,76;0;0,58;0,01;0;0,01;0,956033472;0,014142136
96.062;-0,76;0;0,58;0,01;0;0,02;0,956033472;0,02236068
96.11;-0,77;0,01;0,57;0,01;0;0,02;0,958070979;0,02236068
96.131;-0,77;0,01;0,57;0,01;0;0,01;0,958070979;0,014142136
96.159;-0,76;0;0,57;0,01;0;0,01;0,95;0,014142136
96.201;-0,76;0;0,57;0,01;0;0,01;0,95;0,014142136
96.209;-0,76;0,01;0,58;0,01;0;0,01;0,95608577;0,014142136
96.259;-0,76;0,01;0,58;0,01;0;0,01;0,95608577;0,014142136
96.273;-0,76;0,01;0,58;0;0;0,01;0,95608577;0,01
96.309;-0,76;0,01;0,57;0;0;0,01;0,95005263;0,01
96.358;-0,76;0,01;0,57;0;0;0;0,95005263;0
96.359;-0,76;0,01;0,57;0;0;0;0,95005263;0
96.41;-0,76;0,01;0,57;0;0;0;0,95005263;0
96.412;-0,76;0,01;0,57;-0,01;0;-0,01;0,95005263;0,014142136
96.459;-0,76;0,01;0,58;-0,01;0;-0,01;0,95608577;0,014142136
96.481;-0,76;0,01;0,58;-0,01;0;-0,01;0,95608577;0,014142136
96.509;-0,76;0;0,57;-0,01;0;-0,01;0,95;0,014142136
96.551;-0,76;0;0,57;-0,01;0;0;0,95;0,01
96.559;-0,76;0;0,57;-0,01;0;0;0,95;0,01
96.609;-0,76;0;0,57;-0,01;0;0;0,95;0,01
96.623;-0,76;0;0,57;0;0;0;0,95;0
96.659;-0,76;0,01;0,58;0;0;0;0,95608577;0
96.705;-0,76;0,01;0,58;0;0;0,01;0,95608577;0,01
96.709;-0,76;0,01;0,57;0;0;0,01;0,95005263;0,01
96.759;-0,76;0,01;0,57;0;0;0,01;0,95005263;0,01
96.762;-0,76;0,01;0,57;0;0;0;0,95005263;0
96.809;-0,76;0,01;0,57;0;0;0;0,95005263;0
96.831;-0,76;0,01;0,57;0;0;0;0,95005263;0
96.859;-0,76;0,01;0,58;0;0;0;0,95608577;0
96.903;-0,76;0,01;0,58;-0,01;0;-0,01;0,95608577;0,014142136
96.909;-0,76;0,01;0,57;-0,01;0;-0,01;0,95005263;0,014142136
96.959;-0,76;0,01;0,57;-0,01;0;-0,01;0,95005263;0,014142136
96.972;-0,76;0,01;0,57;-0,01;0;-0,01;0,95005263;0,014142136
97.017;-0,76;0,01;0,58;-0,01;0;-0,01;0,95608577;0,014142136
97.041;-0,76;0,01;0,58;-0,01;0;0;0,95608577;0,01
97.059;-0,76;0,01;0,58;-0,01;0;0;0,95608577;0,01
97.11;-0,76;0,01;0,57;-0,01;0;0;0,95005263;0,01
97.112;-0,76;0,01;0,57;-0,01;0;0;0,95005263;0,01
97.159;-0,76;0,01;0,57;-0,01;0;0;0,95005263;0,01
97.182;-0,76;0,01;0,57;0;0;0;0,95005263;0
97.21;-0,76;0,01;0,57;0;0;0;0,95005263;0
97.251;-0,76;0,01;0,57;0;0;0;0,95005263;0
97.259;-0,76;0,01;0,57;0;0;0;0,95005263;0
97.309;-0,76;0,01;0,58;0;0;0;0,95608577;0
97.321;-0,76;0,01;0,58;0;0;0;0,95608577;0
97.359;-0,76;0,01;0,57;0;0;0;0,95005263;0
97.401;-0,76;0,01;0,57;0;0;0;0,95005263;0
97.41;-0,76;0,01;0,57;0;0;0;0,95005263;0
97.459;-0,76;0,01;0,57;0;0;0;0,95005263;0
97.462;-0,76;0,01;0,57;0;0;0;0,95005263;0
97.509;-0,76;0,01;0,57;0;0;0;0,95005263;0
97.531;-0,76;0,01;0,57;0;0;0;0,95005263;0
97.559;-0,76;0,01;0,57;0;0;0;0,95005263;0
97.604;-0,76;0,01;0,57;0;0;0;0,95005263;0
97.609;-0,76;0,01;0,57;0;0;0;0,95005263;0
97.659;-0,76;0,01;0,57;0;0;0;0,95005263;0
97.674;-0,76;0,01;0,57;0;0;0;0,95005263;0
97.719;-0,76;0,01;0,57;0;0;0;0,95005263;0
97.741;-0,76;0,01;0,57;0;0;0,01;0,95005263;0,01
97.759;-0,76;0,01;0,57;0;0;0,01;0,95005263;0,01
97.809;-0,76;0,01;0,57;0;0;0,01;0,95005263;0,01
97.813;-0,76;0,01;0,57;0;0;0;0,95005263;0
97.859;-0,76;0,01;0,57;0;0;0;0,95005263;0
97.881;-0,76;0,01;0,57;0;0;0,01;0,95005263;0,01
97.909;-0,76;0,01;0,57;0;0;0,01;0,95005263;0,01
97.951;-0,76;0,01;0,57;0,01;0;0,01;0,95005263;0,014142136
97.959;-0,76;0,01;0,57;0,01;0;0,01;0,95005263;0,014142136
98.009;-0,76;0,01;0,57;0,01;0;0,01;0,95005263;0,014142136
98.023;-0,76;0,01;0,57;0,01;0;0,01;0,95005263;0,014142136
98.059;-0,76;0,01;0,58;0,01;0;0,01;0,95608577;0,014142136
98.092;-0,76;0,01;0,58;0,01;0;0,02;0,95608577;0,02236068
98.117;-0,76;0,01;0,57;0,01;0;0,02;0,95005263;0,02236068
98.159;-0,76;0,02;0,57;0,01;0;0,02;0,950210503;0,02236068
98.165;-0,76;0,02;0,57;0,01;0;0,02;0,950210503;0,02236068
98.217;-0,76;0,02;0,57;0,01;0;0,02;0,950210503;0,02236068
98.231;-0,76;0,02;0,57;0,01;0;0,01;0,950210503;0,014142136
98.259;-0,76;0,02;0,57;0,01;0;0,01;0,950210503;0,014142136
98.313;-0,76;0,02;0,57;0,01;0,01;0,01;0,950210503;0,017320508
98.314;-0,76;0,02;0,57;0,01;0,01;0,01;0,950210503;0,017320508
98.359;-0,76;0,02;0,57;0,01;0,01;0,01;0,950210503;0,017320508
98.371;-0,76;0,02;0,57;0;0;0,01;0,950210503;0,01
98.414;-0,76;0,02;0,58;0;0;0,01;0,956242647;0,01
98.441;-0,76;0,02;0,58;0;0;0;0,956242647;0
98.459;-0,76;0,02;0,57;0;0;0;0,950210503;0
98.512;-0,77;0,02;0,57;0;0;0;0,95822753;0
98.52;-0,77;0,02;0,57;-0,01;0;0;0,95822753;0,01
98.559;-0,76;0,02;0,57;-0,01;0;0;0,950210503;0,01
98.581;-0,76;0,02;0,57;-0,01;0;-0,01;0,950210503;0,014142136
98.611;-0,76;0,02;0,58;-0,01;0;-0,01;0,956242647;0,014142136
98.652;-0,76;0,02;0,58;0;0;0,01;0,956242647;0,01
98.659;-0,76;0,02;0,58;0;0;0,01;0,956242647;0,01
98.709;-0,76;0,02;0,57;0;0;0,01;0,950210503;0,01
98.721;-0,76;0,02;0,57;0;0;0,01;0,950210503;0,01
98.759;-0,76;0,02;0,57;0;0;0,01;0,950210503;0,01
98.791;-0,76;0,02;0,57;0;0;0,01;0,950210503;0,01
98.81;-0,77;0,02;0,57;0;0;0,01;0,95822753;0,01
98.859;-0,77;0,01;0,56;0;0;0,01;0,952155449;0,01
98.862;-0,77;0,01;0,56;0,01;0;0;0,952155449;0,01
98.909;-0,76;0,03;0,58;0,01;0;0;0,956504051;0,01
98.931;-0,76;0,03;0,58;0;0;0;0,956504051;0
98.959;-0,76;0,03;0,58;0;0;0;0,956504051;0
99.009;-0,76;0,03;0,57;0;0;0;0,950473566;0
99.011;-0,76;0,03;0,57;-0,01;0;0,01;0,950473566;0,014142136
99.059;-0,77;0,02;0,56;-0,01;0;0,01;0,952312974;0,014142136
99.081;-0,77;0,02;0,56;-0,01;0;-0,01;0,952312974;0,014142136
99.111;-0,76;0,03;0,57;-0,01;0;-0,01;0,950473566;0,014142136
99.151;-0,76;0,03;0,57;-0,01;0;-0,01;0,950473566;0,014142136
99.159;-0,76;0,01;0,58;-0,01;0;-0,01;0,95608577;0,014142136
99.214;-0,76;0,01;0,58;-0,01;0;-0,01;0,95608577;0,014142136
99.222;-0,76;0,01;0,58;0,01;0;0,02;0,95608577;0,02236068
99.296;-0,76;0,02;0,57;0,01;0;0,02;0,950210503;0,02236068
99.298;-0,76;0,02;0,57;0,03;0,01;0,03;0,950210503;0,043588989
99.309;-0,76;0,02;0,57;0,03;0,01;0,03;0,950210503;0,043588989
99.359;-0,76;0,03;0,57;0,03;0,01;0,03;0,950473566;0,043588989
99.362;-0,76;0,03;0,57;0,02;0;0,03;0,950473566;0,036055513
99.412;-0,76;0,04;0,57;0,02;0;0,03;0,950841732;0,036055513
99.431;-0,76;0,04;0,57;0,02;0;0,03;0,950841732;0,036055513
99.459;-0,76;0,04;0,57;0,02;0;0,03;0,950841732;0,036055513
99.51;-0,76;0,04;0,57;0,01;0;0,02;0,950841732;0,02236068
99.511;-0,76;0,04;0,57;0,01;0;0,02;0,950841732;0,02236068
99.559;-0,76;0,04;0,57;0,01;0;0,02;0,950841732;0,02236068
99.571;-0,76;0,04;0,57;0,01;0;0,02;0,950841732;0,02236068
99.609;-0,76;0,04;0,57;0,01;0;0,02;0,950841732;0,02236068
99.641;-0,76;0,04;0,57;0,01;0;0,02;0,950841732;0,02236068
99.659;-0,76;0,04;0,57;0,01;0;0,02;0,950841732;0,02236068
99.709;-0,76;0,04;0,57;0,01;0;0,02;0,950841732;0,02236068
99.712;-0,76;0,04;0,57;0,02;0;0,02;0,950841732;0,028284271
99.759;-0,76;0,05;0,57;0,02;0;0,02;0,95131488;0,028284271
99.783;-0,76;0,05;0,57;0,01;0;0,02;0,95131488;0,02236068
99.809;-0,76;0,05;0,57;0,01;0;0,02;0,95131488;0,02236068
99.852;-0,76;0,05;0,57;0;0;0;0,95131488;0
99.859;-0,76;0,05;0,57;0;0;0;0,95131488;0
99.909;-0,76;0,05;0,57;0;0;0;0,95131488;0
99.937;-0,76;0,05;0,57;-0,01;0;-0,01;0,95131488;0,014142136
99.959;-0,77;0,04;0,57;-0,01;0;-0,01;0,958853482;0,014142136
99.991;-0,77;0,04;0,57;-0,02;0;-0,01;0,958853482;0,02236068
100.009;-0,77;0,04;0,57;-0,02;0;-0,01;0,958853482;0,02236068
100.059;-0,77;0,04;0,57;-0,02;0;-0,01;0,958853482;0,02236068
100.063;-0,77;0,04;0,57;-0,01;0;-0,01;0,958853482;0,014142136
100.109;-0,76;0,04;0,58;-0,01;0;-0,01;0,956869897;0,014142136
100.135;-0,76;0,04;0,58;0;0;0,01;0,956869897;0,01
100.159;-0,76;0,04;0,58;0;0;0,01;0,956869897;0,01
100.201;-0,76;0,04;0,58;0;0;0,01;0,956869897;0,01
100.209;-0,76;0,04;0,57;0;0;0,01;0,950841732;0,01
100.259;-0,77;0,05;0,57;0;0;0,01;0,959322678;0,01
100.272;-0,77;0,05;0,57;0;0;0,01;0,959322678;0,01
100.309;-0,76;0,04;0,57;0;0;0,01;0,950841732;0,01
100.341;-0,76;0,04;0,57;-0,01;0;-0,01;0,950841732;0,014142136
100.359;-0,77;0,04;0,57;-0,01;0;-0,01;0,958853482;0,014142136
100.41;-0,76;0,04;0,58;-0,01;0;-0,01;0,956869897;0,014142136
100.414;-0,76;0,04;0,58;-0,01;0;-0,01;0,956869897;0,014142136
100.459;-0,76;0,04;0,58;-0,01;0;-0,01;0,956869897;0,014142136
100.482;-0,76;0,04;0,58;-0,01;0;0;0,956869897;0,01
100.509;-0,76;0,03;0,57;-0,01;0;0;0,950473566;0,01
100.552;-0,76;0,03;0,57;0;0;0,01;0,950473566;0,01
100.559;-0,77;0,04;0,57;0;0;0,01;0,958853482;0,01
100.609;-0,77;0,04;0,57;0;0;0,01;0,958853482;0,01
100.637;-0,77;0,04;0,57;0;0;0,01;0,958853482;0,01
100.659;-0,76;0,04;0,58;0;0;0,01;0,956869897;0,01
100.691;-0,76;0,04;0,58;0;0;0;0,956869897;0
100.709;-0,76;0,04;0,57;0;0;0;0,950841732;0
100.759;-0,76;0,04;0,57;0;0;0;0,950841732;0
100.763;-0,76;0,04;0,57;-0,01;0;-0,01;0,950841732;0,014142136
100.809;-0,76;0,04;0,58;-0,01;0;-0,01;0,956869897;0,014142136
100.831;-0,76;0,04;0,58;-0,01;0;0;0,956869897;0,01
100.859;-0,77;0,03;0,57;-0,01;0;0;0,958488393;0,01
100.901;-0,77;0,03;0,57;-0,01;0;0;0,958488393;0,01
100.909;-0,77;0,04;0,57;-0,01;0;0;0,958853482;0,01
100.959;-0,76;0,04;0,58;-0,01;0;0;0,956869897;0,01
100.971;-0,76;0,04;0,58;0,01;0;0,01;0,956869897;0,014142136
101.009;-0,76;0,04;0,58;0,01;0;0,01;0,956869897;0,014142136
101.041;-0,76;0,04;0,58;0;0;0;0,956869897;0
101.059;-0,76;0,05;0,58;0;0;0;0,957340065;0
101.11;-0,77;0,04;0,57;0;0;0;0,958853482;0
101.114;-0,77;0,04;0,57;-0,01;0;-0,01;0,958853482;0,014142136
101.159;-0,77;0,04;0,57;-0,01;0;-0,01;0,958853482;0,014142136
101.182;-0,77;0,04;0,57;-0,01;0;-0,01;0,958853482;0,014142136
101.209;-0,76;0,04;0,58;-0,01;0;-0,01;0,956869897;0,014142136
101.252;-0,76;0,04;0,58;-0,01;0;-0,01;0,956869897;0,014142136
101.259;-0,76;0,04;0,58;-0,01;0;-0,01;0,956869897;0,014142136
101.309;-0,76;0,04;0,57;-0,01;0;-0,01;0,950841732;0,014142136
101.33;-0,76;0,04;0,57;0;0;-0,01;0,950841732;0,01
101.359;-0,76;0,04;0,57;0;0;-0,01;0,950841732;0,01
101.391;-0,76;0,04;0,57;0;0;0,01;0,950841732;0,01
101.409;-0,76;0,04;0,57;0;0;0,01;0,950841732;0,01
101.459;-0,76;0,04;0,57;0;0;0,01;0,950841732;0,01
101.462;-0,76;0,04;0,57;0,01;0;0,01;0,950841732;0,014142136
101.509;-0,76;0,04;0,57;0,01;0;0,01;0,950841732;0,014142136
101.539;-0,76;0,04;0,57;0,01;0;0,01;0,950841732;0,014142136
101.559;-0,76;0,05;0,57;0,01;0;0,01;0,95131488;0,014142136
101.609;-0,77;0,05;0,57;0,01;0;0,01;0,959322678;0,014142136
101.613;-0,77;0,05;0,57;-0,01;0;-0,01;0,959322678;0,014142136
101.659;-0,76;0,04;0,57;-0,01;0;-0,01;0,950841732;0,014142136
101.682;-0,76;0,04;0,57;-0,01;0;-0,01;0,950841732;0,014142136
101.709;-0,77;0,04;0,58;-0,01;0;-0,01;0,964831592;0,014142136
101.753;-0,77;0,04;0,58;-0,01;0;0;0,964831592;0,01
101.759;-0,76;0,04;0,58;-0,01;0;0;0,956869897;0,01
101.809;-0,76;0,04;0,57;-0,01;0;0;0,950841732;0,01
101.837;-0,76;0,04;0,57;0;0;0,01;0,950841732;0,01
101.859;-0,77;0,04;0,57;0;0;0,01;0,958853482;0,01
101.891;-0,77;0,04;0,57;0;0;0;0,958853482;0
101.909;-0,76;0,04;0,57;0;0;0;0,950841732;0
101.959;-0,76;0,04;0,57;0;0;0;0,950841732;0
101.962;-0,76;0,04;0,57;0;0;0;0,950841732;0
102.009;-0,76;0,04;0,58;0;0;0;0,956869897;0
102.031;-0,76;0,04;0,58;-0,01;0;0;0,956869897;0,01
102.059;-0,76;0,04;0,57;-0,01;0;0;0,950841732;0,01
102.101;-0,76;0,04;0,57;-0,01;0;-0,01;0,950841732;0,014142136
102.109;-0,77;0,04;0,57;-0,01;0;-0,01;0,958853482;0,014142136
102.159;-0,77;0,04;0,57;-0,01;0;-0,01;0,958853482;0,014142136
102.202;-0,77;0,04;0,57;-0,01;0;-0,01;0,958853482;0,014142136
102.209;-0,76;0,04;0,58;-0,01;0;-0,01;0,956869897;0,014142136
102.248;-0,76;0,04;0,58;0;0;0;0,956869897;0
102.259;-0,76;0,04;0,58;0;0;0;0,956869897;0
102.309;-0,76;0,04;0,57;0;0;0;0,950841732;0
102.312;-0,76;0,04;0,57;0;0;0,01;0,950841732;0,01
102.36;-0,76;0,04;0,57;0;0;0,01;0,950841732;0,01
102.381;-0,76;0,04;0,57;0;0;0;0,950841732;0
102.409;-0,76;0,05;0,57;0;0;0;0,95131488;0
102.453;-0,76;0,05;0,57;-0,01;0;0;0,95131488;0,01
102.459;-0,76;0,04;0,57;-0,01;0;0;0,950841732;0,01
102.509;-0,76;0,04;0,57;-0,01;0;0;0,950841732;0,01
102.523;-0,76;0,04;0,57;-0,01;0;-0,01;0,950841732;0,014142136
102.559;-0,77;0,04;0,57;-0,01;0;-0,01;0,958853482;0,014142136
102.592;-0,77;0,04;0,57;-0,01;0;-0,01;0,958853482;0,014142136
102.609;-0,76;0,04;0,57;-0,01;0;-0,01;0,950841732;0,014142136
102.66;-0,76;0,04;0,58;-0,01;0;-0,01;0,956869897;0,014142136
102.662;-0,76;0,04;0,58;-0,01;0;0;0,956869897;0,01
102.709;-0,76;0,04;0,57;-0,01;0;0;0,950841732;0,01
102.731;-0,76;0,04;0,57;-0,01;0;0;0,950841732;0,01
102.76;-0,77;0,04;0,57;-0,01;0;0;0,958853482;0,01
102.801;-0,77;0,04;0,57;0;0;0;0,958853482;0
102.809;-0,76;0,04;0,57;0;0;0;0,950841732;0
102.859;-0,76;0,04;0,58;0;0;0;0,956869897;0
102.872;-0,76;0,04;0,58;0;0;0;0,956869897;0
102.909;-0,77;0,04;0,57;0;0;0;0,958853482;0
102.947;-0,77;0,04;0,57;0;-0,01;-0,01;0,958853482;0,014142136
102.959;-0,77;0,06;0,57;0;-0,01;-0,01;0,959895828;0,014142136
103.009;-0,76;0,05;0,58;0;-0,01;-0,01;0,957340065;0,014142136
103.013;-0,76;0,05;0,58;-0,04;-0,01;-0,06;0,957340065;0,072801099
103.06;-0,75;0,05;0,59;-0,04;-0,01;-0,06;0,955562661;0,072801099
103.081;-0,75;0,05;0,59;-0,08;-0,01;-0,08;0,955562661;0,113578167
103.109;-0,76;0,03;0,57;-0,08;-0,01;-0,08;0,950473566;0,113578167
103.159;-0,76;0,03;0,57;-0,09;-0,01;-0,1;0,950473566;0,134907376
103.161;-0,77;0,02;0,56;-0,09;-0,01;-0,1;0,952312974;0,134907376
103.209;-0,76;0,01;0,57;-0,09;-0,01;-0,1;0,95005263;0,134907376
103.223;-0,76;0,01;0,57;-0,09;-0,02;-0,12;0,95005263;0,15132746
103.266;-0,76;0;0,58;-0,09;-0,02;-0,12;0,956033472;0,15132746
103.292;-0,76;0;0,58;-0,09;-0,01;-0,1;0,956033472;0,134907376
103.309;-0,75;-0,01;0,58;-0,09;-0,01;-0,1;0,948156105;0,134907376
103.36;-0,76;-0,02;0,57;-0,09;-0,01;-0,1;0,950210503;0,134907376
103.362;-0,76;-0,02;0,57;-0,06;0;-0,07;0,950210503;0,092195445
103.409;-0,76;-0,03;0,57;-0,06;0;-0,07;0,950473566;0,092195445
103.431;-0,76;-0,03;0,57;-0,03;0;-0,04;0,950473566;0,05
103.459;-0,75;-0,02;0,58;-0,03;0;-0,04;0,948314294;0,05
103.501;-0,75;-0,02;0,58;-0,01;0;-0,01;0,948314294;0,014142136
103.509;-0,75;-0,01;0,58;-0,01;0;-0,01;0,948156105;0,014142136
103.559;-0,75;-0,02;0,57;-0,01;0;-0,01;0,942231394;0,014142136
103.572;-0,75;-0,02;0,57;-0,01;0;-0,01;0,942231394;0,014142136
103.609;-0,76;-0,02;0,57;-0,01;0;-0,01;0,950210503;0,014142136
103.656;-0,76;-0,02;0,57;-0,01;0;0;0,950210503;0,01
103.66;-0,76;-0,03;0,57;-0,01;0;0;0,950473566;0,01
103.709;-0,75;-0,01;0,58;-0,01;0;0;0,948156105;0,01
103.712;-0,75;-0,01;0,58;0,02;0;0,03;0,948156105;0,036055513
103.76;-0,75;-0,01;0,58;0,02;0;0,03;0,948156105;0,036055513
103.781;-0,75;-0,01;0,58;0,02;0;0,03;0,948156105;0,036055513
103.809;-0,76;0;0,57;0,02;0;0,03;0,95;0,036055513
103.851;-0,76;0;0,57;0,01;0;0,02;0,95;0,02236068
103.859;-0,76;0;0,57;0,01;0;0,02;0,95;0,02236068
103.909;-0,76;0,01;0,57;0,01;0;0,02;0,95005263;0,02236068
103.922;-0,76;0,01;0,57;-0,01;0;-0,01;0,95005263;0,014142136
103.962;-0,77;-0,01;0,56;-0,01;0;-0,01;0,952155449;0,014142136
103.991;-0,77;-0,01;0,56;-0,01;0;-0,02;0,952155449;0,02236068
104.009;-0,75;-0,01;0,58;-0,01;0;-0,02;0,948156105;0,02236068
104.06;-0,76;-0,01;0,59;-0,01;0;-0,02;0,962185013;0,02236068
104.064;-0,76;-0,01;0,59;-0,01;0;-0,02;0,962185013;0,02236068
104.109;-0,76;0;0,58;-0,01;0;-0,02;0,956033472;0,02236068
104.131;-0,76;0;0,58;-0,01;0;0,01;0,956033472;0,014142136
104.16;-0,76;-0,01;0,59;-0,01;0;0,01;0,962185013;0,014142136
104.201;-0,76;-0,01;0,59;0,01;0,01;0,02;0,962185013;0,024494897
104.209;-0,76;0;0,57;0,01;0,01;0,02;0,95;0,024494897
104.261;-0,77;0;0,56;0,01;0,01;0,02;0,952102936;0,024494897
104.272;-0,77;0;0,56;0,02;0,01;0,02;0,952102936;0,03
104.309;-0,76;0;0,57;0,02;0,01;0,02;0,95;0,03
104.341;-0,76;0;0,57;0,02;0,01;0,02;0,95;0,03
104.363;-0,76;0;0,58;0,02;0,01;0,02;0,956033472;0,03
104.409;-0,76;0,01;0,58;0,02;0,01;0,02;0,95608577;0,03
104.412;-0,76;0,01;0,58;0;0,01;0,02;0,95608577;0,02236068
104.461;-0,76;0;0,57;0;0,01;0,02;0,95;0,02236068
104.481;-0,76;0;0,57;0;0;0,01;0,95;0,01
104.509;-0,76;0;0,56;0;0;0,01;0,944033898;0,01
104.575;-0,76;0;0,56;-0,01;0;0;0,944033898;0,01
104.577;-0,76;0;0,57;-0,01;0;0;0,95;0,01
104.609;-0,75;0;0,58;-0,01;0;0;0,94810337;0,01
104.623;-0,75;0;0,58;-0,01;0;0,01;0,94810337;0,014142136
104.662;-0,76;0,01;0,58;-0,01;0;0,01;0,95608577;0,014142136
104.691;-0,76;0,01;0,58;-0,01;0;0;0,95608577;0,01
104.709;-0,76;0;0,57;-0,01;0;0;0,95;0,01
104.774;-0,76;0;0,57;-0,01;0;0;0,95;0,01
104.775;-0,76;0;0,57;-0,01;0;-0,01;0,95;0,014142136
104.809;-0,77;0;0,57;-0,01;0;-0,01;0,958018789;0,014142136
104.831;-0,77;0;0,57;-0,01;0;-0,01;0,958018789;0,014142136
104.868;-0,75;0,01;0,57;-0,01;0;-0,01;0,942072184;0,014142136
104.903;-0,75;0,01;0,57;-0,01;0;0;0,942072184;0,01
104.909;-0,77;0,01;0,59;-0,01;0;0;0,970103087;0,01
104.967;-0,75;-0,01;0,57;-0,01;0;0;0,942072184;0,01
104.976;-0,75;-0,01;0,57;0;0,01;0;0,942072184;0,01
105.009;-0,76;0,01;0,58;0;0,01;0;0,95608577;0,01
105.041;-0,76;0,01;0,58;-0,01;0;0,01;0,95608577;0,014142136
105.066;-0,75;0;0,57;-0,01;0;0,01;0,942019108;0,014142136
105.131;-0,77;0;0,57;-0,01;0;0,01;0,958018789;0,014142136
105.132;-0,77;0;0,57;-0,01;0;0;0,958018789;0,01
105.161;-0,76;0;0,57;-0,01;0;0;0,95;0,01
105.181;-0,76;0;0,57;0;0;0,01;0,95;0,01
105.209;-0,76;0,01;0,57;0;0;0,01;0,95005263;0,01
105.269;-0,76;0,01;0,57;0;0;0,01;0,95005263;0,01
105.271;-0,76;0;0,57;0;0;0,01;0,95;0,01
105.309;-0,76;0;0,58;0;0;0,01;0,956033472;0,01
105.322;-0,76;0;0,58;-0,01;0;0;0,956033472;0,01
105.371;-0,75;0;0,57;-0,01;0;0;0,942019108;0,01
105.391;-0,75;0;0,57;-0,01;0;0;0,942019108;0,01
105.409;-0,76;0;0,58;-0,01;0;0;0,956033472;0,01
105.471;-0,76;0;0,57;-0,01;0;0;0,95;0,01
105.472;-0,76;0;0,57;-0,01;0;0;0,95;0,01
105.509;-0,76;0;0,57;-0,01;0;0;0,95;0,01
105.531;-0,76;0;0,57;-0,01;0;0;0,95;0,01
105.569;-0,76;0;0,57;-0,01;0;0;0,95;0,01
105.603;-0,76;0;0,57;0;0;0,01;0,95;0,01
105.609;-0,76;0;0,58;0;0;0,01;0,956033472;0,01
105.668;-0,75;-0,01;0,57;0;0;0,01;0,942072184;0,01
105.671;-0,75;-0,01;0,57;0;0;0,01;0,942072184;0,01
105.709;-0,76;0;0,57;0;0;0,01;0,95;0,01
105.741;-0,76;0;0,57;0;0;0,01;0,95;0,01
105.761;-0,75;0;0,58;0;0;0,01;0,94810337;0,01
105.809;-0,75;0;0,57;0;0;0,01;0,942019108;0,01
105.812;-0,75;0;0,57;0;0,01;0,01;0,942019108;0,014142136
105.862;-0,76;0,01;0,57;0;0,01;0,01;0,95005263;0,014142136
105.881;-0,76;0,01;0,57;0;0,01;0,01;0,95005263;0,014142136
105.909;-0,76;0,01;0,57;0;0,01;0,01;0,95005263;0,014142136
105.974;-0,76;0,01;0,57;0;0;0,01;0,95005263;0,01
105.975;-0,76;0,01;0,57;0;0;0,01;0,95005263;0,01
