time;x;y;z;gx;gy;gz;result_v;result_g
0.008;-0,75;-0,05;0,58;-0,01;0;-0,01;0,949420876;0,014142136
0.009;-0,74;-0,07;0,57;-0,01;0;-0,01;0,936696322;0,014142136
0.01;-0,74;-0,07;0,57;0;0;-0,01;0,936696322;0,01
0.059;-0,75;-0,07;0,57;0;0;-0,01;0,944616324;0,01
0.075;-0,75;-0,07;0,57;0,01;0;0,01;0,944616324;0,014142136
0.103;-0,75;-0,05;0,58;0,01;0;0,01;0,949420876;0,014142136
0.149;-0,75;-0,05;0,58;0,02;0;0,01;0,949420876;0,02236068
0.151;-0,74;-0,06;0,57;0,02;0;0,01;0,936002137;0,02236068
0.199;-0,75;-0,05;0,58;0,02;0;0,01;0,949420876;0,02236068
0.211;-0,75;-0,05;0,58;0,01;0;0,01;0,949420876;0,014142136
0.259;-0,74;-0,04;0,58;0,01;0;0,01;0,941063228;0,014142136
0.283;-0,74;-0,04;0,58;0;0;0,01;0,941063228;0,01
0.299;-0,74;-0,05;0,58;0;0;0,01;0,94154129;0,01
0.36;-0,75;-0,04;0,57;0;0;0,01;0,942867965;0,01
0.361;-0,75;-0,04;0,57;0;0;0,01;0,942867965;0,01
0.399;-0,75;-0,05;0,57;0;0;0,01;0,943345112;0,01
0.421;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
0.461;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
0.491;-0,75;-0,05;0,57;-0,01;0;-0,02;0,943345112;0,02236068
0.499;-0,75;-0,05;0,58;-0,01;0;-0,02;0,949420876;0,02236068
0.573;-0,74;-0,06;0,58;-0,01;0;-0,02;0,942125257;0,02236068
0.575;-0,74;-0,06;0,58;-0,01;0;-0,01;0,942125257;0,014142136
0.599;-0,75;-0,06;0,58;-0,01;0;-0,01;0,95;0,014142136
0.641;-0,75;-0,06;0,58;-0,01;0;-0,01;0,95;0,014142136
0.656;-0,75;-0,05;0,57;-0,01;0;-0,01;0,943345112;0,014142136
0.699;-0,75;-0,06;0,58;-0,01;0;-0,01;0,95;0,014142136
0.711;-0,75;-0,06;0,58;0;0;0;0,95;0
0.759;-0,75;-0,06;0,58;0;0;0;0,95;0
0.781;-0,75;-0,06;0,58;0,01;0;0,01;0,95;0,014142136
0.799;-0,75;-0,05;0,58;0,01;0;0,01;0,949420876;0,014142136
0.857;-0,75;-0,05;0,57;0,01;0;0,01;0,943345112;0,014142136
0.858;-0,75;-0,05;0,57;0,01;0;0,01;0,943345112;0,014142136
0.899;-0,75;-0,05;0,57;0,01;0;0,01;0,943345112;0,014142136
0.921;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
0.961;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
0.991;-0,75;-0,05;0,57;-0,01;0;-0,01;0,943345112;0,014142136
1.0;-0,75;-0,05;0,58;-0,01;0;-0,01;0,949420876;0,014142136
1.057;-0,75;-0,05;0,58;-0,01;0;-0,01;0,949420876;0,014142136
1.072;-0,75;-0,05;0,58;-0,01;0;-0,01;0,949420876;0,014142136
1.099;-0,75;-0,05;0,58;-0,01;0;-0,01;0,949420876;0,014142136
1.131;-0,75;-0,05;0,58;0;0;0;0,949420876;0
1.149;-0,75;-0,05;0,57;0;0;0;0,943345112;0
1.2;-0,74;-0,05;0,57;0;0;0;0,935414347;0
1.202;-0,74;-0,05;0,57;0;0;0;0,935414347;0
1.261;-0,74;-0,05;0,57;0;0;0;0,935414347;0
1.271;-0,74;-0,05;0,57;-0,01;0;0;0,935414347;0,01
1.299;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
1.341;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
1.35;-0,76;-0,05;0,57;-0,01;0;0;0,95131488;0,01
1.399;-0,74;-0,06;0,58;-0,01;0;0;0,942125257;0,01
1.411;-0,74;-0,06;0,58;-0,01;0;0;0,942125257;0,01
1.462;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
1.483;-0,75;-0,05;0,57;0;0;0;0,943345112;0
1.499;-0,75;-0,05;0,57;0;0;0;0,943345112;0
1.549;-0,74;-0,06;0,57;0;0;0;0,936002137;0
1.552;-0,74;-0,06;0,57;0;0;-0,01;0,936002137;0,01
1.599;-0,75;-0,05;0,58;0;0;-0,01;0,949420876;0,01
1.622;-0,75;-0,05;0,58;0;0;-0,01;0,949420876;0,01
1.649;-0,75;-0,06;0,57;0;0;-0,01;0,943927963;0,01
1.691;-0,75;-0,06;0,57;0;0;-0,01;0,943927963;0,01
1.699;-0,74;-0,06;0,57;0;0;-0,01;0,936002137;0,01
1.749;-0,75;-0,05;0,58;0;0;-0,01;0,949420876;0,01
1.761;-0,75;-0,05;0,58;0;0;0;0,949420876;0
1.799;-0,75;-0,06;0,57;0;0;0;0,943927963;0
1.839;-0,75;-0,06;0,57;0;0;0;0,943927963;0
1.853;-0,75;-0,05;0,57;0;0;0;0,943345112;0
1.906;-0,75;-0,05;0,58;0;0;0;0,949420876;0
1.911;-0,75;-0,05;0,58;0;0;0;0,949420876;0
1.949;-0,76;-0,04;0,58;0;0;0;0,956869897;0
1.991;-0,76;-0,04;0,58;-0,01;0;0;0,956869897;0,01
2.0;-0,74;-0,05;0,58;-0,01;0;0;0,94154129;0,01
2.049;-0,75;-0,05;0,58;-0,01;0;0;0,949420876;0,01
2.052;-0,75;-0,05;0,58;-0,01;0;0;0,949420876;0,01
2.1;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
2.121;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
2.149;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
2.194;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
2.208;-0,73;-0,05;0,57;-0,01;0;0;0,927523585;0,01
2.249;-0,76;-0,05;0,58;-0,01;0;0;0,957340065;0,01
2.261;-0,76;-0,05;0,58;-0,01;0;0;0,957340065;0,01
2.303;-0,74;-0,05;0,58;-0,01;0;0;0,94154129;0,01
2.331;-0,74;-0,05;0,58;-0,01;-0,01;0,01;0,94154129;0,017320508
2.349;-0,75;-0,05;0,57;-0,01;-0,01;0,01;0,943345112;0,017320508
2.4;-0,74;-0,06;0,58;-0,01;-0,01;0,01;0,942125257;0,017320508
2.403;-0,74;-0,06;0,58;0;0;0;0,942125257;0
2.449;-0,75;-0,05;0,57;0;0;0;0,943345112;0
2.471;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
2.499;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
2.541;-0,75;-0,05;0,57;0;0;-0,01;0,943345112;0,01
2.549;-0,75;-0,06;0,58;0;0;-0,01;0,95;0,01
2.599;-0,74;-0,04;0,58;0;0;-0,01;0,941063228;0,01
2.611;-0,74;-0,04;0,58;0;0,01;0;0,941063228;0,01
2.649;-0,74;-0,05;0,58;0;0,01;0;0,94154129;0,01
2.689;-0,74;-0,05;0,58;-0,01;0;0,01;0,94154129;0,014142136
2.703;-0,74;-0,06;0,58;-0,01;0;0,01;0,942125257;0,014142136
2.749;-0,76;-0,05;0,58;-0,01;0;0,01;0,957340065;0,014142136
2.754;-0,76;-0,05;0,58;-0,01;0,01;0;0,957340065;0,014142136
2.808;-0,75;-0,05;0,57;-0,01;0,01;0;0,943345112;0,014142136
2.821;-0,75;-0,05;0,57;-0,01;0,01;-0,01;0,943345112;0,017320508
2.849;-0,75;-0,05;0,56;-0,01;0,01;-0,01;0,937336652;0,017320508
2.908;-0,75;-0,05;0,56;-0,01;-0,01;0;0,937336652;0,014142136
2.909;-0,74;-0,06;0,58;-0,01;-0,01;0;0,942125257;0,014142136
2.949;-0,74;-0,05;0,59;-0,01;-0,01;0;0,94773414;0,014142136
2.961;-0,74;-0,05;0,59;0;0,01;-0,01;0,94773414;0,014142136
3.0;-0,75;-0,05;0,57;0;0,01;-0,01;0,943345112;0,014142136
3.033;-0,75;-0,05;0,57;-0,01;0;0,01;0,943345112;0,014142136
3.049;-0,76;-0,06;0,56;-0,01;0;0,01;0,945938687;0,014142136
3.1;-0,75;-0,04;0,58;-0,01;0;0,01;0,948946785;0,014142136
3.103;-0,75;-0,04;0,58;0,01;0;-0,01;0,948946785;0,014142136
3.149;-0,74;-0,04;0,58;0,01;0;-0,01;0,941063228;0,014142136
3.171;-0,74;-0,04;0,58;0;0;0;0,941063228;0
3.199;-0,74;-0,05;0,58;0;0;0;0,94154129;0
3.241;-0,74;-0,05;0,58;-0,01;0;0;0,94154129;0,01
3.249;-0,74;-0,04;0,58;-0,01;0;0;0,941063228;0,01
3.299;-0,76;-0,05;0,56;-0,01;0;0;0,945357075;0,01
3.311;-0,76;-0,05;0,56;-0,01;0;0;0,945357075;0,01
3.349;-0,75;-0,06;0,58;-0,01;0;0;0,95;0,01
3.382;-0,75;-0,06;0,58;0;0;0;0,95;0
3.408;-0,75;-0,04;0,59;0;0;0;0,955091619;0
3.449;-0,74;-0,06;0,57;0;0;0;0,936002137;0
3.452;-0,74;-0,06;0,57;-0,01;0;0,01;0,936002137;0,014142136
3.507;-0,76;-0,05;0,57;-0,01;0;0,01;0,95131488;0,014142136
3.521;-0,76;-0,05;0,57;0;0;0;0,95131488;0
3.549;-0,74;-0,06;0,57;0;0;0;0,936002137;0
3.591;-0,74;-0,06;0,57;0;0;-0,01;0,936002137;0,01
3.612;-0,75;-0,05;0,57;0;0;-0,01;0,943345112;0,01
3.649;-0,74;-0,05;0,58;0;0;-0,01;0,94154129;0,01
3.661;-0,74;-0,05;0,58;0;0;0;0,94154129;0
3.711;-0,75;-0,05;0,58;0;0;0;0,949420876;0
3.732;-0,75;-0,05;0,58;-0,01;0;0;0,949420876;0,01
3.749;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
3.807;-0,75;-0,06;0,57;-0,01;0;0;0,943927963;0,01
3.809;-0,75;-0,06;0,57;0;0;0;0,943927963;0
3.849;-0,75;-0,05;0,58;0;0;0;0,949420876;0
3.871;-0,75;-0,05;0,58;0;0;0;0,949420876;0
3.909;-0,75;-0,05;0,57;0;0;0;0,943345112;0
3.941;-0,75;-0,05;0,57;0;0;0;0,943345112;0
3.949;-0,75;-0,05;0,58;0;0;0;0,949420876;0
4.013;-0,75;-0,05;0,57;0;0;0;0,943345112;0
4.015;-0,75;-0,05;0,57;0;0;0;0,943345112;0
4.049;-0,75;-0,05;0,57;0;0;0;0,943345112;0
4.081;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
4.101;-0,75;-0,05;0,58;-0,01;0;0;0,949420876;0,01
4.149;-0,75;-0,06;0,57;-0,01;0;0;0,943927963;0,01
4.152;-0,75;-0,06;0,57;-0,01;0;0;0,943927963;0,01
4.209;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
4.222;-0,75;-0,05;0,57;0;0;0;0,943345112;0
4.249;-0,75;-0,05;0,58;0;0;0;0,949420876;0
4.292;-0,75;-0,05;0,58;0;0;0;0,949420876;0
4.314;-0,74;-0,06;0,58;0;0;0;0,942125257;0
4.349;-0,75;-0,05;0,57;0;0;0;0,943345112;0
4.361;-0,75;-0,05;0,57;0;0;0;0,943345112;0
4.408;-0,74;-0,05;0,57;0;0;0;0,935414347;0
4.435;-0,74;-0,05;0,57;-0,01;0;0;0,935414347;0,01
4.451;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
4.508;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
4.509;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
4.549;-0,75;-0,06;0,57;-0,01;0;0;0,943927963;0,01
4.571;-0,75;-0,06;0,57;0;0;0;0,943927963;0
4.599;-0,75;-0,05;0,57;0;0;0;0,943345112;0
4.643;-0,75;-0,05;0,57;0;0;0;0,943345112;0
4.649;-0,75;-0,05;0,58;0;0;0;0,949420876;0
4.699;-0,74;-0,05;0,58;0;0;0;0,94154129;0
4.711;-0,74;-0,05;0,58;0;0;0;0,94154129;0
4.749;-0,74;-0,05;0,58;0;0;0;0,94154129;0
4.783;-0,74;-0,05;0,58;0;0;0;0,94154129;0
4.8;-0,75;-0,05;0,57;0;0;0;0,943345112;0
4.849;-0,74;-0,05;0,57;0;0;0;0,935414347;0
4.852;-0,74;-0,05;0,57;-0,01;0;0;0,935414347;0,01
4.899;-0,75;-0,05;0,58;-0,01;0;0;0,949420876;0,01
4.921;-0,75;-0,05;0,58;0;0;0;0,949420876;0
4.95;-0,75;-0,05;0,58;0;0;0;0,949420876;0
4.991;-0,75;-0,05;0,58;0;0;0;0,949420876;0
4.999;-0,75;-0,05;0,57;0;0;0;0,943345112;0
5.051;-0,75;-0,05;0,57;0;0;0;0,943345112;0
5.061;-0,75;-0,05;0,57;0;0;0;0,943345112;0
5.099;-0,75;-0,05;0,57;0;0;0;0,943345112;0
5.148;-0,75;-0,05;0,57;0;0;0;0,943345112;0
5.155;-0,75;-0,05;0,58;0;0;0;0,949420876;0
5.199;-0,75;-0,05;0,57;0;0;0;0,943345112;0
5.202;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
5.25;-0,74;-0,05;0,57;-0,01;0;0;0,935414347;0,01
5.271;-0,74;-0,05;0,57;-0,01;0;0;0,935414347;0,01
5.299;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
5.351;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
5.353;-0,75;-0,06;0,57;-0,01;0;0;0,943927963;0,01
5.399;-0,74;-0,05;0,58;-0,01;0;0;0,94154129;0,01
5.411;-0,74;-0,05;0,58;0;0;0;0,94154129;0
5.451;-0,76;-0,04;0,58;0;0;0;0,956869897;0
5.481;-0,76;-0,04;0,58;-0,01;0;0;0,956869897;0,01
5.499;-0,74;-0,06;0,57;-0,01;0;0;0,936002137;0,01
5.556;-0,76;-0,05;0,57;-0,01;0;0;0,95131488;0,01
5.558;-0,76;-0,05;0,57;0;0;0;0,95131488;0
5.599;-0,74;-0,06;0,57;0;0;0;0,936002137;0
5.621;-0,74;-0,06;0,57;0;0;-0,01;0,936002137;0,01
5.651;-0,75;-0,05;0,58;0;0;-0,01;0,949420876;0,01
5.691;-0,75;-0,05;0,58;-0,01;0;0;0,949420876;0,01
5.7;-0,75;-0,05;0,58;-0,01;0;0;0,949420876;0,01
5.752;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
5.761;-0,75;-0,05;0,57;0;0;0;0,943345112;0
5.818;-0,75;-0,06;0,57;0;0;0;0,943927963;0
5.84;-0,75;-0,06;0,57;0;0;0;0,943927963;0
5.85;-0,75;-0,05;0,57;0;0;0;0,943345112;0
5.899;-0,75;-0,05;0,58;0;0;0;0,949420876;0
5.902;-0,75;-0,05;0,58;0;0;0;0,949420876;0
5.949;-0,75;-0,05;0,57;0;0;0;0,943345112;0
5.971;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
5.999;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
6.046;-0,75;-0,05;0,57;0;0;0;0,943345112;0
6.049;-0,75;-0,05;0,57;0;0;0;0,943345112;0
6.099;-0,75;-0,05;0,58;0;0;0;0,949420876;0
6.111;-0,75;-0,05;0,58;0;0;0;0,949420876;0
6.153;-0,74;-0,05;0,58;0;0;0;0,94154129;0
6.181;-0,74;-0,05;0,58;0;0;0;0,94154129;0
6.2;-0,75;-0,05;0,57;0;0;0;0,943345112;0
6.255;-0,75;-0,05;0,57;0;0;0;0,943345112;0
6.256;-0,75;-0,05;0,57;0;0;0;0,943345112;0
6.299;-0,74;-0,05;0,57;0;0;0;0,935414347;0
6.321;-0,74;-0,05;0,57;-0,01;0;0;0,935414347;0,01
6.357;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
6.391;-0,75;-0,05;0,57;0;0;0;0,943345112;0
6.399;-0,74;-0,05;0,58;0;0;0;0,94154129;0
6.454;-0,75;-0,05;0,57;0;0;0;0,943345112;0
6.461;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
6.499;-0,75;-0,06;0,57;-0,01;0;0;0,943927963;0,01
6.542;-0,75;-0,06;0,57;0;0;0;0,943927963;0
6.552;-0,75;-0,05;0,57;0;0;0;0,943345112;0
6.599;-0,75;-0,05;0,57;0;0;0;0,943345112;0
6.603;-0,75;-0,05;0,57;0;0;0;0,943345112;0
6.649;-0,75;-0,05;0,57;0;0;0;0,943345112;0
6.671;-0,75;-0,05;0,57;0;0;0;0,943345112;0
6.699;-0,75;-0,05;0,57;0;0;0;0,943345112;0
6.746;-0,75;-0,05;0,57;0;0;0;0,943345112;0
6.751;-0,75;-0,05;0,58;0;0;0;0,949420876;0
6.799;-0,74;-0,05;0,58;0;0;0;0,94154129;0
6.811;-0,74;-0,05;0,58;-0,01;0;0;0,94154129;0,01
6.852;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
6.883;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
6.899;-0,75;-0,06;0,57;-0,01;0;0;0,943927963;0,01
6.95;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
6.954;-0,75;-0,05;0,57;0;0;0;0,943345112;0
6.999;-0,75;-0,06;0,58;0;0;0;0,95;0
7.021;-0,75;-0,06;0,58;-0,01;0;0;0,95;0,01
7.049;-0,75;-0,05;0,58;-0,01;0;0;0,949420876;0,01
7.091;-0,75;-0,05;0,58;-0,01;0;0;0,949420876;0,01
7.099;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
7.149;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
7.161;-0,75;-0,05;0,57;0;0;0;0,943345112;0
7.199;-0,75;-0,05;0,57;0;0;0;0,943345112;0
7.239;-0,75;-0,05;0,57;0;0;0;0,943345112;0
7.25;-0,75;-0,05;0,58;0;0;0;0,949420876;0
7.299;-0,75;-0,05;0,57;0;0;0;0,943345112;0
7.302;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
7.35;-0,74;-0,05;0,57;-0,01;0;0;0,935414347;0,01
7.371;-0,74;-0,05;0,57;0;0;0;0,935414347;0
7.399;-0,75;-0,05;0,58;0;0;0;0,949420876;0
7.449;-0,75;-0,05;0,58;-0,01;0;0;0,949420876;0,01
7.456;-0,75;-0,06;0,57;-0,01;0;0;0,943927963;0,01
7.499;-0,75;-0,06;0,57;-0,01;0;0;0,943927963;0,01
7.511;-0,75;-0,06;0,57;0;0;0;0,943927963;0
7.554;-0,75;-0,05;0,57;0;0;0;0,943345112;0
7.581;-0,75;-0,05;0,57;0;0;0;0,943345112;0
7.6;-0,75;-0,05;0,57;0;0;0;0,943345112;0
7.651;-0,74;-0,05;0,58;0;0;0;0,94154129;0
7.659;-0,74;-0,05;0,58;-0,01;0;0;0,94154129;0,01
7.699;-0,74;-0,05;0,58;-0,01;0;0;0,94154129;0,01
7.721;-0,74;-0,05;0,58;-0,01;0;0;0,94154129;0,01
7.751;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
7.791;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
7.799;-0,75;-0,06;0,57;-0,01;0;0;0,943927963;0,01
7.849;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
7.861;-0,75;-0,05;0,57;0;0;0;0,943345112;0
7.899;-0,74;-0,05;0,58;0;0;0;0,94154129;0
7.946;-0,74;-0,05;0,58;0;0;0;0,94154129;0
7.952;-0,74;-0,05;0,58;0;0;0;0,94154129;0
7.999;-0,75;-0,05;0,57;0;0;0;0,943345112;0
8.003;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
8.049;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
8.071;-0,75;-0,05;0,57;0;0;0;0,943345112;0
8.099;-0,75;-0,05;0,58;0;0;0;0,949420876;0
8.149;-0,75;-0,05;0,58;-0,01;0;0;0,949420876;0,01
8.155;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
8.199;-0,74;-0,05;0,57;-0,01;0;0;0,935414347;0,01
8.211;-0,74;-0,05;0,57;0;0;0;0,935414347;0
8.249;-0,75;-0,05;0,57;0;0;0;0,943345112;0
8.281;-0,75;-0,05;0,57;0;0;0;0,943345112;0
8.3;-0,75;-0,05;0,57;0;0;0;0,943345112;0
8.352;-0,75;-0,05;0,58;0;0;0;0,949420876;0
8.353;-0,75;-0,05;0,58;0;0;0;0,949420876;0
8.399;-0,75;-0,05;0,57;0;0;0;0,943345112;0
8.421;-0,75;-0,05;0,57;0;0;0;0,943345112;0
8.449;-0,75;-0,05;0,57;0;0;0;0,943345112;0
8.491;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
8.499;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
8.549;-0,75;-0,05;0,58;-0,01;0;0;0,949420876;0,01
8.561;-0,75;-0,05;0,58;0;0;0;0,949420876;0
8.599;-0,75;-0,05;0,57;0;0;0;0,943345112;0
8.645;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
8.649;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
8.699;-0,74;-0,05;0,58;-0,01;0;0;0,94154129;0,01
8.781;-0,74;-0,05;0,58;0;0;0;0,94154129;0
8.782;-0,75;-0,06;0,58;0;0;0;0,95;0
8.782;-0,75;-0,06;0,58;0;0;0;0,95;0
8.827;-0,75;-0,05;0,57;0;0;0;0,943345112;0
8.841;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
8.849;-0,75;-0,06;0,57;-0,01;0;0;0,943927963;0,01
8.899;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
8.911;-0,75;-0,05;0,57;0;0;-0,01;0,943345112;0,01
8.96;-0,74;-0,06;0,57;0;0;-0,01;0,936002137;0,01
8.981;-0,74;-0,06;0,57;-0,01;0;0;0,936002137;0,01
8.999;-0,74;-0,05;0,58;-0,01;0;0;0,94154129;0,01
9.059;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
9.061;-0,75;-0,05;0,57;0;0;0;0,943345112;0
9.099;-0,75;-0,06;0,57;0;0;0;0,943927963;0
9.121;-0,75;-0,06;0,57;0;0;0;0,943927963;0
9.156;-0,75;-0,05;0,57;0;0;0;0,943345112;0
9.191;-0,75;-0,05;0,57;0;0;0;0,943345112;0
9.199;-0,74;-0,05;0,58;0;0;0;0,94154129;0
9.26;-0,75;-0,05;0,57;0;0;0;0,943345112;0
9.263;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
9.299;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
9.331;-0,75;-0,05;0,57;0;0;-0,01;0,943345112;0,01
9.358;-0,75;-0,06;0,57;0;0;-0,01;0,943927963;0,01
9.4;-0,74;-0,06;0,58;0;0;-0,01;0,942125257;0,01
9.402;-0,74;-0,06;0,58;0;0;0;0,942125257;0
9.463;-0,74;-0,05;0,58;0;0;0;0,94154129;0
9.472;-0,74;-0,05;0,58;0;0;0;0,94154129;0
9.499;-0,75;-0,05;0,58;0;0;0;0,949420876;0
9.541;-0,75;-0,05;0,58;0;0;0;0,949420876;0
9.559;-0,75;-0,05;0,57;0;0;0;0,943345112;0
9.599;-0,74;-0,06;0,57;0;0;0;0,936002137;0
9.611;-0,74;-0,06;0,57;0;0;0;0,936002137;0
9.657;-0,74;-0,05;0,58;0;0;0;0,94154129;0
9.681;-0,74;-0,05;0,58;-0,01;0;0;0,94154129;0,01
9.7;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
9.757;-0,75;-0,06;0,57;-0,01;0;0;0,943927963;0,01
9.759;-0,75;-0,06;0,57;0;0;0;0,943927963;0
9.799;-0,75;-0,05;0,57;0;0;0;0,943345112;0
9.824;-0,75;-0,05;0,57;0;0;0;0,943345112;0
9.861;-0,75;-0,05;0,58;0;0;0;0,949420876;0
9.891;-0,75;-0,05;0,58;0;0;0;0,949420876;0
9.9;-0,74;-0,05;0,58;0;0;0;0,94154129;0
9.957;-0,75;-0,05;0,57;0;0;0;0,943345112;0
9.962;-0,75;-0,05;0,57;0;0;0;0,943345112;0
9.999;-0,75;-0,06;0,57;0;0;0;0,943927963;0
10.032;-0,75;-0,06;0,57;0;0;0;0,943927963;0
10.05;-0,75;-0,05;0,57;0;0;0;0,943345112;0
10.099;-0,74;-0,05;0,58;0;0;0;0,94154129;0
10.102;-0,74;-0,05;0,58;0;0;0;0,94154129;0
10.16;-0,74;-0,06;0,57;0;0;0;0,936002137;0
10.171;-0,74;-0,06;0,57;0;0;0;0,936002137;0
10.199;-0,75;-0,05;0,57;0;0;0;0,943345112;0
10.242;-0,75;-0,05;0,57;0;0;0;0,943345112;0
10.265;-0,75;-0,05;0,57;0;0;0;0,943345112;0
10.299;-0,75;-0,06;0,57;0;0;0;0,943927963;0
10.311;-0,75;-0,06;0,57;0;0;0;0,943927963;0
10.361;-0,74;-0,05;0,58;0;0;0;0,94154129;0
10.382;-0,74;-0,05;0,58;0;0;0;0,94154129;0
10.399;-0,75;-0,05;0,58;0;0;0;0,949420876;0
10.459;-0,75;-0,05;0,57;0;0;0;0,943345112;0
10.462;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
10.499;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
10.521;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
10.561;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
10.591;-0,75;-0,05;0,57;0;0;0;0,943345112;0
10.599;-0,74;-0,05;0,57;0;0;0;0,935414347;0
10.656;-0,75;-0,05;0,58;0;0;0;0,949420876;0
10.669;-0,75;-0,05;0,58;-0,01;0;0;0,949420876;0,01
10.699;-0,75;-0,06;0,57;-0,01;0;0;0,943927963;0,01
10.732;-0,75;-0,06;0,57;0;0;0;0,943927963;0
10.751;-0,75;-0,05;0,57;0;0;0;0,943345112;0
10.805;-0,75;-0,05;0,57;0;0;0;0,943345112;0
10.809;-0,75;-0,05;0,57;0;0;0;0,943345112;0
10.866;-0,74;-0,05;0,58;0;0;0;0,94154129;0
10.871;-0,74;-0,05;0,58;-0,01;0;0;0,94154129;0,01
10.899;-0,75;-0,05;0,58;-0,01;0;0;0,949420876;0,01
10.941;-0,75;-0,05;0,58;0;0;0;0,949420876;0
10.964;-0,75;-0,05;0,57;0;0;0;0,943345112;0
10.999;-0,75;-0,05;0,57;0;0;0;0,943345112;0
11.011;-0,75;-0,05;0,57;0;0;0;0,943345112;0
11.061;-0,74;-0,06;0,57;0;0;0;0,936002137;0
11.082;-0,74;-0,06;0,57;0;0;0;0,936002137;0
11.102;-0,75;-0,05;0,57;0;0;0;0,943345112;0
11.155;-0,75;-0,05;0,57;0;0;0;0,943345112;0
11.156;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
11.199;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
11.221;-0,75;-0,05;0,57;0;0;0;0,943345112;0
11.256;-0,74;-0,05;0,58;0;0;0;0,94154129;0
11.291;-0,74;-0,05;0,58;0;0;0;0,94154129;0
11.3;-0,75;-0,05;0,58;0;0;0;0,949420876;0
11.36;-0,75;-0,05;0,57;0;0;0;0,943345112;0
11.362;-0,75;-0,05;0,57;0;0;0;0,943345112;0
11.399;-0,75;-0,05;0,57;0;0;0;0,943345112;0
11.432;-0,75;-0,05;0,57;0;0;0;0,943345112;0
11.45;-0,75;-0,05;0,57;0;0;0;0,943345112;0
11.5;-0,75;-0,05;0,58;0;0;0;0,949420876;0
11.503;-0,75;-0,05;0,58;0;0;0;0,949420876;0
11.561;-0,75;-0,05;0,57;0;0;0;0,943345112;0
11.571;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
11.599;-0,75;-0,05;0,57;-0,01;0;0;0,943345112;0,01
