time x y z G
0,009 -0,05277 0,20913 0,98309 1,0064720453
0,015 -0,05668 0,21499 0,99482 1,0193626219
0,024 -0,04886 0,21694 0,99872 1,0231773559
0,038 -0,02932 0,2189 0,99091 1,0152238672
0,045 -0,02541 0,22476 0,987 1,012586651
0,071 -0,02736 0,23453 0,98309 1,0110483859
0,072 -0,02932 0,23844 0,98504 1,01391178
0,086 -0,03127 0,2404 0,98895 1,0182298736
0,087 -0,02932 0,24626 0,99091 1,0214726027
0,101 -0,02736 0,24431 0,98504 1,0152535384
0,115 -0,02736 0,24235 0,98113 1,0109887086
0,116 -0,02736 0,24235 0,97723 1,0072043313
0,13 -0,03518 0,25017 0,97332 1,0055717198
0,146 -0,03909 0,25017 0,96941 1,0019325352
0,147 -0,03713 0,24822 0,96745 0,9994755164
0,154 -0,03713 0,24626 0,97136 1,0027775796
0,182 -0,03323 0,24431 0,96941 1,0002736411
0,183 -0,03713 0,24431 0,97136 1,0023004852
0,19 -0,03713 0,24431 0,96941 1,0004107962
0,194 -0,04104 0,24235 0,9655 0,9962971716
0,204 -0,03518 0,24431 0,9655 0,9965516838
0,214 -0,03713 0,24235 0,9655 0,9961437694
0,224 -0,03909 0,2404 0,96941 0,9995378613
0,242 -0,043 0,24626 0,97136 1,0030120823
0,244 -0,05082 0,24626 0,97527 1,0071634589
0,256 -0,04495 0,24431 0,97527 1,0064091869
0,283 -0,03909 0,24431 0,96941 1,0004854583
0,285 -0,03713 0,24626 0,96159 0,9933166427
0,286 -0,03518 0,24626 0,96159 0,9932456635
0,294 -0,03518 0,24822 0,96354 0,9956204761
0,304 -0,03909 0,25017 0,96941 1,0019325352
0,315 -0,043 0,25212 0,97136 1,0044668954
0,324 -0,04495 0,24626 0,97527 1,0068843345
0,342 -0,043 0,24431 0,97527 1,0063239782
0,344 -0,043 0,24626 0,97136 1,0030120823
0,355 -0,043 0,24822 0,96745 0,9997107936
0,366 -0,03518 0,24626 0,95768 0,9894607634
0,38 -0,03518 0,24431 0,95377 0,9851914643
0,387 -0,03323 0,24626 0,95573 0,9875059764
0,394 -0,04104 0,24822 0,95964 0,9920717613
0,404 -0,04691 0,24626 0,97136 1,0031873132
0,42 -0,05277 0,25212 0,97527 1,008712417
0,424 -0,05472 0,25603 0,98309 1,0173551923
0,438 -0,05668 0,25408 0,98504 1,0188587097
0,444 -0,05668 0,25017 0,98309 1,0160037399
0,458 -0,05472 0,25017 0,98309 1,0158962818
0,468 -0,05082 0,25212 0,97918 1,0123935199
0,474 -0,04886 0,25017 0,97918 1,0118131255
0,497 -0,043 0,24822 0,97918 1,0110665857
0,498 -0,03909 0,25212 0,97527 1,0080893291
0,506 -0,03713 0,25212 0,97332 1,0061286964
0,516 -0,03909 0,25212 0,97332 1,0062029343
0,524 -0,03909 0,25603 0,96941 1,0034117485
0,534 -0,03909 0,25017 0,9655 0,9981499421
0,544 -0,04104 0,24626 0,96941 1,0010414663
0,558 -0,03909 0,24431 0,96354 0,9947988419
0,565 -0,04691 0,24235 0,96941 1,0003448499
0,575 -0,05082 0,24626 0,97332 1,0052753267
0,6 -0,04886 0,24822 0,97136 1,0037632777
0,601 -0,04691 0,25017 0,96941 1,0022680904
0,604 -0,04886 0,24822 0,96354 0,9961976709
0,617 -0,03909 0,24822 0,96354 0,995766302
0,624 -0,04104 0,24626 0,95964 0,991583178
0,634 -0,03909 0,25017 0,95964 0,9924827387
0,644 -0,03518 0,24626 0,95768 0,9894607634
0,658 -0,03518 0,24235 0,96354 0,9941732678
0,674 -0,04104 0,24235 0,96941 1,0000867723
0,675 -0,04495 0,24431 0,98113 1,0120889069
0,699 -0,05082 0,24431 0,98895 1,0199471315
0,701 -0,05082 0,24431 0,98895 1,0199471315
0,704 -0,04691 0,24431 0,987 1,0178688148
0,716 -0,04886 0,25017 0,97723 1,0099261366
0,724 -0,043 0,25017 0,9655 0,9983107126
0,734 -0,03909 0,25017 0,96354 0,9962541787
0,744 -0,03713 0,25017 0,95964 0,9924074745
0,758 -0,03909 0,25212 0,96159 0,9948607192
0,765 -0,03909 0,25212 0,96941 1,0024212042
0,775 -0,03909 0,24626 0,97332 1,0047506348
0,799 -0,03909 0,24822 0,97332 1,0052328183
0,823 -0,04104 0,24235 0,97723 1,0076687338
0,824 -0,03909 0,24235 0,97723 1,0075911986
0,825 -0,04104 0,24431 0,98113 1,0119227908
0,826 -0,043 0,24822 0,97136 1,0034951011
0,846 -0,03909 0,24626 0,9655 0,9971771486
0,849 -0,03518 0,24626 0,95964 0,9913579321
0,88 -0,04886 0,25408 0,96354 0,9976739335
0,881 -0,04691 0,25017 0,9655 0,9984867686
0,882 -0,04886 0,24822 0,9655 0,9980935417
0,888 -0,05277 0,25212 0,96941 1,0030478131
0,894 -0,05863 0,25212 0,97332 1,0071513261
0,904 -0,05277 0,25017 0,97332 1,0063406601
0,914 -0,05082 0,25212 0,96941 1,0029471147
0,924 -0,05082 0,25408 0,9655 0,9996647282
0,941 -0,04495 0,25212 0,9655 0,9988870041
0,944 -0,04495 0,25212 0,96941 1,0026668165
0,969 -0,04691 0,25212 0,97332 1,0065370658
0,97 -0,04886 0,25212 0,97332 1,0066298309
0,974 -0,04104 0,24626 0,97332 1,0048283891
0,984 -0,03909 0,24235 0,97723 1,0075911986
0,994 -0,03713 0,24626 0,97723 1,0084647229
1,004 -0,03909 0,24822 0,97332 1,0052328183
1,018 -0,04495 0,24822 0,97918 1,0111513948
1,024 -0,04104 0,25017 0,97918 1,0114656608
1,034 -0,04104 0,25212 0,98113 1,0138366993
1,044 -0,04104 0,25017 0,97918 1,0114656608
1,055 -0,03518 0,24431 0,97527 1,0060201695
1,082 -0,03713 0,24626 0,97136 1,0027775796
1,084 -0,03518 0,24822 0,96745 0,9994049746
1,085 -0,04104 0,24626 0,95964 0,991583178
1,094 -0,04495 0,24626 0,96159 0,9936396823
1,104 -0,04886 0,24822 0,9655 0,9980935417
1,117 -0,05277 0,24822 0,97527 1,0077447168
1,124 -0,05863 0,24626 0,98113 1,0132608457
1,134 -0,06645 0,24822 0,98504 1,0180042105
1,144 -0,06059 0,24431 0,97527 1,0072289199
1,156 -0,05277 0,24431 0,97136 1,0030016444
1,19 -0,04886 0,24235 0,96354 0,9947513024
1,191 -0,04495 0,24626 0,95377 0,9860738831
1,193 -0,043 0,24822 0,95573 0,9883734119
1,194 -0,043 0,24431 0,96159 0,9930718525
1,205 -0,04104 0,24431 0,96354 0,994877374
