Event#, Time(ms)
63,1
61,2
18438,3
631,4
632,5
630,6
631,7
629,8
633,9
631,10
634,11
629,12
627,13
570,14
62,15
188,16
125,17
182,18
188,19
184,20
185,21
184,22
188,23
187,24
187,25
192,26
188,27
186,28
189,29
191,30
190,31
250,32
189,33
182,34
445,35
571,36
375,37
557,38
377,39
565,40
372,41
570,42
382,43
