time x y z G
0,003 -0,00977 0,16417 1,00263 1,016028621
0,017 -0,00586 0,14072 1,00263 1,0124738885
0,019 -0,01564 0,14463 0,99872 1,0092591763
0,047 -0,01759 0,16026 0,98504 0,998146521
0,048 -0,00977 0,16808 0,98895 1,0031791673
0,049 -0,00391 0,15245 1,01045 1,0218930928
0,064 -0,00195 0,14658 1,02022 1,0306979903
0,079 -0,00977 0,14658 1,02609 1,0365528628
0,08 -0,01173 0,14463 1,02609 1,0362992415
0,094 -0,01368 0,15245 1,01045 1,0219771756
0,11 -0,0215 0,1544 1,0085 1,0204772707
0,111 -0,02932 0,15831 1,01045 1,0231964235
0,122 -0,03909 0,15636 1,0085 1,0212975706
0,137 -0,03127 0,15049 0,98504 0,9969598059
0,159 -0,02736 0,14658 0,98895 1,000128176
0,16 -0,02345 0,16417 0,98113 0,9950466161
0,172 -0,02736 0,17395 0,97918 0,9948872522
0,178 -0,00977 0,16026 0,97918 0,9922561126
0,187 -0,01368 0,14854 0,97527 0,9866118015
0,197 -0,01368 0,1544 0,97723 0,9894468027
0,214 -0,02736 0,17395 0,97332 0,9891203135
0,217 -0,0215 0,18958 0,95377 0,9726664584
0,24 -0,00782 0,1974 0,95182 0,9721055626
0,241 0,00586 0,21499 0,95768 0,9815324865
0,253 0,01368 0,23649 0,97136 0,9998274412
0,259 0,0215 0,24431 0,99286 1,0227025989
0,273 0,01759 0,23453 0,99677 1,0241406944
0,282 0,01368 0,21499 0,99872 1,0216895228
0,287 0,01954 0,19545 1,0085 1,0274506139
0,298 0,0215 0,17395 1,0339 1,0486515448
0,317 0,01759 0,16808 1,01827 1,0321986666
0,318 0,00977 0,16808 1,00654 1,0205239394
0,347 0,00391 0,17395 0,99872 1,0137630537
0,348 0,00586 0,19349 0,99286 1,0115550896
0,349 0,01173 0,21304 0,97332 0,9964313609
0,362 0,01564 0,23063 0,9655 0,992786511
0,376 0,00977 0,24626 0,96159 0,9926705237
0,377 0,01564 0,25799 0,96159 0,9957202307
0,389 0,02345 0,23649 0,95573 0,9848336182
0,398 0,01173 0,22867 0,96159 0,9884750325
0,422 -0,00586 0,23258 0,97332 1,0007395357
0,424 -0,01368 0,21694 0,98113 1,0049209834
0,429 -0,01173 0,20522 0,98113 1,002431503
0,438 -0,01368 0,20131 0,97527 0,9959239084
0,461 -0,01368 0,20522 0,96159 0,983340083
0,462 -0,01954 0,21499 0,9655 0,9893395583
0,471 -0,01759 0,22476 0,96941 0,9952799675
0,478 -0,00977 0,22867 0,96941 0,9960628343
0,487 0,00195 0,22672 0,97332 0,9993785986
0,497 0,00977 0,22476 0,9655 0,9913640908
0,522 0,01173 0,23063 0,96745 0,9946292235
0,525 0,00782 0,23258 0,97136 0,9988467642
0,53 0,00195 0,23258 0,97527 1,0026209811
0,538 0,00195 0,2189 0,97332 0,9976336176
0,562 0,00586 0,22085 0,97136 0,9961673111
0,563 0,00586 0,22867 0,96354 0,9903199685
0,575 0,00195 0,2404 0,95768 0,987394017
0,577 0 0,24822 0,944 0,9760887093
0,587 -0,00195 0,24626 0,94009 0,9718111947
0,598 -0,00195 0,25017 0,94009 0,9728093541
0,622 -0,00195 0,25603 0,93814 0,9724514502
0,624 -0,00195 0,24431 0,92641 0,9580848954
0,628 -0,00586 0,24431 0,93227 0,9637681612
0,638 -0,01368 0,24822 0,94205 0,9742989856
0,661 -0,0215 0,24626 0,95377 0,9852834366
0,662 -0,0215 0,24235 0,97918 1,0089545306
0,667 -0,01759 0,23453 0,97723 1,0051329275
0,678 -0,01759 0,22867 0,97918 1,0056802918
0,687 -0,01954 0,22867 0,98504 1,0114225537
0,698 -0,02345 0,23258 0,98113 1,0085927998
0,708 -0,01954 0,23453 0,97136 0,9994630469
0,718 -0,01954 0,23844 0,97136 1,0003877722
0,751 -0,02345 0,24626 0,97723 1,0080537501
0,768 -0,02345 0,25603 0,97527 1,0085895282
0,769 -0,01759 0,25212 0,96745 0,999916699
0,769 -0,01368 0,25212 0,96159 0,9941865846
0,77 -0,01564 0,25799 0,95182 0,9862883767
0,778 -0,0215 0,25799 0,95377 0,9882804779
0,788 -0,0215 0,25603 0,94986 0,9839957472
0,799 -0,02932 0,25799 0,95377 0,98848152
0,817 -0,03127 0,2619 0,95377 0,9895689141
0,818 -0,02932 0,26581 0,95377 0,9905512765
0,842 -0,03127 0,25799 0,9655 0,9998634422
0,843 -0,03518 0,26385 0,96941 1,0052911036
0,848 -0,03518 0,26776 0,96941 1,0063244
0,861 -0,03713 0,26776 0,97527 1,0120403289
0,867 -0,03909 0,26971 0,99091 1,0277033328
0,878 -0,03518 0,27167 0,987 1,0243101197
0,887 -0,03127 0,26581 0,97918 1,0150991289
0,898 -0,02736 0,25994 0,97136 1,0059113394
0,917 -0,02736 0,25994 0,9655 1,0002537794
0,918 -0,02736 0,26385 0,95964 0,9956276019
0,944 -0,02736 0,26776 0,95573 0,992906753
0,945 -0,02345 0,26385 0,95573 0,9917593246
0,947 -0,02932 0,26776 0,95377 0,9910763305
0,962 -0,03323 0,26776 0,95182 0,9893234875
0,967 -0,03518 0,25994 0,95573 0,9910732914
0,978 -0,02932 0,24822 0,95377 0,9859766953
0,987 -0,03909 0,24431 0,94205 0,9739987714
0,998 -0,04104 0,24235 0,944 0,9754761935
1,015 -0,04691 0,24822 0,94791 0,9809929075
1,017 -0,04886 0,24431 0,95964 0,9914552967
1,044 -0,05277 0,2404 0,97723 1,0077476399
1,045 -0,05472 0,24235 0,97332 1,0045295532
1,047 -0,05863 0,24235 0,97918 1,0104278657
1,06 -0,05668 0,24431 0,97918 1,0107885392
1,067 -0,04691 0,25017 0,97136 1,0041542843
1,078 -0,03909 0,24822 0,95964 0,9919930071
1,087 -0,03127 0,25212 0,95768 0,990804365
1,097 -0,03127 0,26385 0,95182 0,9882084536
1,114 -0,03127 0,26581 0,94791 0,9849701199
1,117 -0,03127 0,26385 0,94986 0,9863207668
1,143 -0,03713 0,2619 0,94595 0,9822380818
1,144 -0,03909 0,25994 0,95182 0,9874503249
1,148 -0,03518 0,25603 0,96941 1,0032670339
1,16 -0,03909 0,25212 0,97527 1,0080893291
1,167 -0,043 0,25799 0,98113 1,0153934789
1,178 -0,04495 0,26385 0,97918 1,015101373
1,187 -0,03518 0,25603 0,97136 1,0051513532
1,197 -0,02932 0,24822 0,96941 1,0011136693
1,215 -0,03127 0,24822 0,97136 1,0030609308
1,217 -0,03518 0,25212 0,987 1,0192993313
1,244 -0,03127 0,24822 0,98113 1,0125250902
1,245 -0,03323 0,24431 0,97136 1,0021635887
1,248 -0,03713 0,24626 0,96159 0,9933166427
1,261 -0,03909 0,24822 0,96354 0,995766302
1,267 -0,03909 0,25017 0,96745 1,0000362791
1,278 -0,03713 0,24626 0,96745 0,998990554
1,287 -0,04104 0,24822 0,96159 0,993958137
1,298 -0,04104 0,25017 0,95377 0,9868872901
1,317 -0,04495 0,25408 0,9655 0,9993835094
1,318 -0,04104 0,25408 0,96941 1,0029938565
1,345 -0,03713 0,24822 0,96354 0,9956912859
1,345 -0,03518 0,25212 0,95964 0,9928298225
1,347 -0,03323 0,25408 0,96941 1,0027046561
1,36 -0,02932 0,25017 0,97332 1,0053837644
1,367 -0,03323 0,25017 0,97332 1,0055053875
1,378 -0,03323 0,24822 0,97527 1,0069106088
1,387 -0,03127 0,25212 0,98113 1,013488226
1,397 -0,02932 0,2404 0,98113 1,0105780026
1,414 -0,03323 0,24431 0,98895 1,019222111
1,418 -0,04104 0,25212 0,987 1,019518404
1,446 -0,03713 0,25408 0,97723 1,0104027693
1,448 -0,02736 0,25408 0,97136 1,0044129955
1,449 -0,02345 0,25017 0,9655 0,9976598526
1,46 -0,02736 0,25408 0,95573 0,9893053365
1,467 -0,02541 0,25212 0,94205 0,9755349122
1,478 -0,02736 0,24626 0,93814 0,9703088255
1,487 -0,02932 0,24235 0,944 0,9750534267
1,497 -0,03127 0,24431 0,95182 0,9831716541
1,519 -0,03127 0,2404 0,96159 0,9916780228
1,521 -0,03323 0,23453 0,95964 0,9884419474
1,549 -0,03518 0,23258 0,95768 0,9861450559
1,55 -0,03518 0,23063 0,95768 0,9856869745
1,551 -0,04495 0,23844 0,96159 0,9917305401
1,562 -0,04886 0,23844 0,96745 0,9975973314
1,567 -0,04886 0,24235 0,97136 1,0023278265
1,578 -0,04691 0,24431 0,97527 1,0064986324
1,587 -0,03323 0,24235 0,96941 0,9997967311
1,597 -0,02736 0,24626 0,96745 0,9986751522
1,614 -0,02541 0,24626 0,96941 1,0005225654
1,617 -0,02541 0,25408 0,944 0,9779255158
1,645 -0,02541 0,25603 0,94205 0,9765527285
1,646 -0,0215 0,25603 0,93814 0,9726871391
1,647 -0,02541 0,26971 0,93032 0,9689605021
1,657 -0,02736 0,27558 0,92836 0,9687854229
1,668 -0,02932 0,27558 0,93227 0,9725900224
1,678 -0,02345 0,27167 0,93227 0,9713299359
1,687 -0,03127 0,27362 0,94595 0,9852244007
1,697 -0,03323 0,2834 0,95964 1,0011636842
1,715 -0,03909 0,26776 0,98309 1,0196516041
1,717 -0,03518 0,25994 0,99872 1,032592889
1,744 -0,03127 0,25603 1,00459 1,0371741618
1,761 -0,03323 0,25603 1,01827 1,0504900698
1,762 -0,03909 0,2619 1,01827 1,0521375533
1,764 -0,03713 0,25994 1,0085 1,042122685
1,768 -0,03518 0,25603 1,00654 1,0391880315
1,779 -0,03713 0,24822 1,01045 1,0411536908
1,787 -0,04104 0,2404 1,01827 1,0470674451
1,797 -0,04691 0,2404 1,02022 1,0492099678
1,813 -0,04886 0,23649 1,01436 1,0427085064
1,817 -0,05277 0,23453 1,00459 1,0329521102
1,839 -0,05082 0,22867 0,99286 1,020119415
1,842 -0,05082 0,22867 0,98895 1,0163142938
1,847 -0,01954 0,19349 1,05931 1,0770134019
1,861 -0,03713 0,16613 1,06908 1,0825478558
1,867 -0,00391 0,12118 1,07299 1,079818235
1,878 0,18958 0,04495 1,10036 1,1174762675
1,887 0,08795 0,29512 1,01436 1,0600741608
1,897 0 0,30099 0,89905 0,9480959248
1,914 0,00391 0,32444 0,91273 0,9686860454
1,918 0,04691 0,29903 0,96941 1,0155664612
1,945 0,07622 0,2619 0,99091 1,0277663774
1,946 0,08209 0,27362 1,01241 1,0519413865
1,947 0,07427 0,29121 1,02804 1,0710674762
1,961 0,0645 0,28926 1,03586 1,0774217082
1,967 0,10359 0,25212 1,01045 1,046568003
1,978 0,11531 0,23063 0,99482 1,0276932545
1,987 0,11531 0,2189 0,98504 1,0156364545
1,998 0,1114 0,2189 0,95573 0,9867861992
2,015 0,09968 0,23649 0,93032 0,9650693886
2,017 0,10749 0,24822 0,92836 0,9669640935
2,045 0,11336 0,24626 0,9225 0,9615096085
2,046 0,10945 0,24431 0,91468 0,9530509855
2,047 0,08795 0,24626 0,91273 0,9494499687
2,062 0,07622 0,25212 0,91859 0,9556053426
2,067 0,05863 0,25017 0,93618 0,9708014721
2,078 0,04886 0,24235 0,94986 0,9815064145
2,087 0,02541 0,23063 0,9225 0,9512318934
2,097 0,01173 0,22085 0,92445 0,9505367525
2,114 -0,00977 0,20913 0,93423 0,9574009101
2,117 -0,03323 0,18958 0,93423 0,9538503563
2,142 -0,043 0,17199 0,97723 0,9931807655
2,143 -0,02541 0,16808 1,00263 1,016938283
2,155 -0,01173 0,16613 1,00654 1,0202252405
2,164 0,00391 0,17395 1,01045 1,0253209708
2,168 0,02932 0,20522 1,01827 1,0391576895
2,178 0,02736 0,20717 1,01436 1,0356612323
2,187 0,01368 0,20717 1,00068 1,0219916896
2,198 0,00195 0,21499 0,98113 1,0044105632
2,215 -0,0215 0,23258 0,97332 1,00095331
2,217 -0,03518 0,23844 0,98895 1,0178965412
2,245 -0,03909 0,22867 1,00263 1,029118513
2,246 -0,03713 0,19935 1,02022 1,0401768637
2,259 -0,03713 0,14658 1,01436 1,0255683999
2,261 -0,04691 0,15245 1,00654 1,0190997607
2,272 -0,05472 0,16222 1,00263 1,0171413489
2,278 -0,05863 0,16026 0,99091 1,0054965801
2,287 -0,06254 0,16613 0,93423 0,9509448572
2,297 -0,05863 0,16417 0,92836 0,9445853881
2,314 -0,04495 0,15245 0,92836 0,9418671852
2,317 -0,03713 0,14267 0,92445 0,9361309568
2,347 -0,02932 0,13681 0,92055 0,9311224092
2,348 -0,05082 0,15049 0,92836 0,9418504139
2,349 -0,05863 0,16613 0,93423 0,9506957172
2,358 0,00195 0,12899 0,95964 0,9682722511
2,367 0,03713 0,18372 0,99872 1,0161561463
